,ID,sender,duration,prime,target,condition,soa_condition,congruence,correct,frequency_target
0,2215,target,865.7909999970198,paint,PAINT,Con_Synth,short,congruent,True,3.2737
3,2215,target,710.9940000089409,fern,PETAL,Inc_Nat_Nat,short,incongruent,True,1.6628
4,2215,target,598.581999997019,tiger,TIGER,Con_Nat,short,congruent,True,2.9759
6,2215,target,614.0259999970185,frog,FROG,Con_Nat,short,congruent,True,2.781
7,2215,target,756.6760000059621,peach,SHED,Inc_Nat_Synth,short,incongruent,True,2.749
8,2215,target,712.5980000089403,bike,BIKE,Con_Synth,short,congruent,True,3.1209
9,2215,target,633.6239999999998,rail,SQUID,Inc_Synth_Nat,short,incongruent,True,2.1523
11,2215,target,629.5880000029792,ruler,PANSY,Inc_Synth_Nat,short,incongruent,True,2.0
12,2215,target,720.1380000029785,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,True,2.4771
13,2215,target,649.6259999970207,coat,COAT,Con_Synth,short,congruent,True,3.3318
14,2215,target,813.9100000029794,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,True,2.5465
15,2215,target,571.9680000029803,harp,SNAIL,Inc_Synth_Nat,short,incongruent,True,1.959
18,2215,target,826.5520000059623,cave,CAVE,Con_Nat,short,congruent,True,2.8537
19,2215,target,925.1779999970169,arena,VINE,Inc_Synth_Nat,short,incongruent,True,2.0334
20,2215,target,779.1400000029826,water,MEDAL,Inc_Nat_Synth,short,incongruent,True,2.7716
22,2215,target,930.0219999970212,toast,TOAST,Con_Synth,short,congruent,True,3.2325
24,2215,target,628.0100000089442,grass,GRASS,Con_Nat,short,congruent,True,2.933
26,2215,target,876.116000008944,toad,GLOVE,Inc_Nat_Synth,short,incongruent,True,2.7126
27,2215,target,945.5439999970184,whale,WHALE,Con_Nat,short,congruent,True,2.7597
28,2215,target,627.474000000002,sash,CLOTH,Inc_Synth_Synth,short,incongruent,True,2.4942
29,2215,target,729.0580000029804,tank,TANK,Con_Synth,short,congruent,True,3.1163
33,2215,target,856.94399999702,patio,SPOON,Inc_Synth_Synth,short,incongruent,True,2.5899
34,2215,target,631.5360000000001,deer,DEER,Con_Nat,short,congruent,True,2.6484
35,2215,target,803.3200000059587,puppy,PUPPY,Con_Nat,short,congruent,True,2.7672
36,2215,target,897.0780000089435,camel,BENCH,Inc_Nat_Synth,short,incongruent,True,2.6937
38,2215,target,1301.2259999970192,rope,ROPE,Con_Synth,short,congruent,True,3.0641
40,2215,target,1333.1040000000066,crow,YACHT,Inc_Nat_Synth,short,incongruent,True,2.6232
42,2215,target,691.7059999970224,mice,TOOLS,Inc_Nat_Synth,short,incongruent,True,2.7543
45,2215,target,674.1320000059641,drug,DRUG,Con_Synth,short,congruent,True,3.363
46,2215,target,860.2210000029736,spear,MOTH,Inc_Synth_Nat,short,incongruent,True,2.0682
48,2215,target,714.4950000029785,seed,SEED,Con_Nat,short,congruent,True,2.5877
50,2215,target,1192.1630000089351,torch,CHIMP,Inc_Synth_Nat,short,incongruent,True,2.1875
51,2215,target,674.9689999999973,soil,SOIL,Con_Nat,short,congruent,True,2.5999
52,2215,target,612.5209999999934,worm,WORM,Con_Nat,short,congruent,True,2.7135
53,2215,target,1778.509000002974,belt,BELT,Con_Synth,short,congruent,True,3.0945
54,2215,target,875.7390000000014,mail,MAIL,Con_Synth,short,congruent,True,3.2742
55,2215,target,736.0330000059621,grape,LLAMA,Inc_Nat_Nat,short,incongruent,True,1.8633
56,2215,target,638.7550000059564,tower,TOWER,Con_Synth,short,congruent,True,3.0667
58,2215,target,650.8530000059545,doll,DOLL,Con_Synth,short,congruent,True,3.1017
59,2215,target,762.2710000089428,sword,SWORD,Con_Synth,short,congruent,True,3.1258
61,2215,target,703.2329999970243,eagle,WAGON,Inc_Nat_Synth,long,incongruent,True,2.9576
62,2215,target,731.6570000000065,linen,LINEN,Con_Synth,long,congruent,True,2.1761
63,2215,target,620.7810000059544,stick,STICK,Con_Nat,long,congruent,True,3.695
65,2215,target,535.9589999970194,bowl,WOLF,Inc_Synth_Nat,long,incongruent,True,3.0149
67,2215,target,699.1329999970185,wasp,WASP,Con_Nat,long,congruent,True,1.8692
68,2215,target,855.0229999970179,ferry,FERRY,Con_Synth,long,congruent,True,2.4378
69,2215,target,844.5849999970233,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,True,2.9675
70,2215,target,1423.5470000029743,cake,TRASH,Inc_Synth_Synth,long,incongruent,True,3.0596
71,2215,target,600.1990000089427,plum,PLUM,Con_Nat,long,congruent,True,2.243
72,2215,target,914.4170000089508,swamp,DRILL,Inc_Nat_Synth,long,incongruent,True,2.8463
73,2215,target,808.3489999970188,olive,MOTOR,Inc_Nat_Synth,long,incongruent,True,2.8274
74,2215,target,988.0970000089436,crab,CRAB,Con_Nat,long,congruent,True,2.5478
75,2215,target,687.0650000000023,fort,GOAT,Inc_Synth_Nat,long,incongruent,True,2.7308
76,2215,target,619.4870000029914,broom,BROOM,Con_Synth,long,congruent,True,2.3874
77,2215,target,648.0730000059702,canon,CANON,Con_Synth,long,congruent,True,1.7076
78,2215,target,667.4270000029937,reef,REEF,Con_Nat,long,congruent,True,2.3118
80,2215,target,550.60100000893,sink,LAMB,Inc_Synth_Nat,long,incongruent,True,2.7348
81,2215,target,639.6880000059609,stair,STAIR,Con_Synth,long,congruent,True,1.8451
82,2215,target,580.2420000059647,barn,TUNA,Inc_Synth_Nat,long,incongruent,True,2.6117
83,2215,target,587.2940000059607,jeans,JEANS,Con_Synth,long,congruent,True,2.5289
84,2215,target,501.6460000029765,crate,CRATE,Con_Synth,long,congruent,True,2.3222
85,2215,target,612.0280000029888,flask,FLASK,Con_Synth,long,congruent,True,1.7634
86,2215,target,563.74800000299,pear,PEAR,Con_Nat,long,congruent,True,1.8388
87,2215,target,585.300000002986,earth,EARTH,Con_Nat,long,congruent,True,3.7054
88,2215,target,817.0180000029795,storm,LAND,Inc_Nat_Nat,long,incongruent,True,3.6527
89,2215,target,685.0450000089477,shoe,COUCH,Inc_Synth_Synth,long,incongruent,True,3.0785
91,2215,target,578.1610000089277,pipe,LION,Inc_Synth_Nat,long,incongruent,True,2.8943
93,2215,target,537.6609999999928,wire,CABIN,Inc_Synth_Synth,long,incongruent,True,3.0013
94,2215,target,666.01099999703,arrow,ARROW,Con_Synth,long,congruent,True,2.6031
95,2215,target,853.3989999970072,clam,CLAM,Con_Nat,long,congruent,True,2.3032
96,2215,target,641.8330000089481,canoe,CANOE,Con_Synth,long,congruent,True,2.2625
98,2215,target,638.3149999970337,scarf,SCARF,Con_Synth,long,congruent,True,2.3802
100,2215,target,794.7930000000051,stone,STONE,Con_Nat,long,congruent,True,3.3166
101,2215,target,932.4530000089436,deck,PLATE,Inc_Synth_Synth,long,incongruent,True,3.1169
102,2215,target,704.7850000029721,soap,PONY,Inc_Synth_Nat,long,incongruent,True,2.617
103,2215,target,534.5099999970116,slug,SLUG,Con_Nat,long,congruent,True,2.4048
104,2215,target,648.2259999970265,shell,DIRT,Inc_Nat_Nat,long,incongruent,True,3.1176
105,2215,target,487.81400000001304,flute,FLUTE,Con_Synth,long,congruent,True,2.0374
106,2215,target,687.7620000059542,moose,PORCH,Inc_Nat_Synth,long,incongruent,True,2.692
107,2215,target,727.484000005963,shark,HILL,Inc_Nat_Nat,long,incongruent,True,3.2824
108,2215,target,753.2080000059505,tongs,TONGS,Con_Synth,long,congruent,True,1.6128
109,2215,target,522.2660000059695,mall,BUSH,Inc_Synth_Nat,long,incongruent,True,2.8579
111,2215,target,657.3660000000091,sheep,BULL,Inc_Nat_Nat,long,incongruent,True,3.1474
112,2215,target,607.053999997006,apron,APRON,Con_Synth,long,congruent,True,2.1367
113,2215,target,721.9060000089521,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,True,3.0346
114,2215,target,733.495999997016,stove,STOVE,Con_Synth,long,congruent,True,2.5888
115,2215,target,471.9200000000128,peas,PEAS,Con_Nat,long,congruent,True,2.3766
116,2215,target,602.2999999999884,bell,WHEEL,Inc_Synth_Synth,long,incongruent,True,3.1402
117,2215,target,538.5860000059474,wheat,BRICK,Inc_Nat_Synth,long,incongruent,True,2.716
119,2215,target,633.4100000059698,flood,SKIRT,Inc_Nat_Synth,long,incongruent,True,2.7067
121,2214,target,615.2009999940401,wire,CABIN,Inc_Synth_Synth,long,incongruent,True,3.0013
122,2214,target,452.3550000029809,slug,SLUG,Con_Nat,long,congruent,True,2.4048
123,2214,target,590.8849999970189,scarf,SCARF,Con_Synth,long,congruent,True,2.3802
125,2214,target,679.4529999940387,plum,PLUM,Con_Nat,long,congruent,True,2.243
126,2214,target,618.643000005959,reef,REEF,Con_Nat,long,congruent,True,2.3118
128,2214,target,555.8470000000016,crate,CRATE,Con_Synth,long,congruent,True,2.3222
130,2214,target,494.0789999970184,barn,TUNA,Inc_Synth_Nat,long,incongruent,True,2.6117
131,2214,target,882.8820000059604,arrow,ARROW,Con_Synth,long,congruent,True,2.6031
132,2214,target,660.1799999970208,canoe,CANOE,Con_Synth,long,congruent,True,2.2625
134,2214,target,835.0819999940395,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,True,3.0346
136,2214,target,496.0980000000018,jeans,JEANS,Con_Synth,long,congruent,True,2.5289
138,2214,target,584.9799999970201,peas,PEAS,Con_Nat,long,congruent,True,2.3766
140,2214,target,856.4499999999971,bell,WHEEL,Inc_Synth_Synth,long,incongruent,True,3.1402
142,2214,target,989.6619999940376,flute,FLUTE,Con_Synth,long,congruent,True,2.0374
143,2214,target,589.9639999999999,stone,STONE,Con_Nat,long,congruent,True,3.3166
145,2214,target,826.5359999970169,clam,CLAM,Con_Nat,long,congruent,True,2.3032
146,2214,target,646.4909999970187,ferry,FERRY,Con_Synth,long,congruent,True,2.4378
148,2214,target,502.064999994036,mall,BUSH,Inc_Synth_Nat,long,incongruent,True,2.8579
149,2214,target,672.9809999970166,olive,MOTOR,Inc_Nat_Synth,long,incongruent,True,2.8274
150,2214,target,956.8369999940404,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,True,2.9675
151,2214,target,776.3710000059582,deck,PLATE,Inc_Synth_Synth,long,incongruent,True,3.1169
152,2214,target,566.898000000001,swamp,DRILL,Inc_Nat_Synth,long,incongruent,True,2.8463
153,2214,target,578.6500000029773,crab,CRAB,Con_Nat,long,congruent,True,2.5478
154,2214,target,887.8019999970202,stove,STOVE,Con_Synth,long,congruent,True,2.5888
155,2214,target,727.1000000029817,fort,GOAT,Inc_Synth_Nat,long,incongruent,True,2.7308
156,2214,target,770.0579999940383,pear,PEAR,Con_Nat,long,congruent,True,1.8388
157,2214,target,762.5500000029788,shoe,COUCH,Inc_Synth_Synth,long,incongruent,True,3.0785
159,2214,target,701.3089999970252,canon,CANON,Con_Synth,long,congruent,True,1.7076
160,2214,target,646.3349999940401,pipe,LION,Inc_Synth_Nat,long,incongruent,True,2.8943
161,2214,target,650.5589999940421,moose,PORCH,Inc_Nat_Synth,long,incongruent,True,2.692
162,2214,target,827.583000005965,roof,PIANO,Inc_Synth_Synth,long,incongruent,True,3.1035
164,2214,target,610.8450000029843,broom,BROOM,Con_Synth,long,congruent,True,2.3874
165,2214,target,494.6010000059614,tongs,TONGS,Con_Synth,long,congruent,True,1.6128
166,2214,target,480.40000000596046,stick,STICK,Con_Nat,long,congruent,True,3.695
167,2214,target,572.983999994045,eagle,WAGON,Inc_Nat_Synth,long,incongruent,True,2.9576
168,2214,target,823.7379999970144,cake,TRASH,Inc_Synth_Synth,long,incongruent,True,3.0596
170,2214,target,618.9879999940458,apron,APRON,Con_Synth,long,congruent,True,2.1367
171,2214,target,470.2439999970229,wasp,WASP,Con_Nat,long,congruent,True,1.8692
172,2214,target,682.1940000029863,earth,EARTH,Con_Nat,long,congruent,True,3.7054
173,2214,target,639.5860000029788,sink,LAMB,Inc_Synth_Nat,long,incongruent,True,2.7348
174,2214,target,636.2589999940392,flood,SKIRT,Inc_Nat_Synth,long,incongruent,True,2.7067
175,2214,target,641.3489999970188,wheat,BRICK,Inc_Nat_Synth,long,incongruent,True,2.716
176,2214,target,771.7389999970183,boar,BOAR,Con_Nat,long,congruent,True,2.0492
177,2214,target,559.0010000000038,shark,HILL,Inc_Nat_Nat,long,incongruent,True,3.2824
179,2214,target,582.5889999970241,ocean,TREE,Inc_Nat_Nat,long,incongruent,True,3.5206
180,2214,target,559.1010000029783,rail,SQUID,Inc_Synth_Nat,short,incongruent,True,2.1523
181,2214,target,427.8510000059614,cobra,TWIG,Inc_Nat_Nat,short,incongruent,True,1.8451
182,2214,target,523.3289999999979,goose,GOOSE,Con_Nat,short,congruent,True,2.8235
184,2214,target,778.5669999970269,spade,SHELF,Inc_Synth_Synth,short,incongruent,True,2.5514
185,2214,target,587.7589999940392,toad,GLOVE,Inc_Nat_Synth,short,incongruent,True,2.7126
186,2214,target,725.6769999970129,grass,GRASS,Con_Nat,short,congruent,True,2.933
187,2214,target,494.96700000298733,mice,TOOLS,Inc_Nat_Synth,short,incongruent,True,2.7543
191,2214,target,630.8509999999951,water,MEDAL,Inc_Nat_Synth,short,incongruent,True,2.7716
192,2214,target,867.2710000029765,crow,YACHT,Inc_Nat_Synth,short,incongruent,True,2.6232
193,2214,target,788.6670000029844,torch,CHIMP,Inc_Synth_Nat,short,incongruent,True,2.1875
194,2214,target,707.5930000059598,leaf,COIN,Inc_Nat_Synth,short,incongruent,True,2.6972
195,2214,target,997.414999994042,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,True,2.5465
196,2214,target,701.4829999940412,gate,GATE,Con_Synth,short,congruent,True,3.2135
197,2214,target,709.439000000013,spear,MOTH,Inc_Synth_Nat,short,incongruent,True,2.0682
198,2214,target,962.5949999940348,whale,WHALE,Con_Nat,short,congruent,True,2.7597
199,2214,target,843.3609999970067,camel,BENCH,Inc_Nat_Synth,short,incongruent,True,2.6937
200,2214,target,774.1890000059502,rope,ROPE,Con_Synth,short,congruent,True,3.0641
202,2214,target,765.5580000029877,mail,MAIL,Con_Synth,short,congruent,True,3.2742
204,2214,target,759.9079999940295,ruler,PANSY,Inc_Synth_Nat,short,incongruent,True,2.0
208,2214,target,676.5219999970286,coat,COAT,Con_Synth,short,congruent,True,3.3318
209,2214,target,816.8059999940451,seed,SEED,Con_Nat,short,congruent,True,2.5877
211,2214,target,613.4839999999967,arena,VINE,Inc_Synth_Nat,short,incongruent,True,2.0334
212,2214,target,567.0700000029756,belt,BELT,Con_Synth,short,congruent,True,3.0945
213,2214,target,627.2539999999863,frog,FROG,Con_Nat,short,congruent,True,2.781
214,2214,target,584.640000000014,grape,LLAMA,Inc_Nat_Nat,short,incongruent,True,1.8633
216,2214,target,710.9740000059537,soil,SOIL,Con_Nat,short,congruent,True,2.5999
217,2214,target,1255.9570000029926,worm,WORM,Con_Nat,short,congruent,True,2.7135
218,2214,target,796.8349999999919,fern,PETAL,Inc_Nat_Nat,short,incongruent,True,1.6628
219,2214,target,1013.9949999940292,doll,DOLL,Con_Synth,short,congruent,True,3.1017
220,2214,target,942.2969999999914,bread,BREAD,Con_Synth,short,congruent,True,3.1602
222,2214,target,1325.7930000029737,cave,CAVE,Con_Nat,short,congruent,True,2.8537
223,2214,target,789.1380000059726,peach,SHED,Inc_Nat_Synth,short,incongruent,True,2.749
224,2214,target,1109.5639999940468,drug,DRUG,Con_Synth,short,congruent,True,3.363
225,2214,target,698.5359999999928,sash,CLOTH,Inc_Synth_Synth,short,incongruent,True,2.4942
226,2214,target,649.6919999940437,tank,TANK,Con_Synth,short,congruent,True,3.1163
227,2214,target,554.6460000000079,deer,DEER,Con_Nat,short,congruent,True,2.6484
229,2214,target,573.3180000059656,cable,CABLE,Con_Synth,short,congruent,True,3.0449
230,2214,target,675.5210000029765,bike,BIKE,Con_Synth,short,congruent,True,3.1209
232,2214,target,605.0589999970107,tiger,TIGER,Con_Nat,short,congruent,True,2.9759
234,2214,target,716.059000002977,melon,HOSE,Inc_Nat_Synth,short,incongruent,True,2.6149
235,2214,target,462.2490000000107,tower,TOWER,Con_Synth,short,congruent,True,3.0667
236,2214,target,785.3949999940523,sword,SWORD,Con_Synth,short,congruent,True,3.1258
237,2214,target,551.8209999970277,corn,CORN,Con_Nat,short,congruent,True,2.8609
239,2214,target,586.365000005957,harp,SNAIL,Inc_Synth_Nat,short,incongruent,True,1.959
240,2213,target,1604.7019999999902,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,True,3.0346
243,2213,target,1495.606000095373,desk,CANDY,Inc_Synth_Synth,long,incongruent,True,3.2615
244,2213,target,1503.0690000953618,wheat,BRICK,Inc_Nat_Synth,long,incongruent,True,2.716
245,2213,target,1069.2930000953784,jeans,JEANS,Con_Synth,long,congruent,True,2.5289
246,2213,target,1745.900000381458,slug,SLUG,Con_Nat,long,congruent,True,2.4048
247,2213,target,1765.546000381466,apron,APRON,Con_Synth,long,congruent,True,2.1367
248,2213,target,974.453000190726,bowl,WOLF,Inc_Synth_Nat,long,incongruent,True,3.0149
253,2213,target,1282.8530003814667,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,True,2.9675
254,2213,target,1510.1950002860976,ferry,FERRY,Con_Synth,long,congruent,True,2.4378
255,2213,target,947.2120003814634,scarf,SCARF,Con_Synth,long,congruent,True,2.3802
257,2213,target,1762.1910002861114,linen,LINEN,Con_Synth,long,congruent,True,2.1761
258,2213,target,1522.290000381472,arrow,ARROW,Con_Synth,long,congruent,True,2.6031
259,2213,target,1640.9020001907484,eagle,WAGON,Inc_Nat_Synth,long,incongruent,True,2.9576
260,2213,target,792.6200002861151,earth,EARTH,Con_Nat,long,congruent,True,3.7054
261,2213,target,967.1410003814672,olive,MOTOR,Inc_Nat_Synth,long,incongruent,True,2.8274
262,2213,target,941.064000381477,stove,STOVE,Con_Synth,long,congruent,True,2.5888
263,2213,target,1266.6280003814609,wire,CABIN,Inc_Synth_Synth,long,incongruent,True,3.0013
266,2213,target,1354.685000095371,flask,FLASK,Con_Synth,long,congruent,True,1.7634
267,2213,target,1118.884000381484,deck,PLATE,Inc_Synth_Synth,long,incongruent,True,3.1169
268,2213,target,1211.6310000953672,barn,TUNA,Inc_Synth_Nat,long,incongruent,True,2.6117
271,2213,target,1023.7960001907196,stone,STONE,Con_Nat,long,congruent,True,3.3166
272,2213,target,1727.0900002861165,crab,CRAB,Con_Nat,long,congruent,True,2.5478
274,2213,target,1334.0210002860986,tongs,TONGS,Con_Synth,long,congruent,True,1.6128
275,2213,target,1216.7990001907456,roof,PIANO,Inc_Synth_Synth,long,incongruent,True,3.1035
276,2213,target,882.0560002861312,fort,GOAT,Inc_Synth_Nat,long,incongruent,True,2.7308
277,2213,target,1031.3390000953805,sink,LAMB,Inc_Synth_Nat,long,incongruent,True,2.7348
280,2213,target,994.1880003814586,bell,WHEEL,Inc_Synth_Synth,long,incongruent,True,3.1402
282,2213,target,1878.865000095393,boar,BOAR,Con_Nat,long,congruent,True,2.0492
284,2213,target,1201.7360003814683,broom,BROOM,Con_Synth,long,congruent,True,2.3874
286,2213,target,1198.2650003814488,cake,TRASH,Inc_Synth_Synth,long,incongruent,True,3.0596
287,2213,target,955.6720003814552,shell,DIRT,Inc_Nat_Nat,long,incongruent,True,3.1176
288,2213,target,1102.885000381444,flute,FLUTE,Con_Synth,long,congruent,True,2.0374
290,2213,target,1067.932000095374,stair,STAIR,Con_Synth,long,congruent,True,1.8451
294,2213,target,1293.42600009538,plum,PLUM,Con_Nat,long,congruent,True,2.243
295,2213,target,1107.4540001907153,pipe,LION,Inc_Synth_Nat,long,incongruent,True,2.8943
296,2213,target,1373.4870002861137,soap,PONY,Inc_Synth_Nat,long,incongruent,True,2.617
297,2213,target,1448.030000095372,pear,PEAR,Con_Nat,long,congruent,True,1.8388
298,2213,target,1873.3099999999977,shoe,COUCH,Inc_Synth_Synth,long,incongruent,True,3.0785
301,2213,target,1210.6360003814916,peach,SHED,Inc_Nat_Synth,short,incongruent,True,2.749
302,2213,target,1282.777000095346,water,MEDAL,Inc_Nat_Synth,short,incongruent,True,2.7716
303,2213,target,1211.5329999999958,coat,COAT,Con_Synth,short,congruent,True,3.3318
304,2213,target,847.8470000000088,tiger,TIGER,Con_Nat,short,congruent,True,2.9759
308,2213,target,976.7500001907464,grass,GRASS,Con_Nat,short,congruent,True,2.933
310,2213,target,1064.9130003814937,frog,FROG,Con_Nat,short,congruent,True,2.781
311,2213,target,1377.4880000953565,sword,SWORD,Con_Synth,short,congruent,True,3.1258
312,2213,target,1222.8040000000035,bread,BREAD,Con_Synth,short,congruent,True,3.1602
313,2213,target,837.5880003814818,goose,GOOSE,Con_Nat,short,congruent,True,2.8235
314,2213,target,937.8680000000168,doll,DOLL,Con_Synth,short,congruent,True,3.1017
315,2213,target,840.6550003814627,mice,TOOLS,Inc_Nat_Synth,short,incongruent,True,2.7543
316,2213,target,1805.9459999999965,crow,YACHT,Inc_Nat_Synth,short,incongruent,True,2.6232
317,2213,target,1170.6400001907605,paint,PAINT,Con_Synth,short,congruent,True,3.2737
318,2213,target,974.941000095394,toast,TOAST,Con_Synth,short,congruent,True,3.2325
321,2213,target,1569.623000286112,lime,GULLY,Inc_Nat_Nat,short,incongruent,True,1.6812
322,2213,target,1376.388000286126,sash,CLOTH,Inc_Synth_Synth,short,incongruent,True,2.4942
323,2213,target,1292.7900001907256,melon,HOSE,Inc_Nat_Synth,short,incongruent,True,2.6149
325,2213,target,1155.293000381498,spade,SHELF,Inc_Synth_Synth,short,incongruent,True,2.5514
326,2213,target,906.819000190706,bike,BIKE,Con_Synth,short,congruent,True,3.1209
328,2213,target,850.7050000000163,patio,SPOON,Inc_Synth_Synth,short,incongruent,True,2.5899
329,2213,target,1385.2230000953425,cobra,TWIG,Inc_Nat_Nat,short,incongruent,True,1.8451
330,2213,target,1445.565000286093,rail,SQUID,Inc_Synth_Nat,short,incongruent,True,2.1523
331,2213,target,730.6460003814427,cable,CABLE,Con_Synth,short,congruent,True,3.0449
332,2213,target,822.9650003814604,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,True,2.4771
334,2213,target,1081.437000286125,drug,DRUG,Con_Synth,short,congruent,True,3.363
336,2213,target,1043.1199999999951,seed,SEED,Con_Nat,short,congruent,True,2.5877
337,2213,target,814.3210002860869,deer,DEER,Con_Nat,short,congruent,True,2.6484
339,2213,target,997.0700000953512,leaf,COIN,Inc_Nat_Synth,short,incongruent,True,2.6972
340,2213,target,1526.2000000953558,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,True,2.5465
341,2213,target,1018.9440000953618,cave,CAVE,Con_Nat,short,congruent,True,2.8537
342,2213,target,1123.195000000007,soil,SOIL,Con_Nat,short,congruent,True,2.5999
343,2213,target,1444.9710000000196,torch,CHIMP,Inc_Synth_Nat,short,incongruent,True,2.1875
344,2213,target,1578.665000286128,grape,LLAMA,Inc_Nat_Nat,short,incongruent,True,1.8633
346,2213,target,1153.2230000953425,tower,TOWER,Con_Synth,short,congruent,True,3.0667
347,2213,target,1113.942000381474,gate,GATE,Con_Synth,short,congruent,True,3.2135
351,2213,target,1369.0410001907148,arena,VINE,Inc_Synth_Nat,short,incongruent,True,2.0334
354,2213,target,861.9080002860865,belt,BELT,Con_Synth,short,congruent,True,3.0945
356,2213,target,1162.1530000953935,tank,TANK,Con_Synth,short,congruent,True,3.1163
357,2213,target,837.1190003814409,mail,MAIL,Con_Synth,short,congruent,True,3.2742
359,2213,target,1048.7470000953765,toad,GLOVE,Inc_Nat_Synth,short,incongruent,True,2.7126
360,2212,target,1467.8930000119144,paint,PAINT,Con_Synth,short,congruent,True,3.2737
361,2212,target,878.2090000000026,cable,CABLE,Con_Synth,short,congruent,True,3.0449
362,2212,target,1072.536999994045,rope,ROPE,Con_Synth,short,congruent,True,3.0641
363,2212,target,651.6699999940465,goose,GOOSE,Con_Nat,short,congruent,True,2.8235
364,2212,target,1175.8840000119235,spear,MOTH,Inc_Synth_Nat,short,incongruent,True,2.0682
365,2212,target,1137.949999988079,arena,VINE,Inc_Synth_Nat,short,incongruent,True,2.0334
366,2212,target,1378.405999988085,toad,GLOVE,Inc_Nat_Synth,short,incongruent,True,2.7126
368,2212,target,922.6969999940338,spade,SHELF,Inc_Synth_Synth,short,incongruent,True,2.5514
369,2212,target,981.6209999880812,sword,SWORD,Con_Synth,short,congruent,True,3.1258
370,2212,target,644.5880000000034,tiger,TIGER,Con_Nat,short,congruent,True,2.9759
372,2212,target,735.2119999940332,worm,WORM,Con_Nat,short,congruent,True,2.7135
374,2212,target,1224.1119999880757,sash,CLOTH,Inc_Synth_Synth,short,incongruent,True,2.4942
375,2212,target,936.7460000119172,water,MEDAL,Inc_Nat_Synth,short,incongruent,True,2.7716
376,2212,target,896.6719999880734,tower,TOWER,Con_Synth,short,congruent,True,3.0667
377,2212,target,714.0780000119266,deer,DEER,Con_Nat,short,congruent,True,2.6484
379,2212,target,573.5829999880807,frog,FROG,Con_Nat,short,congruent,True,2.781
380,2212,target,857.0829999880807,patio,SPOON,Inc_Synth_Synth,short,incongruent,True,2.5899
381,2212,target,751.3039999880857,gate,GATE,Con_Synth,short,congruent,True,3.2135
383,2212,target,859.7049999880837,belt,BELT,Con_Synth,short,congruent,True,3.0945
384,2212,target,782.541999994035,seed,SEED,Con_Nat,short,congruent,True,2.5877
385,2212,target,800.1399999880814,rail,SQUID,Inc_Synth_Nat,short,incongruent,True,2.1523
386,2212,target,634.606000005966,puppy,PUPPY,Con_Nat,short,congruent,True,2.7672
387,2212,target,704.9100000119215,fern,PETAL,Inc_Nat_Nat,short,incongruent,True,1.6628
388,2212,target,772.7109999999957,grape,LLAMA,Inc_Nat_Nat,short,incongruent,True,1.8633
389,2212,target,617.2739999880723,soil,SOIL,Con_Nat,short,congruent,True,2.5999
390,2212,target,752.4180000000051,mail,MAIL,Con_Synth,short,congruent,True,3.2742
391,2212,target,837.4110000119254,corn,CORN,Con_Nat,short,congruent,True,2.8609
392,2212,target,1354.999000005948,cobra,TWIG,Inc_Nat_Nat,short,incongruent,True,1.8451
394,2212,target,1567.152000005968,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,True,2.5465
395,2212,target,880.9899999880872,coat,COAT,Con_Synth,short,congruent,True,3.3318
397,2212,target,1283.6219999880705,peach,SHED,Inc_Nat_Synth,short,incongruent,True,2.749
399,2212,target,785.5030000059633,whale,WHALE,Con_Nat,short,congruent,True,2.7597
401,2212,target,897.7740000059712,lime,GULLY,Inc_Nat_Nat,short,incongruent,True,1.6812
402,2212,target,1140.8679999940505,drug,DRUG,Con_Synth,short,congruent,True,3.363
403,2212,target,989.0469999999914,melon,HOSE,Inc_Nat_Synth,short,incongruent,True,2.6149
405,2212,target,1454.3220000059518,camel,BENCH,Inc_Nat_Synth,short,incongruent,True,2.6937
408,2212,target,1108.807000005967,crow,YACHT,Inc_Nat_Synth,short,incongruent,True,2.6232
410,2212,target,1112.4060000119207,torch,CHIMP,Inc_Synth_Nat,short,incongruent,True,2.1875
411,2212,target,661.7799999880663,grass,GRASS,Con_Nat,short,congruent,True,2.933
412,2212,target,872.5909999999858,bike,BIKE,Con_Synth,short,congruent,True,3.1209
413,2212,target,1813.5570000119333,leaf,COIN,Inc_Nat_Synth,short,incongruent,True,2.6972
414,2212,target,831.0500000119209,harp,SNAIL,Inc_Synth_Nat,short,incongruent,True,1.959
416,2212,target,833.5479999940435,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,True,2.4771
417,2212,target,966.4539999880652,doll,DOLL,Con_Synth,short,congruent,True,3.1017
418,2212,target,1109.6969999999856,tank,TANK,Con_Synth,short,congruent,True,3.1163
419,2212,target,841.9949999940291,mice,TOOLS,Inc_Nat_Synth,short,incongruent,True,2.7543
420,2212,target,735.3120000059716,broom,BROOM,Con_Synth,long,congruent,True,2.3874
