"acc","accuracy","algebra","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Intro","correct_age_input","correct_answer_algebra","correct_answer_word","correct_new_sketchpad","correct_number_input","correct_number_input_1","correct_number_input_1_2","correct_number_input_1_2_1","correct_word_response","correct_word_response_1","correct_word_response_2","correct_word_response_2_1","count_End_of_experiment","count_End_of_practice","count_Experiment_loop_0","count_Experiment_loop_1","count_Experiment_loop_2","count_Intro","count_Practice_loop","count_Question","count_Question_1","count_Question_2","count_Question_2_2","count_age_input","count_age_logger","count_experiment","count_fixation_2","count_get_input_algebra","count_get_input_algebra_1","count_get_input_algebra_1_1","count_get_input_algebra_1_2","count_get_input_algebra_1_2_1","count_get_input_loop","count_get_input_loop_1","count_get_input_loop_1_1","count_get_input_loop_1_2","count_get_input_loop_1_2_1","count_get_input_sequence","count_get_input_sequence_1","count_get_input_sequence_1_1","count_get_input_sequence_1_2","count_get_input_sequence_1_2_1","count_init","count_init_0","count_init_1","count_init_2","count_init_2_1","count_new_sketchpad","count_number_input","count_number_input_1","count_number_input_1_2","count_number_input_1_2_1","count_pause","count_pause_0","count_pause_1","count_pause_2","count_process_input","count_process_input_1","count_process_input_1_1","count_process_input_1_2","count_process_input_1_2_1","count_report_age","count_report_algebra","count_report_algebra_1","count_report_algebra_1_1","count_report_algebra_1_1_1","count_response_logger_1","count_response_logger_1_1","count_response_logger_1_2","count_response_logger_1_2_1","count_stim_0","count_stim_1","count_stim_1_3","count_stim_2","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","count_trial_sequence_2","count_word_response","count_word_response_1","count_word_response_2","count_word_response_2_1","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Practice_loop","live_row_get_input_loop","logfile","mouse_backend","multichar_response","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_End_of_experiment","response_End_of_practice","response_Intro","response_age_input","response_new_sketchpad","response_number_input","response_number_input_1","response_number_input_1_2","response_number_input_1_2_1","response_time","response_time_End_of_experiment","response_time_End_of_practice","response_time_Intro","response_time_age_input","response_time_new_sketchpad","response_time_number_input","response_time_number_input_1","response_time_number_input_1_2","response_time_number_input_1_2_1","response_time_word_response","response_time_word_response_1","response_time_word_response_2","response_time_word_response_2_1","response_word_response","response_word_response_1","response_word_response_2","response_word_response_2_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_End_of_experiment","time_End_of_practice","time_Experiment_loop_0","time_Experiment_loop_1","time_Experiment_loop_2","time_Intro","time_Practice_loop","time_Question","time_Question_1","time_Question_2","time_Question_2_2","time_age_input","time_age_logger","time_experiment","time_fixation_2","time_get_input_algebra","time_get_input_algebra_1","time_get_input_algebra_1_1","time_get_input_algebra_1_2","time_get_input_algebra_1_2_1","time_get_input_loop","time_get_input_loop_1","time_get_input_loop_1_1","time_get_input_loop_1_2","time_get_input_loop_1_2_1","time_get_input_sequence","time_get_input_sequence_1","time_get_input_sequence_1_1","time_get_input_sequence_1_2","time_get_input_sequence_1_2_1","time_init","time_init_0","time_init_1","time_init_2","time_init_2_1","time_new_sketchpad","time_number_input","time_number_input_1","time_number_input_1_2","time_number_input_1_2_1","time_pause","time_pause_0","time_pause_1","time_pause_2","time_process_input","time_process_input_1","time_process_input_1_1","time_process_input_1_2","time_process_input_1_2_1","time_report_age","time_report_algebra","time_report_algebra_1","time_report_algebra_1_1","time_report_algebra_1_1_1","time_response_logger_1","time_response_logger_1_1","time_response_logger_1_2","time_response_logger_1_2_1","time_stim_0","time_stim_1","time_stim_1_3","time_stim_2","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","time_trial_sequence_2","time_word_response","time_word_response_1","time_word_response_2","time_word_response_2_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","words"
"0","0","(5/1)+3","3287.6666666666665","3287.6666666666665","#3c3c3c","legacy","legacy","legacy","0","acustic","uniform","0","undefined","NA","8","n","undefined","undefined","NA","NA","NA","NA","0","NA","NA","0","0","0","0","0","0","0","NA","0","NA","NA","NA","NA","0","0","1","NA","NA","NA","NA","0","NA","0","NA","NA","1","NA","NA","NA","NA","0","NA","NA","NA","0","0","1","NA","NA","NA","0","NA","NA","NA","1","NA","NA","NA","NA","0","0","NA","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","NA","0","NA","NA","Tue Nov 30 12:46:35 2021","The main experiment item","yes","","Acoustic vs Semantic.osexp","/Users/ethan/Documents/GitHub/ExPsyLing/StudentExperiments","no","sans","no","18","no","white","no","no","768","legacy","2","0","2","/Users/ethan/Documents/GitHub/ExPsyLing/StudentExperiments/quickrun.csv","legacy","8return","Lentiform Loewenfeld","3.3.11a1","y","0","j","NA","NA","return","NA","return","return","NA","NA","NA","2788","NA","NA","9251","NA","1438","581","NA","NA","NA","NA","2788","NA","NA","NA","j","NA","NA","2","legacy","1024","2","48000","-16","experiment","999","odd","ror","NA","NA","NA","NA","NA","2860","14590","NA","25905","NA","NA","NA","NA","2719","13590","25237","NA","NA","NA","NA","18636","NA","NA","NA","NA","25233","NA","NA","NA","NA","14632","NA","NA","NA","NA","12145","25237","NA","NA","NA","NA","NA","NA","NA","25819","NA","NA","NA","NA","NA","18636","NA","NA","NA","NA","28695","NA","NA","NA","NA","14636","NA","NA","14631","NA","NA","NA","25906","NA","NA","New experiment","0","9863","3","yes","1024","mord bord jord spor nord"
