acc,accuracy,average_response_time,avg_rt,background,bidi,block,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_keyboard_response,correct_response,count_ISI,count_break1,count_break_2,count_correct_feedback,count_credits,count_experiment,count_experimentLoop,count_fixation,count_incorrect_feedback,count_instructions1a,count_instructions1b,count_instructions2,count_keyboard_response,count_memory_set,count_new_logger,count_osweb,count_practiceLoop,count_practiceSequence,count_probe,count_thankYou,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,numberSet,opensesame_codename,opensesame_version,penwidth,posInSet,present,queryParams_batchId,queryParams_generalMultiple,repeat_cycle,response,response_break1,response_break_2,response_instructions1a,response_instructions1b,response_instructions2,response_keyboard_response,response_time,response_time_break1,response_time_break_2,response_time_instructions1a,response_time_instructions1b,response_time_instructions2,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,setSize,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_ISI,time_break1,time_break_2,time_correct_feedback,time_experimentLoop,time_fixation,time_incorrect_feedback,time_instructions1a,time_instructions1b,time_instructions2,time_keyboard_response,time_memory_set,time_new_logger,time_practiceLoop,time_probe,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
86,86,908,908,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,20,20,20,20,0,0,0,20,20,0,0,0,20,20,20,0,0,20,20,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,8 5 4 7 3 1,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,886,,,11595,15051,11683,886,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,5,163915,,,160675,38,161701,136281,38,11650,101579,165933,162702,166822,38,165933,Sternberg_updated,18,19077,21,yes,1024
86,86,891,891,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,21,21,21,21,0,0,0,21,21,0,0,0,21,21,21,0,0,21,21,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,2 3,osweb,1.4.0,1,1,y,37,,0,right,,,space,right,right,right,516,,,11595,15051,11683,516,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,2,1024,2,48000,-16,experiment,0,even,MacIntel,2,170051,,,166824,38,167840,136281,38,11650,101579,172056,168841,172576,38,172056,Sternberg_updated,19,19593,22,yes,1024
87,87,882,882,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,22,22,22,22,0,0,0,22,22,0,0,0,22,22,22,0,0,22,22,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,5 2 6,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,689,,,11595,15051,11683,689,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,3,1024,2,48000,-16,experiment,0,even,MacIntel,2,175814,,,172577,38,173595,136281,38,11650,101579,177828,174611,178531,38,177828,Sternberg_updated,20,20282,23,yes,1024
88,88,880,880,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,23,23,23,23,0,0,0,23,23,0,0,0,23,23,23,0,0,23,23,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 2 7 6 1 3,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,847,,,11595,15051,11683,847,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,8,181755,,,178532,38,179546,136281,38,11650,101579,183764,180548,184622,38,183764,Sternberg_updated,21,21129,24,yes,1024
88,88,879,879,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,24,24,24,24,0,0,0,24,24,0,0,0,24,24,24,0,0,24,24,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 8 1 2,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,837,,,11595,15051,11683,837,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,4,1024,2,48000,-16,experiment,0,even,MacIntel,7,187863,,,184624,38,185637,136281,38,11650,101579,189878,186655,190720,38,189878,Sternberg_updated,22,21966,25,yes,1024
88,88,873,873,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,25,25,25,25,0,0,0,25,25,0,0,0,25,25,25,0,0,25,25,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 1 5,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,719,,,11595,15051,11683,719,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,3,1024,2,48000,-16,experiment,0,even,MacIntel,1,193950,,,190720,38,191739,136281,38,11650,101579,195955,192742,196691,38,195955,Sternberg_updated,23,22685,26,yes,1024
89,89,867,867,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,26,26,26,26,0,0,0,26,26,0,0,0,26,26,26,0,0,26,26,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 1,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,724,,,11595,15051,11683,724,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,2,1024,2,48000,-16,experiment,0,even,MacIntel,6,199926,,,196692,38,197712,136281,38,11650,101579,201939,198724,202677,38,201939,Sternberg_updated,24,23409,27,yes,1024
89,89,859,859,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,27,27,27,27,0,0,0,27,27,0,0,0,27,27,27,0,0,27,27,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,3 5 7 1,osweb,1.4.0,1,3,y,37,,0,right,,,space,right,right,right,648,,,11595,15051,11683,648,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,4,1024,2,48000,-16,experiment,0,even,MacIntel,7,205923,,,202677,38,203690,136281,38,11650,101579,207931,204707,208584,38,207931,Sternberg_updated,25,24057,28,yes,1024
90,90,850,850,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,28,28,28,28,0,0,0,28,28,0,0,0,28,28,28,0,0,28,28,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,2 5 4 8 7,osweb,1.4.0,1,3,y,37,,0,right,,,space,right,right,right,593,,,11595,15051,11683,593,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,4,211807,,,208586,38,209598,136281,38,11650,101579,213811,210603,214414,38,213811,Sternberg_updated,26,24650,29,yes,1024
90,90,843,843,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,29,29,29,29,0,0,0,29,29,0,0,0,29,29,29,0,0,29,29,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,2 3 8 5 6 7,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,632,,,11595,15051,11683,632,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,1,217641,,,214415,38,215431,136281,38,11650,101579,219651,216433,220288,38,219651,Sternberg_updated,27,25282,30,yes,1024
90,90,832,832,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,30,30,30,30,0,0,0,30,30,0,0,0,30,30,30,0,0,30,30,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,6 1 2,osweb,1.4.0,1,3,y,37,,0,right,,,space,right,right,right,512,,,11595,15051,11683,512,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,3,1024,2,48000,-16,experiment,0,even,MacIntel,2,223512,,,220288,38,221309,136281,38,11650,101579,225526,222310,226045,38,225525,Sternberg_updated,28,25794,31,yes,1024
91,91,823,823,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,31,31,31,31,0,0,0,31,31,0,0,0,31,31,31,0,0,31,31,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,1 7 5 2,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,553,,,11595,15051,11683,553,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,4,1024,2,48000,-16,experiment,0,even,MacIntel,3,229283,,,226046,38,227060,136281,38,11650,101579,231291,228076,231844,38,231291,Sternberg_updated,29,26347,32,yes,1024
91,91,820,820,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,32,32,32,32,0,0,0,32,32,0,0,0,32,32,32,0,0,32,32,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,7 6 4 8 1 2,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,707,,,11595,15051,11683,707,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,9,235080,,,231846,38,232870,136281,38,11650,101579,237088,233872,237796,38,237088,Sternberg_updated,30,27054,33,yes,1024
91,91,816,816,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,33,33,33,33,0,0,0,33,33,0,0,0,33,33,33,0,0,33,33,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,3 9 1,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,702,,,11595,15051,11683,702,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,3,1024,2,48000,-16,experiment,0,even,MacIntel,7,241026,,,237797,38,238811,136281,38,11650,101579,243034,239822,243738,38,243034,Sternberg_updated,31,27756,34,yes,1024
91,91,830,830,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,34,34,34,34,0,0,0,34,34,0,0,0,34,34,34,0,0,34,34,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,9 8 2 7 4,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,1306,,,11595,15051,11683,1306,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,5,246985,,,243739,38,244756,136281,38,11650,101579,248997,245768,250314,38,248997,Sternberg_updated,32,29062,35,yes,1024
92,92,828,828,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,35,35,35,35,0,0,0,35,35,0,0,0,35,35,35,0,0,35,35,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 2 6 9,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,743,,,11595,15051,11683,743,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,4,1024,2,48000,-16,experiment,0,even,MacIntel,7,253548,,,250314,38,251330,136281,38,11650,101579,255557,252332,256312,38,255557,Sternberg_updated,33,29805,36,yes,1024
92,92,821,821,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,36,36,36,36,0,0,0,36,36,0,0,0,36,36,36,0,0,36,36,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,3 2 1 4 7,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,578,,,11595,15051,11683,578,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,2,259546,,,256312,38,257325,136281,38,11650,101579,261554,258343,262137,38,261554,Sternberg_updated,34,30383,37,yes,1024
92,92,815,815,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,37,37,37,37,0,0,0,37,37,0,0,0,37,37,37,0,0,37,37,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,6 7 9 3 1 2,osweb,1.4.0,1,1,y,37,,0,right,,,space,right,right,right,578,,,11595,15051,11683,578,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,6,265363,,,262138,38,263154,136281,38,11650,101579,267372,264156,267959,38,267372,Sternberg_updated,35,30961,38,yes,1024
92,92,817,817,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,38,38,38,38,0,0,0,38,38,0,0,0,38,38,38,0,0,38,38,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 9 7 8 5 3,osweb,1.4.0,1,4,y,37,,0,right,,,space,right,right,right,899,,,11595,15051,11683,899,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,8,271198,,,267960,38,268977,136281,38,11650,101579,273210,269994,274113,38,273210,Sternberg_updated,36,31860,39,yes,1024
93,93,816,816,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,39,39,39,39,0,0,0,39,39,0,0,0,39,39,39,0,0,39,39,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,4 3 2 5 8,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,764,,,11595,15051,11683,764,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,3,277347,,,274114,38,275131,136281,38,11650,101579,279364,276132,280133,38,279364,Sternberg_updated,37,32624,40,yes,1024
93,93,811,811,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,40,40,40,40,0,0,0,40,40,0,0,0,40,40,40,0,0,40,40,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,9 1 6 7 8,osweb,1.4.0,1,1,y,37,,0,right,,,space,right,right,right,640,,,11595,15051,11683,640,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,9,283367,,,280133,38,281147,136281,38,11650,101579,285375,282163,286025,38,285375,Sternberg_updated,38,33264,41,yes,1024
93,93,811,811,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,41,41,41,41,0,0,0,41,41,0,0,0,41,41,41,0,0,41,41,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,7 1,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,804,,,11595,15051,11683,804,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,2,1024,2,48000,-16,experiment,0,even,MacIntel,8,289251,,,286026,38,287041,136281,38,11650,101579,291260,288043,292080,38,291260,Sternberg_updated,39,34068,42,yes,1024
93,93,811,811,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,42,42,42,42,0,0,0,42,42,0,0,0,42,42,42,0,0,42,42,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,7 4 2 8 1 9,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,786,,,11595,15051,11683,786,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,5,295313,,,292081,38,293100,136281,38,11650,101579,297326,294110,298112,38,297326,Sternberg_updated,40,34854,43,yes,1024
93,93,812,812,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,43,43,43,43,0,0,0,43,43,0,0,0,43,43,43,0,0,43,43,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,2 4 6 9,osweb,1.4.0,1,3,y,37,,0,right,,,space,right,right,right,869,,,11595,15051,11683,869,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,4,1024,2,48000,-16,experiment,0,even,MacIntel,6,301361,,,298113,38,299132,136281,38,11650,101579,303372,300144,304256,38,303372,Sternberg_updated,41,35723,44,yes,1024
93,93,815,815,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,44,44,44,44,0,0,0,44,44,0,0,0,44,44,44,0,0,44,44,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,1 5 3 2 8,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,954,,,11595,15051,11683,954,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,4,307479,,,304257,38,305270,136281,38,11650,101579,309487,306272,310457,38,309487,Sternberg_updated,42,36677,45,yes,1024
93,93,810,810,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,45,45,45,45,0,0,0,45,45,0,0,0,45,45,45,0,0,45,45,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,7 6,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,574,,,11595,15051,11683,574,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,2,1024,2,48000,-16,experiment,0,even,MacIntel,6,313680,,,310459,38,311470,136281,38,11650,101579,315697,312472,316287,38,315697,Sternberg_updated,43,37251,46,yes,1024
94,94,805,805,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,46,46,46,46,0,0,0,46,46,0,0,0,46,46,46,0,0,46,46,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,8 9 6 1,osweb,1.4.0,1,2,y,37,,0,right,,,space,right,right,right,590,,,11595,15051,11683,590,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,4,1024,2,48000,-16,experiment,0,even,MacIntel,9,319511,,,316289,38,317301,136281,38,11650,101579,321514,318303,322118,38,321514,Sternberg_updated,44,37841,47,yes,1024
94,94,801,801,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,47,47,47,47,0,0,0,47,47,0,0,0,47,47,47,0,0,47,47,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,8 7 3,osweb,1.4.0,1,1,y,37,,0,right,,,space,right,right,right,613,,,11595,15051,11683,613,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,3,1024,2,48000,-16,experiment,0,even,MacIntel,8,325350,,,322118,38,323136,136281,38,11650,101579,327364,324148,327980,38,327364,Sternberg_updated,45,38454,48,yes,1024
94,94,801,801,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,48,48,48,48,0,0,0,48,48,0,0,0,48,48,48,0,0,48,48,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,2 6 4 3 9,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,811,,,11595,15051,11683,811,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,5,1024,2,48000,-16,experiment,0,even,MacIntel,1,331203,,,327981,38,328994,136281,38,11650,101579,333211,329996,334031,38,333211,Sternberg_updated,46,39265,49,yes,1024
94,94,800,800,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,left,49,49,49,49,0,0,0,49,49,0,0,0,49,49,49,0,0,49,49,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,8 5 4 2 9 6,osweb,1.4.0,1,0,n,37,,0,left,,,space,right,right,left,711,,,11595,15051,11683,711,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,3,337272,,,334032,38,335058,136281,38,11650,101579,339278,336062,340006,38,339278,Sternberg_updated,47,39976,50,yes,1024
94,94,798,798,black,no,experiment,Mozilla,Netscape,5.0 (Macintosh),legacy,legacy,legacy,0,uniform,1,1,right,50,50,50,50,0,0,0,50,50,0,0,0,50,50,50,0,0,50,50,0,30-08-21,30-08-21,09:17:22,Thu Sep 30 2021 09:17:22 GMT+0200 (Central European Summer Time),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Sternberg/experiment_files,0,0,0,no,mono,no,18,no,white,no,no,768,106,3.6.1,legacy,legacy,7 8 4 6 9 5,osweb,1.4.0,1,4,y,37,,0,right,,,space,right,right,right,719,,,11595,15051,11683,719,2,legacy,875,1440,24,900,24,0,32,1440,1632986335674,6,1024,2,48000,-16,experiment,0,even,MacIntel,6,343242,,,340006,38,341017,136281,38,11650,101579,345245,342034,345981,38,345245,Sternberg_updated,48,40695,51,yes,1024
