spelling,lexicality,rt,zscore,accuracy,rt.sd,zscore.sd,accuracy.sd
anacs,N,563.15,-0.426277605,1,134.7336499,0.596562651,0
anains,N,580.15,-0.409186184,1,130.126871,0.392675253,0
anarms,N,597.6,-0.209368505,1,135.4651625,0.685543575,0
anbet,N,561.8378378,-0.32106532,1,165.0650568,0.819400072,0
anbrams,N,565.275,-0.308906616,1,130.1699062,0.600171777,0
anceards,N,597.85,-0.221666756,1,117.1255189,0.663976577,0
anced,N,628.8571429,0.061894238,0.921052632,147.7512104,0.718442929,0.273276313
anch,N,661.1612903,0.075802281,0.868421053,161.3290833,1.00791706,0.342569987
ancher,N,801.047619,1.160116233,0.631578947,183.1347799,1.039780778,0.48885153
anches,N,694.4324324,0.485932208,0.925,173.4790318,0.999229791,0.266746783
anchpays,N,619.6842105,-0.220707751,1,179.9968626,0.788361814,0
anchta,N,587.9736842,-0.414931299,1,175.6480644,0.704739402,0
ancilled,N,652.9166667,0.071455651,0.973684211,243.6203575,1.065814496,0.162221421
ancing,N,645.2285714,0.101814262,0.921052632,147.5390448,0.80678954,0.273276313
ancoose,N,564.1282051,-0.416619811,0.975,112.1571218,0.450113883,0.158113883
ancs,N,578.4736842,-0.416956302,1,122.1883209,0.592732206,0
ancy,N,613,-0.166090448,1,218.2184274,1.036674266,0
andas,N,592.4615385,-0.178182404,0.975,143.8524182,0.839430113,0.158113883
andow,N,576.3846154,-0.248691548,0.975,116.6855007,0.659362245,0.158113883
andrar,N,596.8684211,-0.25985167,1,175.0884211,0.82230555,0
andrars,N,598.875,-0.256261638,1,203.5251119,0.704732601,0
anea,N,597.5,-0.111490861,0.975,122.612717,0.88037465,0.158113883
aneat,N,561.325,-0.305041133,1,130.2032706,0.734673018,0
aneau,N,545.15,-0.47620286,1,91.17032524,0.590638553,0
anebome,N,598.4210526,-0.174633715,1,168.6840372,0.900037592,0
aned,N,584.64,-0.325069007,0.987179487,148.8575993,0.725952926,0.113227703
anemns,N,656.5277778,0.025627452,1,196.7409444,0.92857349,0
aner,N,587.9473684,-0.37110734,1,137.1938749,0.607309797,0
anfals,N,613.8461538,-0.182103363,0.975,209.9183473,0.977890863,0.158113883
anfol,N,566.85,-0.43193038,1,209.2678997,1.115152548,0
angder,N,618.7368421,-0.233090308,1,230.9945225,0.855303231,0
angders,N,593.3684211,-0.277765536,1,137.1866791,0.632652341,0
angdete,N,607.6315789,-0.293254064,1,167.5820769,0.665273313,0
angeing,N,827.3030303,1.011851832,0.95,344.794548,1.252231253,0.220721428
angies,N,658.7647059,0.327357904,0.9,166.6362503,0.790933125,0.30382181
angkill,N,550.6,-0.400810965,1,121.6644819,0.653577619,0
angrired,N,638.1666667,-0.004006335,1,222.9884686,0.904294042,0
angsits,N,645.8974359,0.151340219,1,170.5446067,1.031742826,0
anguals,N,635.7105263,0.096267447,0.95,186.0277381,0.929672501,0.220721428
anid,N,641.575,0.194267445,1,146.9213792,1.094817784,0
anire,N,579.6578947,-0.440828721,1,157.6071538,0.583635059,0
anired,N,622.2631579,-0.096637291,1,202.2421193,0.84239454,0
ankhiles,N,633.5135135,0.081319185,1,120.5016417,0.785110121,0
ankicks,N,669.6842105,0.125627558,1,259.3293956,1.09757377,0
anks,N,625.5277778,-0.054277093,0.947368421,187.4486575,0.893725181,0.226294286
annaled,N,716.2258065,0.451864821,0.85,206.0630502,0.925297216,0.361620285
annalked,N,614.2894737,-0.121213862,1,199.7932591,0.76087272,0
annatched,N,648.525,0.19752842,1,184.9368551,1.0211427,0
annaws,N,571.4102564,-0.320258216,1,132.0134997,0.875364603,0
anned,N,644.9459459,0.080405687,0.973684211,156.7097363,0.773851309,0.162221421
anneived,N,605.25,-0.07262481,0.973684211,133.8737945,0.915879252,0.162221421
annise,N,634.21875,-0.075640142,0.842105263,197.7932669,0.887841849,0.369537021
anob,N,654.8108108,0.136985544,0.95,202.3198565,1.089636755,0.220721428
anom,N,679.2903226,0.457148814,0.85,204.1697323,1.393836881,0.361620285
anopt,N,568.875,-0.397220426,1,173.8331336,0.922738945,0
anote,N,752.7931034,0.71449761,0.8,247.8538422,1.2017616,0.405095747
ansham,N,626.8648649,-0.116287128,0.973684211,217.3711831,1.108448229,0.162221421
anshrix,N,615.65,-0.22016971,1,203.8240254,0.931486173,0
anslipt,N,590.3513514,-0.377553332,1,171.0874072,0.829498275,0
ansshome,N,652.025641,0.147566467,1,177.3633629,0.860207977,0
anst,N,671.3235294,0.211343831,0.894736842,241.5777333,1.223527836,0.311011748
ansus,N,702.7352941,0.425644346,0.947368421,220.4417478,1.019871322,0.226294286
ansuy,N,532.2702703,-0.681233037,0.973684211,109.439138,0.504912624,0.162221421
ansved,N,574.35,-0.305536316,1,119.465165,0.836941887,0
answens,N,646.2,0.046694713,0.947368421,159.8728907,0.803858772,0.226294286
antail,N,669.0571429,0.191421678,0.947368421,177.4523868,0.983316892,0.226294286
antalves,N,623.0263158,-0.292506454,1,175.903611,0.814048356,0
antarme,N,558.9230769,-0.342607946,1,133.7535803,0.690037938,0
antaxe,N,602.7837838,-0.123588158,0.973684211,151.0511567,0.726942767,0.162221421
antaxed,N,602.0810811,-0.14479146,1,173.4484199,0.836912115,0
antay,N,637.9189189,-0.163830116,1,255.4411629,1.063192854,0
anteging,N,624.6486486,-0.153848167,1,198.7571405,0.947266714,0
anthel,N,680.0263158,0.44932765,1,189.4721668,1.073582096,0
anthorse,N,667.5882353,0.228334144,0.973684211,204.7180053,0.857319706,0.162221421
antiss,N,630.0285714,-0.151582404,0.947368421,226.1273048,1.038002674,0.226294286
antleres,N,794.4137931,0.93507426,0.921052632,354.0975972,1.58457509,0.273276313
antox,N,593.6410256,-0.257105265,0.975,149.4289987,0.852994919,0.158113883
antu,N,535.3684211,-0.727883156,1,145.7846285,0.514327419,0
antyl,N,578.1081081,-0.250582614,1,123.2598393,0.867438324,0
anun,N,673.8955224,0.339085461,0.884615385,202.4333885,1.076067054,0.321553422
anveashed,N,669.8857143,0.233892386,1,209.880326,1.019032794,0
anvend,N,600.7105263,-0.120762619,1,142.1892359,0.69158841,0
anvy,N,668.6486486,0.142065432,0.975,193.7702271,0.793188254,0.158113883
anwot,N,566.2894737,-0.399856201,1,170.079458,0.989880731,0
anx,N,604.8108108,-0.111643157,0.974358974,171.5731144,0.856164983,0.159084963
anyne,N,541.6923077,-0.551944079,1,151.432659,0.665984188,0
aoade,N,562.75,-0.355073677,1,160.3682861,0.860354479,0
aoers,N,547.25,-0.519163439,1,171.9948941,0.922149158,0
aoft,N,601.3947368,-0.141451718,1,192.2888508,1.152701641,0
aouse,N,630.8648649,-0.148945995,0.973684211,130.4571369,0.778590075,0.162221421
apeard,N,675.7567568,0.364422021,0.925,129.0973804,0.717585137,0.266746783
apeeve,N,595.3125,-0.31913188,0.973684211,168.7818668,0.798601187,0.162221421
aper,N,556.7714286,-0.387134806,1,124.2767513,0.713337241,0
apests,N,662.0857143,0.094928126,0.973684211,202.389312,0.927953594,0.162221421
apevouse,N,604.0526316,-0.365227492,1,151.3963739,0.538480241,0
apeze,N,628.2727273,-0.024729166,0.921052632,212.042194,1.081646427,0.273276313
aphed,N,553.1052632,-0.413807077,0.95,120.2049577,0.747678441,0.220721428
aphoot,N,544.5128205,-0.521438441,1,183.0853801,0.788272277,0
aphs,N,641.5384615,-0.013754788,1,220.1709678,0.977451289,0
apile,N,654.9142857,0.195509513,0.947368421,223.7244065,1.15424554,0.226294286
apille,N,570.8421053,-0.247119531,0.975,113.066239,0.683639493,0.158113883
apine,N,663.7352941,0.114382909,0.894736842,194.4055911,0.798333307,0.311011748
apips,N,570.3513514,-0.416328722,1,161.7268301,0.816631959,0
aplol,N,505.7027027,-0.747981123,1,86.27245758,0.449869169,0
apock,N,585.8717949,-0.33349387,1,161.3319852,0.828495351,0
apose,N,638.4814815,0.255862717,0.7,192.2393081,1.29369421,0.464095481
appalves,N,653.7567568,0.170331831,1,202.6184709,1.039591077,0
apper,N,648.1764706,0.130335401,0.925,180.0332411,1.125270881,0.266746783
appers,N,715.6666667,0.412509686,0.825,235.7044848,0.998630392,0.384807644
appiant,N,638.2702703,0.166768166,0.95,141.3366054,0.782076935,0.220721428
appiene,N,557.7647059,-0.422811483,0.973684211,133.637016,0.727283524,0.162221421
appiened,N,662.8157895,-0.007162677,1,282.3951473,0.930809951,0
appins,N,615.8157895,-0.05979549,1,175.1655364,0.939094061,0
appleams,N,598.8717949,-0.155223714,0.975,149.9229942,0.719395495,0.158113883
appliene,N,647.8,0.006312341,1,154.2796661,0.683289947,0
appoomed,N,637.4736842,0.072148067,1,221.7218536,1.080915956,0
appoose,N,665.5714286,0.15574816,0.921052632,197.5573313,1.045679896,0.273276313
apprale,N,618.3783784,-0.002590487,0.973684211,183.3605058,0.951767573,0.162221421
apprarns,N,605.8421053,-0.134452095,1,180.969988,0.767664146,0
apprimed,N,626.6315789,-0.016375826,0.975,211.9764675,0.843195147,0.158113883
apprombed,N,644.6578947,0.200764218,0.975,164.5043787,0.87339268,0.158113883
approste,N,732.6571429,0.653750196,0.947368421,296.3990695,1.26033231,0.226294286
apshosed,N,641.7368421,-0.026057275,1,200.7956719,0.817024484,0
apsteach,N,604.4594595,-0.212240039,1,228.1977206,0.991364208,0
apsteached,N,671.7105263,0.227474261,1,240.3758215,1.073525044,0
apstide,N,595.4615385,-0.157540559,1,136.4510412,0.726918014,0
aptign,N,583.2894737,-0.40972335,1,225.536107,0.908356417,0
aptile,N,686.8461538,0.317957546,0.975,214.0589612,1.320253564,0.158113883
aptives,N,644.8648649,0.208326397,1,156.9428704,0.980676318,0
apwra,N,556.1842105,-0.528033841,1,141.9160116,0.82590917,0
aqu,N,580.5584416,-0.3696898,1,165.1855013,0.836296128,0
arains,N,617.2972973,-0.201213353,1,152.1691064,0.759183198,0
arayed,N,709.9666667,0.444138926,0.789473684,227.3008766,1.218287243,0.41315495
arbect,N,575.025641,-0.307767532,0.975,114.9717327,0.637616143,0.158113883
arbered,N,672.8,0.179063938,0.95,228.3322914,0.887659248,0.220721428
arberns,N,623.775,-0.112246547,1,207.1107083,0.852417993,0
arbers,N,582.8529412,-0.297742193,0.894736842,136.4960056,0.689239076,0.311011748
arbing,N,614.525,0.008392359,1,155.7916076,0.986562398,0
arbyes,N,539.6315789,-0.560400183,1,121.1160759,0.581693815,0
archdims,N,645.4210526,0.022671545,1,185.890353,0.841785778,0
ardorn,N,628.52,0.093166266,0.725,233.362222,1.490918705,0.452202587
ardstice,N,666.7,0.212880835,1,262.8142758,1.172955551,0
arecand,N,587.0512821,-0.310806657,1,144.2716642,0.717156596,0
arecands,N,651.9,0.045391186,1,235.6865367,1.028864356,0
arecul,N,541.35,-0.544937645,1,126.3336141,0.625413302,0
arehorse,N,754.027027,0.831407342,0.973684211,204.159862,1.074171479,0.162221421
arends,N,652.0833333,0.042625984,0.973684211,175.525395,0.842701981,0.162221421
arfed,N,599.1351351,-0.419421479,1,192.7572109,0.620129685,0
arge,N,701.4153846,0.493921939,0.846153846,201.005744,1.140856885,0.36313652
argly,N,699.6764706,0.278120479,0.947368421,236.7919072,0.926028639,0.226294286
argops,N,578.275,-0.408727956,1,176.1935107,0.748871768,0
arick,N,580.7894737,-0.395076492,1,182.5921697,0.872228545,0
arine,N,677.1025641,0.350621718,1,177.2862382,1.074919163,0
arir,N,566.4358974,-0.29635692,0.975,118.4869069,0.685267821,0.158113883
arldess,N,604.2432432,-0.146422363,1,169.6416821,0.7715418,0
arlect,N,620.3846154,-0.087699466,1,191.2549436,0.870885871,0
arls,N,554.1315789,-0.543964152,1,157.2644822,0.737360867,0
armbile,N,652.8378378,0.051088443,0.95,198.5611456,0.860848966,0.220721428
armhols,N,687.8648649,0.383678989,0.925,161.8586767,0.87630695,0.266746783
armiage,N,701.2571429,0.507637838,0.921052632,207.8294469,1.14933064,0.273276313
armioned,N,645.5789474,0.277713949,0.975,150.3370325,0.960442312,0.158113883
armth,N,622.3611111,-0.004429768,0.9,139.1024602,0.809795862,0.30382181
arnouns,N,581.3428571,-0.250453221,0.947368421,146.7127932,1.069862162,0.226294286
arnows,N,591.7894737,-0.218622748,1,128.3018312,0.557331554,0
arorse,N,725.0882353,0.389963294,0.973684211,276.332076,1.046400816,0.162221421
arort,N,631.15,-0.170608272,1,256.5684344,1.043813067,0
arosed,N,828.65,1.390251311,0.675,237.1597896,1.086755852,0.474341649
aroves,N,596.4358974,-0.166085581,0.975,129.9965171,0.815817183,0.158113883
arows,N,713.3225806,0.538030399,0.868421053,229.4629073,0.949796961,0.342569987
arpan,N,560.2820513,-0.329210685,0.975,146.9949782,0.85761583,0.158113883
arpode,N,579.8648649,-0.293352937,1,112.0538467,0.510850404,0
arpodes,N,580.4871795,-0.26982706,1,134.6072008,0.613253487,0
arpone,N,615.7894737,-0.101300594,1,137.9306833,0.632709645,0
arque,N,678.8378378,0.336121887,0.975,265.6011539,1.240737453,0.158113883
arraps,N,620.9473684,-0.182878944,1,177.9231458,0.768866712,0
arreged,N,654.0263158,-0.014164728,0.975,196.6741697,0.947218404,0.158113883
arrells,N,556.3513514,-0.464394876,1,111.2802309,0.663977797,0
arrops,N,639.5526316,0.04753503,1,214.6806173,0.990553046,0
arrord,N,600.1794872,-0.24608668,0.975,170.37171,0.755412027,0.158113883
arrorned,N,653.9189189,0.300280326,0.975,207.3607134,1.101729795,0.158113883
arrose,N,664.3846154,0.295951271,0.342105263,220.0532278,1.001836289,0.480782908
arrotte,N,547.45,-0.432605207,1,111.6220615,0.726201516,0
arrouched,N,652.027027,0.145227285,0.925,176.1549959,0.927322029,0.266746783
arroved,N,826.3846154,1.265784105,0.675,215.0469859,1.034153486,0.474341649
arrs,N,553.4605263,-0.558735082,0.974358974,162.0339422,0.645808511,0.159084963
arrudes,N,672.0833333,0.077940235,0.947368421,267.7817208,0.959823381,0.226294286
arrume,N,608.2307692,-0.0015743,1,130.0579752,1.041513476,0
arrure,N,695.2857143,0.319941405,0.925,248.3926649,1.179475533,0.266746783
arsebile,N,680.3888889,0.180311368,0.973684211,253.6016311,1.001004511,0.162221421
arser,N,706.8571429,0.620847623,0.921052632,211.3295646,1.008079906,0.273276313
arsher,N,654.8378378,0.290082623,0.95,184.8360405,0.887107334,0.220721428
arshers,N,646.7027027,0.16697204,0.975,154.6321558,0.754751165,0.158113883
arshes,N,792.0294118,1.120210671,0.894736842,183.3166635,1.076874662,0.311011748
arsows,N,643.7297297,0.059217922,0.973684211,210.5377571,0.864823033,0.162221421
arste,N,575.5128205,-0.331415519,1,168.4509724,0.73186005,0
arstered,N,681.1538462,0.406916769,0.975,211.8428587,1.096526745,0.158113883
arsters,N,665.7631579,0.033195383,1,243.098071,1.142505767,0
arsye,N,595.7105263,-0.313690362,1,175.8523502,0.930748762,0
artache,N,733.7142857,0.664763906,0.973684211,274.8253533,1.452537367,0.162221421
artalves,N,602.1538462,-0.120642884,1,150.7707459,0.99433945,0
artbrace,N,686.8717949,0.290569324,1,219.0217701,0.955482771,0
artbreed,N,660,0.072395494,0.973684211,184.8918603,0.850447317,0.162221421
artbrow,N,670.3055556,0.167716934,0.973684211,250.7550677,1.06207284,0.162221421
artcase,N,781.8064516,0.9084347,0.842105263,226.922956,1.329383229,0.369537021
artered,N,670.1351351,0.343626883,0.95,161.8454616,0.848837642,0.220721428
arters,N,595.2647059,-0.125628982,0.9,145.9602081,0.792737179,0.30382181
artlack,N,604.6315789,-0.174607231,1,130.9031871,0.717776975,0
artlacks,N,621.3243243,-0.001883918,0.95,109.5242373,0.62942548,0.220721428
artle,N,678.59375,0.200728538,0.921052632,258.8408228,1.100633574,0.273276313
artled,N,648.4444444,0.015427513,0.947368421,162.6279618,0.690583037,0.226294286
artler,N,701.0833333,0.444881108,1,167.66674,0.822502861,0
artlers,N,769.8421053,0.804357914,0.975,239.366227,1.131846283,0.158113883
artles,N,654.9428571,0.069146013,0.921052632,137.7738861,0.796026674,0.273276313
artling,N,674.3548387,0.179474474,0.921052632,219.4920725,0.902462584,0.273276313
artlists,N,844.8387097,1.239461447,0.894736842,246.599959,1.106340306,0.311011748
artmall,N,622.2105263,-0.029456837,1,188.0267603,0.855155298,0
artnent,N,629.0263158,0.00069708,1,167.6855949,0.8945624,0
artnents,N,587.475,-0.139562348,1,129.1341953,0.82365892,0
artnun,N,573.5135135,-0.371605442,1,126.2212831,0.592590886,0
artnuns,N,588.6923077,-0.287801651,1,149.8787499,0.621611329,0
artrer,N,591.5263158,-0.255399352,1,155.2829565,0.729912458,0
artrimes,N,686.2051282,0.474211562,1,188.9231506,1.11926655,0
artsock,N,664.3823529,0.357311907,0.925,193.0862603,0.900719236,0.266746783
artstrap,N,748.1621622,0.77322554,0.973684211,209.1633484,1.005971185,0.162221421
artstrew,N,612.1351351,0.047218342,0.925,158.0958152,0.905713814,0.266746783
arttides,N,636.9459459,0.059365435,0.95,207.6609076,0.89333341,0.220721428
arttip,N,579,-0.352361262,1,161.1576708,0.837898055,0
arttort,N,583.425,-0.329460629,1,186.8251462,0.859804505,0
arttorts,N,626.3333333,-0.001720155,1,198.6571145,1.199608285,0
arude,N,642.2054795,-0.017434565,0.948717949,218.3143732,1.029872105,0.222000111
arvan,N,596.972973,-0.221056585,0.973684211,177.4347277,0.993814424,0.162221421
arvas,N,572.7222222,-0.431344153,0.973684211,139.7858793,0.668698991,0.162221421
arves,N,617.1733333,-0.019456773,0.961538462,159.7783408,0.747368357,0.193552415
asade,N,638.4054054,-0.014881284,0.925,211.0760078,1.031360923,0.266746783
asades,N,658.7837838,0.064857977,0.925,245.2796743,1.074577408,0.266746783
asaids,N,597.225,-0.093090735,1,152.7702293,0.89240569,0
asan,N,641.35,0.267527887,1,198.1116688,1.235468889,0
asass,N,629.8157895,0.051856406,0.975,160.5158669,0.808697389,0.158113883
asaws,N,576.2105263,-0.30011092,1,126.3872552,0.738432946,0
ascact,N,664.6052632,0.168790326,1,201.3066156,0.966710446,0
ascad,N,600.05,-0.270797008,1,236.1214323,0.799995944,0
ascaft,N,641.1428571,-0.053852603,0.973684211,212.7192492,0.970492255,0.162221421
ascans,N,648.3684211,-0.013073513,1,242.6378038,0.963490894,0
ascer,N,665.8055556,0.142241697,0.95,252.377701,1.169358011,0.220721428
aschess,N,573.9487179,-0.254966871,0.975,82.01314038,0.50588146,0.158113883
ascole,N,574.875,-0.343883598,1,135.1842404,0.523852787,0
ascrise,N,668.8378378,0.13352502,0.973684211,220.8403789,1.01687692,0.162221421
ascude,N,579.3714286,-0.266613565,0.921052632,119.6529505,0.573275894,0.273276313
ascudes,N,687.3714286,0.261519878,0.947368421,237.1735634,1.321639747,0.226294286
ascures,N,710.3666667,0.588080736,0.815789474,186.5898107,0.973883532,0.392859452
asdice,N,607.7567568,-0.293846282,1,180.6850245,0.808757626,0
asdise,N,630.75,-0.010678595,1,203.9460399,0.958689,0
asdised,N,624.4166667,-0.144646515,1,189.4582314,0.923048403,0
ased,N,678,0.368642242,1,180.446668,1.132585639,0
asedess,N,616.2972973,-0.122917416,1,174.5283907,1.014467359,0
asee,N,547.1842105,-0.454989552,1,124.2871251,0.745081437,0
aseem,N,649.9736842,0.248390021,0.95,176.115516,1.149657246,0.220721428
aseft,N,544.1578947,-0.503643186,1,99.73980374,0.608781917,0
asers,N,636.4358974,0.004954206,1,194.7444743,0.941359304,0
asgent,N,640.1842105,-0.041322385,1,160.4111028,0.928981529,0
asgert,N,557.3947368,-0.500465585,1,119.9627283,0.668704377,0
ashait,N,553.0810811,-0.427539717,1,98.42238295,0.59041153,0
ashdess,N,627.5263158,-0.037147981,1,157.355809,0.705755867,0
ashits,N,622.3947368,-0.032292614,1,130.1287386,0.587449663,0
ashoved,N,623.0526316,0.043985691,0.975,159.0412062,0.924384157,0.158113883
ashpen,N,740.3636364,0.762618502,0.868421053,230.5315621,1.185933285,0.342569987
ashstall,N,633.3076923,0.059876653,0.975,162.333016,0.892158178,0.158113883
ashtan,N,659.1621622,0.310352662,1,152.7486158,1.096764214,0
asias,N,727.9047619,0.658691839,0.605263158,195.9224093,1.111768364,0.495355383
asit,N,583.5555556,-0.10797448,0.947368421,121.2328207,0.851113946,0.226294286
asjered,N,557.8947368,-0.409571887,1,91.54434444,0.647751801,0
aslacts,N,590.9736842,-0.326745858,1,150.2352186,0.781833904,0
aslaw,N,600.3333333,-0.255627437,0.973684211,198.4648224,1.014821121,0.162221421
