ID,sender,sender_type,sender_id,timestamp,meta,color,correct,correctResponse,duration,ended_on,phase,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word
11,Trial,flow.Sequence,1_0_2,26-09-2024 10:48,,blue,,,1.62E+19,completion,practice,,,1.67E+20,166464,150133,1.51E+20,150301,16663,,blue
11,Fixation cross,canvas.Screen,1_0_3_0,26-09-2024 10:48,,green,,,5.00E+19,timeout,practice,,,1.72E+21,171462,166464,1.67E+21,16663,171629,,green
11,Stroop screen,canvas.Screen,1_0_3_1,26-09-2024 10:48,,green,TRUE,green,4.48E+18,response,practice,green,keydown(g),176115,1.76E+20,171462,1.72E+20,171629,175638,,green
11,Inter-trial interval,canvas.Screen,1_0_3_2,26-09-2024 10:48,,green,,,4.99E+18,timeout,practice,,,1.81E+21,180462,175463,1.76E+21,175638,180629,,green
11,Trial,flow.Sequence,1_0_3,26-09-2024 10:48,,green,,,1.38E+20,completion,practice,,,1.81E+20,180462,166464,16701,16663,180629,,green
11,Practice task,flow.Loop,1_0,26-09-2024 10:48,,,,,62621,completion,,,,18101,180462,11765068,1.18E+21,117841,180629,,
11,Practice frame,canvas.Frame,1,26-09-2024 10:48,,,,,6.32E+19,,,,,1.81E+20,1.81E+21,11765068,1.18E+21,117841,180794,,
11,Fixation cross,canvas.Screen,2_0_0_0,26-09-2024 10:48,,red,,,500,timeout,task,,,186175,185627,180629,181025,180794,185794,,green
11,Stroop screen,canvas.Screen,2_0_0_1,26-09-2024 10:48,,red,TRUE,red,8.86E+18,response,task,red,keydown(r),1.95E+21,1.95E+20,185627,1.86E+21,185794,194294,,green
11,Inter-trial interval,canvas.Screen,2_0_0_2,26-09-2024 10:48,,red,,,5.00E+18,timeout,task,,,2.00E+21,199125,194125,1.95E+20,194294,199292,,green
11,Trial,flow.Sequence,2_0_0,26-09-2024 10:48,,red,,,1.83E+20,completion,task,,,2.00E+20,199125,180629,181025,180794,199292,,green
11,Fixation cross,canvas.Screen,2_0_1_0,26-09-2024 10:48,,green,,,500,timeout,task,,,2.05E+21,204125,199125,19967,199292,204292,,orange
11,Stroop screen,canvas.Screen,2_0_1_1,26-09-2024 10:48,,green,FALSE,green,1.28E+20,response,task,blue,keydown(b),2.17E+21,2.17E+20,204125,2.05E+20,204292,216622,,orange
11,Inter-trial interval,canvas.Screen,2_0_1_2,26-09-2024 10:48,,green,,,5.00E+18,timeout,task,,,2.22E+21,221455,216458,2.17E+20,216622,221621,,orange
11,Trial,flow.Sequence,2_0_1,26-09-2024 10:48,,green,,,2.22E+20,completion,task,,,2.22E+20,221455,199125,19967,199292,221621,,orange
11,Fixation cross,canvas.Screen,2_0_2_0,26-09-2024 10:48,,green,,,5.00E+18,timeout,task,,,2.27E+21,226457,221455,22200,221621,226623,,green
11,Stroop screen,canvas.Screen,2_0_2_1,26-09-2024 10:48,,green,TRUE,green,9.88E+17,response,task,green,keydown(g),236525,2.37E+20,226457,2.27E+20,226623,236119,,green
11,Inter-trial interval,canvas.Screen,2_0_2_2,26-09-2024 10:48,,green,,,500,timeout,task,,,241495,240952,235953,2.37E+21,236119,241119,,green
11,Trial,flow.Sequence,2_0_2,26-09-2024 10:48,,green,,,1.93E+20,completion,task,,,2.41E+20,240952,221455,22200,221621,241119,,green
11,Fixation cross,canvas.Screen,2_0_3_0,26-09-2024 10:48,,green,,,5.00E+18,timeout,task,,,2.46E+20,245951,240952,2.41E+20,241119,246117,,red
11,Stroop screen,canvas.Screen,2_0_3_1,26-09-2024 10:48,,green,TRUE,green,1.68E+20,response,task,green,keydown(g),2.63E+21,2.63E+21,245951,246495,246117,262451,,red
11,Inter-trial interval,canvas.Screen,2_0_3_2,26-09-2024 10:48,,green,,,5.00E+18,timeout,task,,,2.68E+21,267281,262282,2.63E+20,262451,267448,,red
11,Trial,flow.Sequence,2_0_3,26-09-2024 10:48,,green,,,2.62E+19,completion,task,,,2.68E+20,267281,240952,2.41E+20,241119,267448,,red
11,Fixation cross,canvas.Screen,2_0_4_0,26-09-2024 10:48,,red,,,5.00E+18,timeout,task,,,2.73E+21,272282,267281,26783,267448,272446,,red
11,Stroop screen,canvas.Screen,2_0_4_1,26-09-2024 10:48,,red,TRUE,red,8.99E+17,response,task,red,keydown(r),2.81E+21,2.81E+20,272282,2.73E+20,272446,280948,,red
11,Inter-trial interval,canvas.Screen,2_0_4_2,26-09-2024 10:48,,red,,,5.00E+18,timeout,task,,,2.86E+21,285777,28078,2.81E+20,280948,285945,,red
11,Trial,flow.Sequence,2_0_4,26-09-2024 10:48,,red,,,1.83E+20,completion,task,,,2.86E+20,285777,267281,26783,267448,285945,,red
11,Fixation cross,canvas.Screen,2_0_5_0,26-09-2024 10:48,,blue,,,500,timeout,task,,,2.91E+21,290781,285777,2.86E+20,285945,290945,,green
11,Stroop screen,canvas.Screen,2_0_5_1,26-09-2024 10:48,,blue,TRUE,blue,1.09E+20,response,task,blue,keydown(b),3.02E+21,3.02E+21,290781,2.91E+20,290945,301443,,green
11,Inter-trial interval,canvas.Screen,2_0_5_2,26-09-2024 10:48,,blue,,,5.00E+18,timeout,task,,,3.07E+21,306277,301279,3.02E+20,301443,306445,,green
11,Trial,flow.Sequence,2_0_5,26-09-2024 10:48,,blue,,,2.03E+20,completion,task,,,3.07E+20,306277,285777,2.86E+20,285945,306445,,green
11,Fixation cross,canvas.Screen,2_0_6_0,26-09-2024 10:48,,red,,,5.00E+19,timeout,task,,,3.12E+20,311274,306277,3.07E+20,306445,311441,,red
11,Stroop screen,canvas.Screen,2_0_6_1,26-09-2024 10:48,,red,TRUE,red,9.14E+18,response,task,red,keydown(r),3.21E+21,3.21E+20,311274,3.12E+20,311441,320114,,red
11,Inter-trial interval,canvas.Screen,2_0_6_2,26-09-2024 10:48,,red,,,4995,timeout,task,,,3.25E+20,32494,319941,3.21E+20,320114,325109,,red
11,Trial,flow.Sequence,2_0_6,26-09-2024 10:48,,red,,,18495,completion,task,,,3.25E+21,32494,306277,3.07E+20,306445,325109,,red
11,Fixation cross,canvas.Screen,2_0_7_0,26-09-2024 10:48,,red,,,5.00E+19,timeout,task,,,3.30E+21,329938,32494,3.25E+21,325109,330105,,orange
11,Stroop screen,canvas.Screen,2_0_7_1,26-09-2024 10:48,,red,FALSE,red,6.36E+18,response,task,orange,keydown(o),3.36E+21,3.36E+20,329938,3.30E+20,330105,336103,,orange
11,Inter-trial interval,canvas.Screen,2_0_7_2,26-09-2024 10:48,,red,,,5.00E+18,timeout,task,,,3.41E+21,340938,335938,3.36E+20,336103,341105,,orange
11,Trial,flow.Sequence,2_0_7,26-09-2024 10:48,,red,,,1.58E+20,completion,task,,,3.41E+20,340938,32494,3.25E+21,325109,341105,,orange
11,Fixation cross,canvas.Screen,2_0_8_0,26-09-2024 10:48,,blue,,,5.00E+18,timeout,task,,,3.46E+20,345936,340938,3.41E+20,341105,346103,,red
11,Stroop screen,canvas.Screen,2_0_8_1,26-09-2024 10:48,,blue,TRUE,blue,9.28E+18,response,task,blue,keydown(b),3.55E+21,355385,345936,3.46E+21,346103,354935,,red
11,Inter-trial interval,canvas.Screen,2_0_8_2,26-09-2024 10:48,,blue,,,500,timeout,task,,,3.60E+20,359769,354769,3.55E+20,354935,359935,,red
11,Trial,flow.Sequence,2_0_8,26-09-2024 10:48,,blue,,,1.87E+20,completion,task,,,360315,359769,340938,3.41E+20,341105,359935,,red
11,Fixation cross,canvas.Screen,2_0_9_0,26-09-2024 10:48,,orange,,,5.00E+18,timeout,task,,,3.65E+20,364767,359769,3.60E+21,359935,364933,,orange
11,Stroop screen,canvas.Screen,2_0_9_1,26-09-2024 10:48,,orange,TRUE,orange,8.88E+18,response,task,orange,keydown(o),3.74E+21,3.74E+21,364767,3.65E+20,364933,373434,,orange
11,Inter-trial interval,canvas.Screen,2_0_9_2,26-09-2024 10:48,,orange,,,5.00E+19,timeout,task,,,37881,378265,373267,3.74E+20,373434,378432,,orange
11,Trial,flow.Sequence,2_0_9,26-09-2024 10:48,,orange,,,1833,completion,task,,,3.79E+20,378265,359769,3.60E+21,359935,378432,,orange
11,Fixation cross,canvas.Screen,2_0_10_0,26-09-2024 10:48,,orange,,,5.00E+18,timeout,task,,,38381,383263,378265,3.79E+20,378432,38343,,orange
11,Stroop screen,canvas.Screen,2_0_10_1,26-09-2024 10:48,,orange,TRUE,orange,4.80E+18,response,task,orange,keydown(o),3.88E+21,3.88E+20,383263,3.84E+21,38343,387762,,orange
11,Inter-trial interval,canvas.Screen,2_0_10_2,26-09-2024 10:48,,orange,,,500,timeout,task,,,3.93E+21,392594,387597,3.88E+21,387762,392762,,orange
11,Trial,flow.Sequence,2_0_10,26-09-2024 10:48,,orange,,,1.42E+20,completion,task,,,3.93E+20,392594,378265,3.79E+21,378432,392762,,orange
11,Fixation cross,canvas.Screen,2_0_11_0,26-09-2024 10:48,,orange,,,5.00E+19,timeout,task,,,3.98E+20,397595,392594,39314,392762,397761,,blue
11,Stroop screen,canvas.Screen,2_0_11_1,26-09-2024 10:48,,orange,TRUE,orange,1.54E+20,response,task,orange,keydown(o),4.13E+21,413185,397595,3.98E+20,397761,412759,,blue
11,Inter-trial interval,canvas.Screen,2_0_11_2,26-09-2024 10:48,,orange,,,5.00E+19,timeout,task,,,4.18E+20,417591,412592,4.13E+20,412759,417757,,blue
11,Trial,flow.Sequence,2_0_11,26-09-2024 10:48,,orange,,,2.48E+20,completion,task,,,418135,417591,392594,39314,392762,417757,,blue
11,Fixation cross,canvas.Screen,2_0_12_0,26-09-2024 10:48,,blue,,,5.00E+19,timeout,task,,,4.23E+20,422589,417591,4.18E+21,417757,422756,,orange
11,Stroop screen,canvas.Screen,2_0_12_1,26-09-2024 10:48,,blue,TRUE,blue,9.88E+17,response,task,blue,keydown(b),43266,4.33E+20,422589,4.23E+20,422756,432255,,orange
11,Inter-trial interval,canvas.Screen,2_0_12_2,26-09-2024 10:48,,blue,,,5.00E+18,timeout,task,,,4.38E+21,437089,432087,4.33E+21,432255,437257,,orange
11,Trial,flow.Sequence,2_0_12,26-09-2024 10:48,,blue,,,1.93E+20,completion,task,,,4.38E+20,437089,417591,4.18E+21,417757,437257,,orange
11,Fixation cross,canvas.Screen,2_0_13_0,26-09-2024 10:48,,blue,,,5.00E+19,timeout,task,,,4.43E+21,442089,437089,4.38E+21,437257,442256,,blue
11,Stroop screen,canvas.Screen,2_0_13_1,26-09-2024 10:48,,blue,TRUE,blue,4.54E+17,response,task,blue,keydown(b),4.47E+21,4.47E+20,442089,4.43E+21,442256,44642,,blue
11,Inter-trial interval,canvas.Screen,2_0_13_2,26-09-2024 10:48,,blue,,,5.00E+18,timeout,task,,,451795,451253,446254,4.47E+20,44642,451418,,blue
11,Trial,flow.Sequence,2_0_13,26-09-2024 10:48,,blue,,,1.40E+20,completion,task,,,4.52E+21,451253,437089,437635,437257,451418,,blue
11,Fixation cross,canvas.Screen,2_0_14_0,26-09-2024 10:48,,green,,,5.00E+18,timeout,task,,,4.57E+21,456252,451253,4.52E+21,451418,45642,,blue
11,Stroop screen,canvas.Screen,2_0_14_1,26-09-2024 10:48,,green,TRUE,green,1.09E+20,response,task,green,keydown(g),4.67E+20,4.67E+21,456252,4.57E+20,45642,466917,,blue
11,Inter-trial interval,canvas.Screen,2_0_14_2,26-09-2024 10:48,,green,,,500,timeout,task,,,4.72E+21,47175,466753,4.67E+20,466917,471917,,blue
11,Trial,flow.Sequence,2_0_14,26-09-2024 10:48,,green,,,2.03E+19,completion,task,,,47230,47175,451253,4.52E+21,451418,471917,,blue
11,Fixation cross,canvas.Screen,2_0_15_0,26-09-2024 10:48,,orange,,,500,timeout,task,,,4.77E+21,476749,47175,4.72E+21,471917,476917,,orange
11,Stroop screen,canvas.Screen,2_0_15_1,26-09-2024 10:48,,orange,TRUE,orange,6.21E+17,response,task,orange,keydown(o),4.83E+20,4.83E+21,476749,4.77E+21,476917,48275,,orange
11,Inter-trial interval,canvas.Screen,2_0_15_2,26-09-2024 10:48,,orange,,,5.00E+18,timeout,task,,,4.88E+21,487585,482582,483185,48275,487753,,orange
11,Trial,flow.Sequence,2_0_15,26-09-2024 10:48,,orange,,,1.57E+19,completion,task,,,4.88E+20,487585,47175,4.72E+21,471917,487753,,orange
11,Fixation cross,canvas.Screen,2_0_16_0,26-09-2024 10:48,,green,,,4.99E+19,timeout,task,,,4.93E+20,49258,487585,4.88E+21,487753,492746,,green
11,Stroop screen,canvas.Screen,2_0_16_1,26-09-2024 10:48,,green,TRUE,green,1.06E+20,response,task,green,keydown(g),5.03E+20,50339,49258,4.93E+20,492746,502911,,green
11,Inter-trial interval,canvas.Screen,2_0_16_2,26-09-2024 10:48,,green,,,500,timeout,task,,,5.08E+20,507745,502747,5.03E+21,502911,507911,,green
11,Trial,flow.Sequence,2_0_16,26-09-2024 10:48,,green,,,2.00E+19,completion,task,,,5.08E+21,507745,487585,488135,487753,507911,,green
11,Fixation cross,canvas.Screen,2_0_17_0,26-09-2024 10:48,,red,,,5.00E+19,timeout,task,,,5.13E+21,512745,507745,5.08E+21,507911,512912,,red
11,Stroop screen,canvas.Screen,2_0_17_1,26-09-2024 10:48,,red,TRUE,red,"6,72E+14",response,task,red,keydown(r),5.20E+20,5.20E+21,512745,5.13E+20,512912,519241,,red
11,Inter-trial interval,canvas.Screen,2_0_17_2,26-09-2024 10:48,,red,,,500,timeout,task,,,5.25E+20,524074,519075,5.20E+20,519241,524241,,red
11,Trial,flow.Sequence,2_0_17,26-09-2024 10:48,,red,,,1.62E+19,completion,task,,,52462,524074,507745,5.08E+21,507911,524241,,red
11,Fixation cross,canvas.Screen,2_0_18_0,26-09-2024 10:48,,blue,,,5.00E+19,timeout,task,,,5.30E+20,529073,524074,52462,524241,52924,,blue
11,Stroop screen,canvas.Screen,2_0_18_1,26-09-2024 10:48,,blue,TRUE,blue,8.13E+18,response,task,blue,keydown(b),5.37E+20,5.37E+20,529073,5.30E+21,52924,536907,,blue
11,Inter-trial interval,canvas.Screen,2_0_18_2,26-09-2024 10:48,,blue,,,5.00E+18,timeout,task,,,5.42E+20,541738,536739,5.37E+21,536907,541905,,blue
11,Trial,flow.Sequence,2_0_18,26-09-2024 10:48,,blue,,,1.75E+20,completion,task,,,542285,541738,524074,52462,524241,541905,,blue
11,Fixation cross,canvas.Screen,2_0_19_0,26-09-2024 10:48,,orange,,,5.00E+18,timeout,task,,,5.47E+20,546738,541738,5.42E+21,541905,546903,,red
11,Stroop screen,canvas.Screen,2_0_19_1,26-09-2024 10:48,,orange,TRUE,orange,6.51E+18,response,task,orange,keydown(o),5.53E+21,55341,546738,54728,546903,552903,,red
11,Inter-trial interval,canvas.Screen,2_0_19_2,26-09-2024 10:48,,orange,,,500,timeout,task,,,5.58E+20,557735,552736,5.53E+21,552903,557903,,red
11,Trial,flow.Sequence,2_0_19,26-09-2024 10:48,,orange,,,1583,completion,task,,,5.58E+20,557735,541738,5.42E+21,541905,557903,,red
11,Fixation cross,canvas.Screen,2_0_20_0,26-09-2024 10:48,,red,,,5.00E+19,timeout,task,,,5.63E+20,562736,557735,5.58E+20,557903,562901,,blue
11,Stroop screen,canvas.Screen,2_0_20_1,26-09-2024 10:48,,red,TRUE,red,7.02E+18,response,task,red,keydown(r),56996,56992,562736,5.63E+20,562901,569571,,blue
11,Inter-trial interval,canvas.Screen,2_0_20_2,26-09-2024 10:48,,red,,,5.00E+19,timeout,task,,,57494,574398,569402,5.70E+21,569571,574567,,blue
11,Trial,flow.Sequence,2_0_20,26-09-2024 10:48,,red,,,16495,completion,task,,,5.75E+21,574398,557735,5.58E+20,557903,574567,,blue
11,Fixation cross,canvas.Screen,2_0_21_0,26-09-2024 10:48,,orange,,,5.00E+18,timeout,task,,,5.80E+21,579398,574398,5.75E+21,574567,579565,,green
11,Stroop screen,canvas.Screen,2_0_21_1,26-09-2024 10:48,,orange,TRUE,orange,8.29E+18,response,task,orange,keydown(o),5.88E+20,5.88E+20,579398,5.80E+21,579565,587397,,green
11,Inter-trial interval,canvas.Screen,2_0_21_2,26-09-2024 10:48,,orange,,,5.00E+19,timeout,task,,,5.93E+20,59223,58723,58787,587397,592396,,green
11,Trial,flow.Sequence,2_0_21,26-09-2024 10:48,,orange,,,1.77E+19,completion,task,,,592775,59223,574398,5.75E+21,574567,592396,,green
11,Fixation cross,canvas.Screen,2_0_22_0,26-09-2024 10:48,,green,,,500,timeout,task,,,597775,597231,59223,5.93E+21,592396,597396,,green
11,Stroop screen,canvas.Screen,2_0_22_1,26-09-2024 10:48,,green,TRUE,green,9.04E+17,response,task,green,keydown(g),6.06E+21,6.06E+20,597231,5.98E+21,597396,60606,,green
11,Inter-trial interval,canvas.Screen,2_0_22_2,26-09-2024 10:48,,green,,,500,timeout,task,,,61150,610892,605894,6.06E+20,60606,61106,,green
11,Trial,flow.Sequence,2_0_22,26-09-2024 10:48,,green,,,1.85E+20,completion,task,,,6.12E+21,610892,59223,592775,592396,61106,,green
11,Fixation cross,canvas.Screen,2_0_23_0,26-09-2024 10:48,,blue,,,500,timeout,task,,,6.16E+21,615894,610892,6.12E+20,61106,61606,,blue
11,Stroop screen,canvas.Screen,2_0_23_1,26-09-2024 10:48,,blue,TRUE,blue,7.24E+18,response,task,blue,keydown(b),6.23E+21,6.23E+20,615894,6.16E+20,61606,622894,,blue
11,Inter-trial interval,canvas.Screen,2_0_23_2,26-09-2024 10:48,,blue,,,5.00E+18,timeout,task,,,6.28E+21,627724,622725,6.23E+20,622894,627891,,blue
11,Trial,flow.Sequence,2_0_23,26-09-2024 10:48,,blue,,,1.67E+20,completion,task,,,6.28E+20,627724,610892,6.12E+20,61106,627891,,blue
11,Stroop task,flow.Loop,2_0,26-09-2024 10:48,,,,,44693,completion,,,,6.28E+21,627724,180629,1.81E+20,180794,627891,,
11,Task frame,canvas.Frame,2,26-09-2024 10:48,,,,,4.47E+21,,,,,6.28E+21,6.28E+21,180629,181015,180794,628058,,
11,Thanks,html.Screen,3,26-09-2024 10:48,,,,,"1,67E+15",timeout,,,,6.29E+20,62860,627891,6.28E+20,628058,628225,,
11,root,flow.Sequence,,26-09-2024 10:48,,,,,618776,completion,,,,6.29E+20,62860,982132,1032,9824,628225,,
12,sender,sender_type,sender_id,timestamp,meta,color,correct,correctResponse,duration,ended_on,phase,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word
12,root,flow.Sequence,null,2024-09-26T08:48:29.408Z,"{""labjs_version"":""20.2.4"",​""labjs_build"":{""flavor"":""development"",​""commit"":""f5b4a49f956347addd546a832a",blue,TRUE,blue,55585,completion,task,blue,keydown(b),55687,55685,90,79,100,,{},red
12,root,flow.Sequence,null,2024-09-26T08:48:29.408Z,,,,,55585,completion,,,,55687,55685,90,79,100,55702,,
12,Thanks,html.Screen,3,2024-09-26T08:48:29.407Z,,,,,17,timeout,,,,55686,55685,55668,55654,55685,55702,,
12,Task frame,canvas.Frame,2,2024-09-26T08:48:29.375Z,,,,,42986,null,,,,55654,55653,12650,12636,12667,55685,,
12,Stroop task,flow.Loop,2_0,2024-09-26T08:48:29.374Z,,,,,42984,completion,,,,55653,55651,12650,12638,12667,55668,,
12,Trial,flow.Sequence,2_0_23,2024-09-26T08:48:29.374Z,,blue,,,1833,completion,task,,,55652,55651,53802,53803,53818,55668,,red
12,Inter-trial interval,canvas.Screen,2_0_23_2,2024-09-26T08:48:29.373Z,,blue,,,500,timeout,task,,,55652,55651,55158,55157,55168,55668,,red
12,Stroop screen,canvas.Screen,2_0_23_1,2024-09-26T08:48:28.878Z,,blue,TRUE,blue,907,response,task,blue,keydown(b),55157,55209,54302,54303,54318,55168,,red
12,Fixation cross,canvas.Screen,2_0_23_0,2024-09-26T08:48:28.024Z,,blue,,,500,timeout,task,,,54302,54302,53802,53803,53818,54318,,red
12,Trial,flow.Sequence,2_0_22,2024-09-26T08:48:27.524Z,,blue,,,1500,completion,task,,,53803,53802,52285,52286,52302,53818,,blue
12,Inter-trial interval,canvas.Screen,2_0_22_2,2024-09-26T08:48:27.524Z,,blue,,,500,timeout,task,,,53802,53802,53311,53310,53318,53818,,blue
12,Stroop screen,canvas.Screen,2_0_22_1,2024-09-26T08:48:27.031Z,,blue,TRUE,blue,577,response,task,blue,keydown(b),53310,53362,52785,52786,52802,53318,,blue
12,Fixation cross,canvas.Screen,2_0_22_0,2024-09-26T08:48:26.507Z,,blue,,,500,timeout,task,,,52786,52785,52285,52286,52302,52802,,blue
12,Trial,flow.Sequence,2_0_21,2024-09-26T08:48:26.007Z,,blue,,,1533,completion,task,,,52286,52285,50735,50736,50752,52302,,blue
12,Inter-trial interval,canvas.Screen,2_0_21_2,2024-09-26T08:48:26.007Z,,blue,,,501,timeout,task,,,52286,52285,51793,51792,51801,52302,,blue
12,Stroop screen,canvas.Screen,2_0_21_1,2024-09-26T08:48:25.513Z,,blue,TRUE,blue,609,response,task,blue,keydown(b),51792,51844,51235,51236,51251,51801,,blue
12,Fixation cross,canvas.Screen,2_0_21_0,2024-09-26T08:48:24.957Z,,blue,,,499,timeout,task,,,51235,51235,50735,50737,50752,51251,,blue
12,Trial,flow.Sequence,2_0_20,2024-09-26T08:48:24.458Z,,green,,,1417,completion,task,,,50736,50735,49301,49303,49318,50752,,green
12,Inter-trial interval,canvas.Screen,2_0_20_2,2024-09-26T08:48:24.457Z,,green,,,501,timeout,task,,,50736,50735,50245,50244,50251,50752,,green
12,Stroop screen,canvas.Screen,2_0_20_1,2024-09-26T08:48:23.965Z,,green,TRUE,green,494,response,task,green,keydown(g),50244,50295,49801,49802,49818,50251,,green
12,Fixation cross,canvas.Screen,2_0_20_0,2024-09-26T08:48:23.524Z,,green,,,500,timeout,task,,,49802,49801,49301,49303,49318,49818,,green
12,Trial,flow.Sequence,2_0_19,2024-09-26T08:48:23.024Z,,blue,,,1499,completion,task,,,49302,49301,47785,47786,47802,49318,,blue
12,Inter-trial interval,canvas.Screen,2_0_19_2,2024-09-26T08:48:23.023Z,,blue,,,500,timeout,task,,,49302,49301,48812,48811,48818,49318,,blue
12,Stroop screen,canvas.Screen,2_0_19_1,2024-09-26T08:48:22.532Z,,blue,TRUE,blue,577,response,task,blue,keydown(b),48811,48862,48285,48286,48301,48818,,blue
12,Fixation cross,canvas.Screen,2_0_19_0,2024-09-26T08:48:22.007Z,,blue,,,499,timeout,task,,,48285,48285,47785,47786,47802,48301,,blue
12,Trial,flow.Sequence,2_0_18,2024-09-26T08:48:21.507Z,,red,,,1550,completion,task,,,47786,47785,46218,46219,46235,47802,,red
12,Inter-trial interval,canvas.Screen,2_0_18_2,2024-09-26T08:48:21.507Z,,red,,,501,timeout,task,,,47785,47785,47286,47285,47301,47802,,red
12,Stroop screen,canvas.Screen,2_0_18_1,2024-09-26T08:48:21.006Z,,red,TRUE,red,618,response,task,red,keydown(r),47285,47336,46718,46719,46735,47301,,red
12,Fixation cross,canvas.Screen,2_0_18_0,2024-09-26T08:48:20.440Z,,red,,,500,timeout,task,,,46719,46718,46218,46219,46235,46735,,red
12,Trial,flow.Sequence,2_0_17,2024-09-26T08:48:19.940Z,,orange,,,1883,completion,task,,,46219,46218,44318,44319,44335,46235,,red
12,Inter-trial interval,canvas.Screen,2_0_17_2,2024-09-26T08:48:19.940Z,,orange,,,500,timeout,task,,,46218,46218,45724,45723,45735,46235,,red
12,Stroop screen,canvas.Screen,2_0_17_1,2024-09-26T08:48:19.444Z,,orange,TRUE,orange,956,response,task,orange,keydown(o),45723,45774,44818,44819,44835,45735,,red
12,Fixation cross,canvas.Screen,2_0_17_0,2024-09-26T08:48:18.540Z,,orange,,,500,timeout,task,,,44819,44818,44318,44319,44335,44835,,red
12,Trial,flow.Sequence,2_0_16,2024-09-26T08:48:18.041Z,,red,,,1600,completion,task,,,44319,44318,42701,42703,42718,44335,,blue
12,Inter-trial interval,canvas.Screen,2_0_16_2,2024-09-26T08:48:18.040Z,,red,,,501,timeout,task,,,44319,44318,43828,43828,43834,44335,,blue
12,Stroop screen,canvas.Screen,2_0_16_1,2024-09-26T08:48:17.549Z,,red,TRUE,red,678,response,task,red,keydown(r),43827,43879,43201,43202,43218,43834,,blue
12,Fixation cross,canvas.Screen,2_0_16_0,2024-09-26T08:48:16.923Z,,red,,,500,timeout,task,,,43202,43201,42701,42703,42718,43218,,blue
12,Trial,flow.Sequence,2_0_15,2024-09-26T08:48:16.424Z,,blue,,,1750,completion,task,,,42702,42701,40934,40936,40951,42718,,green
12,Inter-trial interval,canvas.Screen,2_0_15_2,2024-09-26T08:48:16.424Z,,blue,,,500,timeout,task,,,42702,42701,42199,42198,42218,42718,,green
12,Stroop screen,canvas.Screen,2_0_15_1,2024-09-26T08:48:15.919Z,,blue,TRUE,blue,815,response,task,blue,keydown(b),42198,42249,41434,41435,41451,42218,,green
12,Fixation cross,canvas.Screen,2_0_15_0,2024-09-26T08:48:15.157Z,,blue,,,500,timeout,task,,,41435,41434,40934,40936,40951,41451,,green
12,Trial,flow.Sequence,2_0_14,2024-09-26T08:48:14.657Z,,orange,,,2133,completion,task,,,40935,40934,38784,38786,38801,40951,,blue
12,Inter-trial interval,canvas.Screen,2_0_14_2,2024-09-26T08:48:14.657Z,,orange,,,500,timeout,task,,,40935,40934,40430,40430,40451,40951,,blue
12,Stroop screen,canvas.Screen,2_0_14_1,2024-09-26T08:48:14.151Z,,orange,TRUE,orange,1197,response,task,orange,keydown(o),40430,40481,39284,39285,39300,40451,,blue
12,Fixation cross,canvas.Screen,2_0_14_0,2024-09-26T08:48:13.007Z,,orange,,,499,timeout,task,,,39285,39284,38784,38786,38801,39300,,blue
12,Trial,flow.Sequence,2_0_13,2024-09-26T08:48:12.507Z,,red,,,1666,completion,task,,,38786,38784,37101,37102,37118,38801,,red
12,Inter-trial interval,canvas.Screen,2_0_13_2,2024-09-26T08:48:12.507Z,,red,,,500,timeout,task,,,38785,38784,38282,38281,38301,38801,,red
12,Stroop screen,canvas.Screen,2_0_13_1,2024-09-26T08:48:12.002Z,,red,TRUE,red,730,response,task,red,keydown(r),38281,38331,37601,37602,37618,38301,,red
12,Fixation cross,canvas.Screen,2_0_13_0,2024-09-26T08:48:11.324Z,,red,,,500,timeout,task,,,37602,37601,37101,37102,37118,37618,,red
12,Trial,flow.Sequence,2_0_12,2024-09-26T08:48:10.824Z,,blue,,,1800,completion,task,,,37102,37101,35284,35286,35301,37118,,orange
12,Inter-trial interval,canvas.Screen,2_0_12_2,2024-09-26T08:48:10.823Z,,blue,,,500,timeout,task,,,37102,37101,36602,36601,36618,37118,,orange
12,Stroop screen,canvas.Screen,2_0_12_1,2024-09-26T08:48:10.323Z,,blue,TRUE,blue,869,response,task,blue,keydown(b),36601,36653,35784,35785,35801,36618,,orange
12,Fixation cross,canvas.Screen,2_0_12_0,2024-09-26T08:48:09.507Z,,blue,,,500,timeout,task,,,35785,35784,35284,35286,35301,35801,,orange
12,Trial,flow.Sequence,2_0_11,2024-09-26T08:48:09.007Z,,green,,,2433,completion,task,,,35285,35284,32834,32835,32851,35301,,blue
12,Inter-trial interval,canvas.Screen,2_0_11_2,2024-09-26T08:48:09.007Z,,green,,,501,timeout,task,,,35285,35284,34788,34787,34800,35301,,blue
12,Stroop screen,canvas.Screen,2_0_11_1,2024-09-26T08:48:08.508Z,,green,TRUE,green,1504,response,task,green,keydown(g),34787,34838,33334,33335,33351,34800,,blue
12,Fixation cross,canvas.Screen,2_0_11_0,2024-09-26T08:48:07.057Z,,green,,,500,timeout,task,,,33335,33334,32834,32835,32851,33351,,blue
12,Trial,flow.Sequence,2_0_10,2024-09-26T08:48:06.557Z,,green,,,1733,completion,task,,,32835,32834,31083,31084,31101,32851,,green
