ID,sender,sender_type,sender_id,timestamp,meta,color,correct,correctResponse,duration,ended_on,phase,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,word
1,Instruction,html.Screen,0,2024-09-26T07:12:24.606Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"",""platform"":""MacIntel"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/Copenhagen"",""timezoneOffset"":-120,""screen_width"":1728,""screen_height"":1117,""scroll_width"":1389,""scroll_height"":155,""window_innerWidth"":1405,""window_innerHeight"":930,""devicePixelRatio"":2}",,,,5604,response,,continue,keypress(Space),5806,5763,159,136,176,5868,{},
1,Fixation cross,canvas.Screen,1_0_0_0,2024-09-26T07:12:25.155Z,,orange,,,501,timeout,practice,,,6355,6353,5842,5810,5868,6369,,orange
1,Stroop screen,canvas.Screen,1_0_0_1,2024-09-26T07:12:26.097Z,,orange,TRUE,orange,910,response,practice,orange,keydown(o),7297,7263,6353,6356,6369,7322,,orange
1,Inter-trial interval,canvas.Screen,1_0_0_2,2024-09-26T07:12:26.604Z,,orange,,,498,timeout,practice,,,7804,7803,7298,7297,7322,7820,,orange
1,Trial,flow.Sequence,1_0_0,2024-09-26T07:12:26.605Z,,orange,,,1935,completion,practice,,,7805,7803,5842,5810,5868,7820,,orange
1,Fixation cross,canvas.Screen,1_0_1_0,2024-09-26T07:12:27.104Z,,blue,,,500,timeout,practice,,,8304,8303,7803,7805,7820,8320,,blue
1,Stroop screen,canvas.Screen,1_0_1_1,2024-09-26T07:12:27.900Z,,blue,TRUE,blue,761,response,practice,blue,keydown(b),9100,9064,8303,8304,8320,9121,,blue
1,Inter-trial interval,canvas.Screen,1_0_1_2,2024-09-26T07:12:28.406Z,,blue,,,500,timeout,practice,,,9606,9605,9100,9100,9121,9621,,blue
1,Trial,flow.Sequence,1_0_1,2024-09-26T07:12:28.406Z,,blue,,,1785,completion,practice,,,9606,9605,7803,7805,7820,9621,,blue
1,Fixation cross,canvas.Screen,1_0_2_0,2024-09-26T07:12:28.907Z,,green,,,501,timeout,practice,,,10107,10106,9605,9607,9621,10122,,green
1,Stroop screen,canvas.Screen,1_0_2_1,2024-09-26T07:12:29.942Z,,green,TRUE,green,997,response,practice,green,keydown(g),11142,11103,10106,10107,10122,11156,,green
1,Inter-trial interval,canvas.Screen,1_0_2_2,2024-09-26T07:12:30.440Z,,green,,,500,timeout,practice,,,11640,11640,11143,11142,11156,11656,,green
1,Trial,flow.Sequence,1_0_2,2024-09-26T07:12:30.440Z,,green,,,2019,completion,practice,,,11640,11640,9605,9607,9621,11656,,green
1,Fixation cross,canvas.Screen,1_0_3_0,2024-09-26T07:12:30.940Z,,red,,,501,timeout,practice,,,12140,12140,11640,11640,11656,12157,,red
1,Stroop screen,canvas.Screen,1_0_3_1,2024-09-26T07:12:31.829Z,,red,TRUE,red,853,response,practice,red,keydown(r),13029,12993,12140,12141,12157,13041,,red
1,Inter-trial interval,canvas.Screen,1_0_3_2,2024-09-26T07:12:32.326Z,,red,,,500,timeout,practice,,,13526,13525,13030,13029,13041,13541,,red
1,Trial,flow.Sequence,1_0_3,2024-09-26T07:12:32.327Z,,red,,,1869,completion,practice,,,13527,13525,11640,11640,11656,13541,,red
1,Practice task,flow.Loop,1_0,2024-09-26T07:12:32.327Z,,,,,7657,completion,,,,13527,13525,5842,5810,5868,13541,,
1,Practice frame,canvas.Frame,1,2024-09-26T07:12:32.328Z,,,,,7659,,,,,13528,13527,5842,5807,5868,13558,,
1,Fixation cross,canvas.Screen,2_0_0_0,2024-09-26T07:12:32.843Z,,blue,,,501,timeout,task,,,14043,14042,13541,13530,13558,14059,,red
1,Stroop screen,canvas.Screen,2_0_0_1,2024-09-26T07:12:34.171Z,,blue,TRUE,blue,1291,response,task,blue,keydown(b),15371,15333,14042,14043,14059,15393,,red
1,Inter-trial interval,canvas.Screen,2_0_0_2,2024-09-26T07:12:34.678Z,,blue,,,501,timeout,task,,,15878,15877,15372,15371,15393,15894,,red
1,Trial,flow.Sequence,2_0_0,2024-09-26T07:12:34.679Z,,blue,,,2319,completion,task,,,15879,15877,13541,13530,13558,15894,,red
1,Fixation cross,canvas.Screen,2_0_1_0,2024-09-26T07:12:35.178Z,,orange,,,501,timeout,task,,,16378,16377,15877,15879,15894,16395,,orange
1,Stroop screen,canvas.Screen,2_0_1_1,2024-09-26T07:12:36.086Z,,orange,TRUE,orange,875,response,task,orange,keydown(o),17286,17252,16377,16379,16395,17294,,orange
1,Inter-trial interval,canvas.Screen,2_0_1_2,2024-09-26T07:12:36.578Z,,orange,,,501,timeout,task,,,17778,17777,17287,17286,17294,17795,,orange
1,Trial,flow.Sequence,2_0_1,2024-09-26T07:12:36.579Z,,orange,,,1883,completion,task,,,17779,17777,15877,15879,15894,17795,,orange
1,Fixation cross,canvas.Screen,2_0_2_0,2024-09-26T07:12:37.081Z,,green,,,500,timeout,task,,,18281,18280,17777,17779,17795,18295,,green
1,Stroop screen,canvas.Screen,2_0_2_1,2024-09-26T07:12:37.975Z,,green,TRUE,green,862,response,task,green,keydown(g),19175,19142,18280,18281,18295,19196,,green
1,Inter-trial interval,canvas.Screen,2_0_2_2,2024-09-26T07:12:38.481Z,,green,,,501,timeout,task,,,19680,19680,19176,19176,19196,19697,,green
1,Trial,flow.Sequence,2_0_2,2024-09-26T07:12:38.481Z,,green,,,1885,completion,task,,,19681,19680,17777,17779,17795,19697,,green
1,Fixation cross,canvas.Screen,2_0_3_0,2024-09-26T07:12:38.981Z,,green,,,500,timeout,task,,,20181,20180,19680,19681,19697,20197,,red
1,Stroop screen,canvas.Screen,2_0_3_1,2024-09-26T07:12:41.159Z,,green,TRUE,green,2143,response,task,green,keydown(g),22359,22323,20180,20181,20197,22387,,red
1,Inter-trial interval,canvas.Screen,2_0_3_2,2024-09-26T07:12:41.666Z,,green,,,495,timeout,task,,,22866,22865,22359,22359,22387,22882,,red
1,Trial,flow.Sequence,2_0_3,2024-09-26T07:12:41.667Z,,green,,,3168,completion,task,,,22867,22865,19680,19681,19697,22882,,red
1,Fixation cross,canvas.Screen,2_0_4_0,2024-09-26T07:12:42.168Z,,orange,,,503,timeout,task,,,23367,23366,22865,22867,22882,23385,,green
1,Stroop screen,canvas.Screen,2_0_4_1,2024-09-26T07:12:43.196Z,,orange,TRUE,orange,996,response,task,orange,keydown(o),24396,24362,23366,23368,23385,24417,,green
1,Inter-trial interval,canvas.Screen,2_0_4_2,2024-09-26T07:12:43.702Z,,orange,,,501,timeout,task,,,24902,24901,24397,24396,24417,24918,,green
1,Trial,flow.Sequence,2_0_4,2024-09-26T07:12:43.703Z,,orange,,,2019,completion,task,,,24902,24901,22865,22867,22882,24918,,green
1,Fixation cross,canvas.Screen,2_0_5_0,2024-09-26T07:12:44.202Z,,red,,,500,timeout,task,,,25402,25401,24901,24903,24918,25418,,blue
1,Stroop screen,canvas.Screen,2_0_5_1,2024-09-26T07:12:45.631Z,,red,TRUE,red,1392,response,task,red,keydown(r),26831,26793,25401,25403,25418,26853,,blue
1,Inter-trial interval,canvas.Screen,2_0_5_2,2024-09-26T07:12:46.138Z,,red,,,502,timeout,task,,,27338,27336,26832,26831,26853,27355,,blue
1,Trial,flow.Sequence,2_0_5,2024-09-26T07:12:46.139Z,,red,,,2418,completion,task,,,27339,27336,24901,24903,24918,27355,,blue
1,Fixation cross,canvas.Screen,2_0_6_0,2024-09-26T07:12:46.638Z,,blue,,,498,timeout,task,,,27838,27837,27336,27339,27355,27853,,blue
1,Stroop screen,canvas.Screen,2_0_6_1,2024-09-26T07:12:47.458Z,,blue,TRUE,blue,786,response,task,blue,keydown(b),28658,28623,27837,27838,27853,28671,,blue
1,Inter-trial interval,canvas.Screen,2_0_6_2,2024-09-26T07:12:47.955Z,,blue,,,499,timeout,task,,,29155,29154,28660,28659,28671,29170,,blue
1,Trial,flow.Sequence,2_0_6,2024-09-26T07:12:47.955Z,,blue,,,1799,completion,task,,,29155,29154,27336,27339,27355,29170,,blue
1,Fixation cross,canvas.Screen,2_0_7_0,2024-09-26T07:12:48.455Z,,red,,,503,timeout,task,,,29655,29654,29154,29155,29170,29673,,red
1,Stroop screen,canvas.Screen,2_0_7_1,2024-09-26T07:12:49.650Z,,red,TRUE,red,1159,response,task,red,keydown(r),30850,30813,29654,29656,29673,30872,,red
1,Inter-trial interval,canvas.Screen,2_0_7_2,2024-09-26T07:12:50.157Z,,red,,,500,timeout,task,,,31357,31356,30851,30850,30872,31372,,red
1,Trial,flow.Sequence,2_0_7,2024-09-26T07:12:50.158Z,,red,,,2186,completion,task,,,31357,31356,29154,29155,29170,31372,,red
1,Fixation cross,canvas.Screen,2_0_8_0,2024-09-26T07:12:50.658Z,,red,,,501,timeout,task,,,31857,31856,31356,31358,31372,31873,,red
1,Stroop screen,canvas.Screen,2_0_8_1,2024-09-26T07:12:51.569Z,,red,TRUE,red,877,response,task,red,keydown(r),32768,32733,31856,31858,31873,32791,,red
1,Inter-trial interval,canvas.Screen,2_0_8_2,2024-09-26T07:12:52.075Z,,red,,,500,timeout,task,,,33275,33274,32770,32769,32791,33291,,red
1,Trial,flow.Sequence,2_0_8,2024-09-26T07:12:52.075Z,,red,,,1902,completion,task,,,33275,33274,31356,31358,31372,33291,,red
1,Fixation cross,canvas.Screen,2_0_9_0,2024-09-26T07:12:52.576Z,,orange,,,501,timeout,task,,,33776,33775,33274,33275,33291,33792,,orange
1,Stroop screen,canvas.Screen,2_0_9_1,2024-09-26T07:12:53.159Z,,orange,TRUE,orange,547,response,task,orange,keydown(o),34359,34322,33775,33776,33792,34375,,orange
1,Inter-trial interval,canvas.Screen,2_0_9_2,2024-09-26T07:12:53.660Z,,orange,,,501,timeout,task,,,34860,34859,34360,34360,34375,34876,,orange
1,Trial,flow.Sequence,2_0_9,2024-09-26T07:12:53.661Z,,orange,,,1568,completion,task,,,34861,34859,33274,33275,33291,34876,,orange
1,Fixation cross,canvas.Screen,2_0_10_0,2024-09-26T07:12:54.162Z,,blue,,,500,timeout,task,,,35362,35361,34859,34861,34876,35376,,blue
1,Stroop screen,canvas.Screen,2_0_10_1,2024-09-26T07:12:54.868Z,,blue,TRUE,blue,671,response,task,blue,keydown(b),36068,36032,35361,35362,35376,36076,,blue
1,Inter-trial interval,canvas.Screen,2_0_10_2,2024-09-26T07:12:55.361Z,,blue,,,501,timeout,task,,,36561,36560,36069,36068,36076,36577,,blue
1,Trial,flow.Sequence,2_0_10,2024-09-26T07:12:55.361Z,,blue,,,1684,completion,task,,,36561,36560,34859,34861,34876,36577,,blue
1,Fixation cross,canvas.Screen,2_0_11_0,2024-09-26T07:12:55.862Z,,red,,,501,timeout,task,,,37062,37061,36560,36561,36577,37078,,green
1,Stroop screen,canvas.Screen,2_0_11_1,2024-09-26T07:12:56.909Z,,red,FALSE,red,1012,response,task,green,keydown(g),38109,38073,37061,37062,37078,38128,,green
1,Inter-trial interval,canvas.Screen,2_0_11_2,2024-09-26T07:12:57.413Z,,red,,,501,timeout,task,,,38612,38612,38110,38109,38128,38629,,green
1,Trial,flow.Sequence,2_0_11,2024-09-26T07:12:57.413Z,,red,,,2035,completion,task,,,38613,38612,36560,36561,36577,38629,,green
1,Fixation cross,canvas.Screen,2_0_12_0,2024-09-26T07:12:57.914Z,,red,,,500,timeout,task,,,39114,39113,38612,38613,38629,39129,,red
1,Stroop screen,canvas.Screen,2_0_12_1,2024-09-26T07:12:58.897Z,,red,TRUE,red,939,response,task,red,keydown(r),40097,40052,39113,39114,39129,40113,,red
1,Inter-trial interval,canvas.Screen,2_0_12_2,2024-09-26T07:12:59.400Z,,red,,,501,timeout,task,,,40599,40598,40098,40097,40113,40614,,red
1,Trial,flow.Sequence,2_0_12,2024-09-26T07:12:59.400Z,,red,,,1969,completion,task,,,40600,40598,38612,38613,38629,40614,,red
1,Fixation cross,canvas.Screen,2_0_13_0,2024-09-26T07:12:59.898Z,,blue,,,500,timeout,task,,,41098,41098,40598,40600,40614,41114,,green
1,Stroop screen,canvas.Screen,2_0_13_1,2024-09-26T07:13:00.869Z,,blue,TRUE,blue,935,response,task,blue,keydown(b),42069,42033,41098,41098,41114,42081,,green
1,Inter-trial interval,canvas.Screen,2_0_13_2,2024-09-26T07:13:01.366Z,,blue,,,502,timeout,task,,,42566,42565,42069,42069,42081,42583,,green
1,Trial,flow.Sequence,2_0_13,2024-09-26T07:13:01.367Z,,blue,,,1951,completion,task,,,42567,42565,40598,40600,40614,42583,,green
1,Fixation cross,canvas.Screen,2_0_14_0,2024-09-26T07:13:01.868Z,,red,,,500,timeout,task,,,43068,43066,42565,42567,42583,43083,,orange
1,Stroop screen,canvas.Screen,2_0_14_1,2024-09-26T07:13:03.480Z,,red,TRUE,red,1577,response,task,red,keydown(r),44680,44643,43066,43068,43083,44701,,orange
1,Inter-trial interval,canvas.Screen,2_0_14_2,2024-09-26T07:13:03.985Z,,red,,,500,timeout,task,,,45185,45184,44681,44680,44701,45201,,orange
1,Trial,flow.Sequence,2_0_14,2024-09-26T07:13:03.986Z,,red,,,2601,completion,task,,,45186,45184,42565,42567,42583,45201,,orange
1,Fixation cross,canvas.Screen,2_0_15_0,2024-09-26T07:13:04.486Z,,green,,,504,timeout,task,,,45685,45685,45184,45186,45201,45705,,green
1,Stroop screen,canvas.Screen,2_0_15_1,2024-09-26T07:13:05.518Z,,green,TRUE,green,998,response,task,green,keydown(g),46717,46683,45685,45686,45705,46737,,green
1,Inter-trial interval,canvas.Screen,2_0_15_2,2024-09-26T07:13:06.020Z,,green,,,499,timeout,task,,,47220,47219,46719,46718,46737,47236,,green
1,Trial,flow.Sequence,2_0_15,2024-09-26T07:13:06.021Z,,green,,,2018,completion,task,,,47221,47219,45184,45186,45201,47236,,green
1,Fixation cross,canvas.Screen,2_0_16_0,2024-09-26T07:13:06.521Z,,orange,,,500,timeout,task,,,47721,47720,47219,47221,47236,47736,,orange
1,Stroop screen,canvas.Screen,2_0_16_1,2024-09-26T07:13:07.349Z,,orange,TRUE,orange,793,response,task,orange,keydown(o),48549,48513,47720,47721,47736,48571,,orange
1,Inter-trial interval,canvas.Screen,2_0_16_2,2024-09-26T07:13:07.856Z,,orange,,,502,timeout,task,,,49055,49054,48550,48550,48571,49073,,orange
1,Trial,flow.Sequence,2_0_16,2024-09-26T07:13:07.856Z,,orange,,,1818,completion,task,,,49056,49054,47219,47221,47236,49073,,orange
1,Fixation cross,canvas.Screen,2_0_17_0,2024-09-26T07:13:08.355Z,,blue,,,499,timeout,task,,,49555,49554,49054,49056,49073,49572,,orange
1,Stroop screen,canvas.Screen,2_0_17_1,2024-09-26T07:13:09.393Z,,blue,TRUE,blue,999,response,task,blue,keydown(b),50593,50553,49554,49556,49572,50606,,orange
1,Inter-trial interval,canvas.Screen,2_0_17_2,2024-09-26T07:13:09.890Z,,blue,,,500,timeout,task,,,51090,51089,50593,50593,50606,51106,,orange
1,Trial,flow.Sequence,2_0_17,2024-09-26T07:13:09.891Z,,blue,,,2016,completion,task,,,51091,51089,49054,49056,49073,51106,,orange
1,Fixation cross,canvas.Screen,2_0_18_0,2024-09-26T07:13:10.391Z,,green,,,501,timeout,task,,,51591,51591,51089,51091,51106,51607,,orange
1,Stroop screen,canvas.Screen,2_0_18_1,2024-09-26T07:13:11.553Z,,green,TRUE,green,1121,response,task,green,keydown(g),52753,52712,51591,51592,51607,52774,,orange
1,Inter-trial interval,canvas.Screen,2_0_18_2,2024-09-26T07:13:12.058Z,,green,,,500,timeout,task,,,53258,53257,52754,52754,52774,53274,,orange
1,Trial,flow.Sequence,2_0_18,2024-09-26T07:13:12.058Z,,green,,,2151,completion,task,,,53258,53257,51089,51091,51106,53274,,orange
1,Fixation cross,canvas.Screen,2_0_19_0,2024-09-26T07:13:12.558Z,,blue,,,501,timeout,task,,,53758,53757,53257,53258,53274,53775,,blue
1,Stroop screen,canvas.Screen,2_0_19_1,2024-09-26T07:13:13.345Z,,blue,TRUE,blue,755,response,task,blue,keydown(b),54545,54512,53757,53758,53775,54559,,blue
1,Inter-trial interval,canvas.Screen,2_0_19_2,2024-09-26T07:13:13.844Z,,blue,,,500,timeout,task,,,55043,55042,54545,54545,54559,55059,,blue
1,Trial,flow.Sequence,2_0_19,2024-09-26T07:13:13.844Z,,blue,,,1768,completion,task,,,55044,55042,53257,53258,53274,55059,,blue
1,Fixation cross,canvas.Screen,2_0_20_0,2024-09-26T07:13:14.344Z,,orange,,,501,timeout,task,,,55544,55543,55042,55044,55059,55560,,blue
1,Stroop screen,canvas.Screen,2_0_20_1,2024-09-26T07:13:15.661Z,,orange,TRUE,orange,1279,response,task,orange,keydown(o),56860,56822,55543,55544,55560,56877,,blue
1,Inter-trial interval,canvas.Screen,2_0_20_2,2024-09-26T07:13:16.162Z,,orange,,,501,timeout,task,,,57362,57361,56861,56861,56877,57378,,blue
1,Trial,flow.Sequence,2_0_20,2024-09-26T07:13:16.163Z,,orange,,,2302,completion,task,,,57363,57361,55042,55044,55059,57378,,blue
1,Fixation cross,canvas.Screen,2_0_21_0,2024-09-26T07:13:16.662Z,,green,,,500,timeout,task,,,57862,57861,57361,57363,57378,57878,,green
1,Stroop screen,canvas.Screen,2_0_21_1,2024-09-26T07:13:17.579Z,,green,TRUE,green,881,response,task,green,keydown(g),58778,58742,57861,57863,57878,58796,,green
1,Inter-trial interval,canvas.Screen,2_0_21_2,2024-09-26T07:13:18.080Z,,green,,,500,timeout,task,,,59280,59279,58779,58779,58796,59296,,green
1,Trial,flow.Sequence,2_0_21,2024-09-26T07:13:18.080Z,,green,,,1901,completion,task,,,59280,59279,57361,57363,57378,59296,,green
1,Fixation cross,canvas.Screen,2_0_22_0,2024-09-26T07:13:18.582Z,,green,,,501,timeout,task,,,59781,59780,59279,59280,59296,59797,,blue
1,Stroop screen,canvas.Screen,2_0_22_1,2024-09-26T07:13:19.947Z,,green,TRUE,green,1331,response,task,green,keydown(g),61146,61111,59780,59782,59797,61165,,blue
1,Inter-trial interval,canvas.Screen,2_0_22_2,2024-09-26T07:13:20.449Z,,green,,,500,timeout,task,,,61648,61648,61147,61147,61165,61665,,blue
1,Trial,flow.Sequence,2_0_22,2024-09-26T07:13:20.449Z,,green,,,2352,completion,task,,,61649,61648,59279,59280,59296,61665,,blue
1,Fixation cross,canvas.Screen,2_0_23_0,2024-09-26T07:13:20.949Z,,orange,,,500,timeout,task,,,62149,62148,61648,61649,61665,62165,,red
1,Stroop screen,canvas.Screen,2_0_23_1,2024-09-26T07:13:21.926Z,,orange,TRUE,orange,943,response,task,orange,keydown(o),63126,63091,62148,62149,62165,63133,,red
1,Inter-trial interval,canvas.Screen,2_0_23_2,2024-09-26T07:13:22.417Z,,orange,,,500,timeout,task,,,63617,63616,63127,63126,63133,63633,,red
1,Trial,flow.Sequence,2_0_23,2024-09-26T07:13:22.417Z,,orange,,,1951,completion,task,,,63617,63616,61648,61649,61665,63633,,red
1,Stroop task,flow.Loop,2_0,2024-09-26T07:13:22.417Z,,,,,50058,completion,,,,63617,63616,13541,13530,13558,63633,,
1,Task frame,canvas.Frame,2,2024-09-26T07:13:22.418Z,,,,,50059,,,,,63618,63617,13541,13528,13558,63650,,
1,Thanks,html.Screen,3,2024-09-26T07:13:22.451Z,,,,,16,timeout,,,,63650,63650,63633,63618,63650,63666,,
1,root,flow.Sequence,,2024-09-26T07:13:22.452Z,,,,,63474,completion,,,,63652,63650,159,136,176,63666,,
Charlotte 2,root,flow.Sequence,null,2024-09-26T08:49:20.880Z,"{""labjs_version"":""20.2.4"",​""labjs_build"":{""flavor"":""development"",​""commit"":""f5b4a49f956347addd546a832a",blue,TRUE,blue,86392,completion,task,blue,keydown(b),86495,86493,96,72,101,,{},orange
2,root,flow.Sequence,null,2024-09-26T08:49:20.880Z,,,,,86392,completion,,,,86495,86493,96,72,101,86510,,
2,Thanks,html.Screen,3,2024-09-26T08:49:20.879Z,,,,,17,timeout,,,,86494,86493,86477,86464,86493,86510,,
2,Task frame,canvas.Frame,2,2024-09-26T08:49:20.849Z,,,,,53021,null,,,,86463,86462,33425,33412,33441,86493,,
2,Stroop task,flow.Loop,2_0,2024-09-26T08:49:20.848Z,,,,,53019,completion,,,,86462,86460,33425,33414,33441,86477,,
2,Trial,flow.Sequence,2_0_23,2024-09-26T08:49:20.847Z,,blue,,,1750,completion,task,,,86461,86460,84693,84695,84710,86477,,orange
2,Inter-trial interval,canvas.Screen,2_0_23_2,2024-09-26T08:49:20.846Z,,blue,,,501,timeout,task,,,86461,86460,85967,85966,85976,86477,,orange
2,Stroop screen,canvas.Screen,2_0_23_1,2024-09-26T08:49:20.351Z,,blue,TRUE,blue,863,response,task,blue,keydown(b),85966,86056,85193,85195,85210,85976,,orange
2,Fixation cross,canvas.Screen,2_0_23_0,2024-09-26T08:49:19.580Z,,blue,,,500,timeout,task,,,85194,85193,84693,84695,84710,85210,,orange
2,Trial,flow.Sequence,2_0_22,2024-09-26T08:49:19.080Z,,blue,,,2016,completion,task,,,84695,84693,82660,82661,82677,84710,,green
2,Inter-trial interval,canvas.Screen,2_0_22_2,2024-09-26T08:49:19.080Z,,blue,,,500,timeout,task,,,84694,84693,84192,84192,84210,84710,,green
2,Stroop screen,canvas.Screen,2_0_22_1,2024-09-26T08:49:18.577Z,,blue,TRUE,blue,1121,response,task,blue,keydown(b),84191,84281,83160,83161,83177,84210,,green
2,Fixation cross,canvas.Screen,2_0_22_0,2024-09-26T08:49:17.546Z,,blue,,,500,timeout,task,,,83161,83160,82660,82661,82677,83177,,green
2,Trial,flow.Sequence,2_0_21,2024-09-26T08:49:17.046Z,,orange,,,2067,completion,task,,,82661,82660,80577,80578,80593,82677,,orange
2,Inter-trial interval,canvas.Screen,2_0_21_2,2024-09-26T08:49:17.046Z,,orange,,,501,timeout,task,,,82660,82660,82154,82154,82176,82677,,orange
2,Stroop screen,canvas.Screen,2_0_21_1,2024-09-26T08:49:16.539Z,,orange,TRUE,orange,1166,response,task,orange,keydown(o),82153,82243,81077,81077,81093,82176,,orange
2,Fixation cross,canvas.Screen,2_0_21_0,2024-09-26T08:49:15.463Z,,orange,,,500,timeout,task,,,81077,81077,80577,80578,80593,81093,,orange
2,Trial,flow.Sequence,2_0_20,2024-09-26T08:49:14.964Z,,red,,,1900,completion,task,,,80578,80577,78660,78661,78677,80593,,red
2,Inter-trial interval,canvas.Screen,2_0_20_2,2024-09-26T08:49:14.963Z,,red,,,500,timeout,task,,,80577,80577,80078,80077,80093,80593,,red
2,Stroop screen,canvas.Screen,2_0_20_1,2024-09-26T08:49:14.463Z,,red,TRUE,red,1007,response,task,red,keydown(r),80077,80167,79160,79161,79177,80093,,red
2,Fixation cross,canvas.Screen,2_0_20_0,2024-09-26T08:49:13.546Z,,red,,,500,timeout,task,,,79160,79160,78660,78661,78677,79177,,red
2,Trial,flow.Sequence,2_0_19,2024-09-26T08:49:13.047Z,,orange,,,2134,completion,task,,,78661,78660,76510,76511,76526,78677,,blue
2,Inter-trial interval,canvas.Screen,2_0_19_2,2024-09-26T08:49:13.046Z,,orange,,,500,timeout,task,,,78660,78660,78153,78153,78177,78677,,blue
2,Stroop screen,canvas.Screen,2_0_19_1,2024-09-26T08:49:12.538Z,,orange,TRUE,orange,1232,response,task,orange,keydown(o),78152,78242,77010,77011,77026,78177,,blue
2,Fixation cross,canvas.Screen,2_0_19_0,2024-09-26T08:49:11.396Z,,orange,,,500,timeout,task,,,77010,77010,76510,76511,76526,77026,,blue
2,Trial,flow.Sequence,2_0_18,2024-09-26T08:49:10.896Z,,orange,,,2500,completion,task,,,76510,76510,73993,73994,74010,76526,,green
2,Inter-trial interval,canvas.Screen,2_0_18_2,2024-09-26T08:49:10.896Z,,orange,,,500,timeout,task,,,76510,76510,76001,76001,76026,76526,,green
2,Stroop screen,canvas.Screen,2_0_18_1,2024-09-26T08:49:10.386Z,,orange,TRUE,orange,1597,response,task,orange,keydown(o),76000,76090,74493,74494,74510,76026,,green
2,Fixation cross,canvas.Screen,2_0_18_0,2024-09-26T08:49:08.879Z,,orange,,,500,timeout,task,,,74493,74493,73993,73994,74010,74510,,green
2,Trial,flow.Sequence,2_0_17,2024-09-26T08:49:08.380Z,,blue,,,2283,completion,task,,,73994,73993,71693,71694,71710,74010,,blue
2,Inter-trial interval,canvas.Screen,2_0_17_2,2024-09-26T08:49:08.380Z,,blue,,,500,timeout,task,,,73994,73993,73490,73490,73510,74010,,blue
2,Stroop screen,canvas.Screen,2_0_17_1,2024-09-26T08:49:07.875Z,,blue,TRUE,blue,1386,response,task,blue,keydown(b),73489,73579,72193,72194,72210,73510,,blue
2,Fixation cross,canvas.Screen,2_0_17_0,2024-09-26T08:49:06.580Z,,blue,,,500,timeout,task,,,72194,72193,71693,71694,71710,72210,,blue
2,Trial,flow.Sequence,2_0_16,2024-09-26T08:49:06.080Z,,red,,,2283,completion,task,,,71694,71693,69393,69394,69410,71710,,green
2,Inter-trial interval,canvas.Screen,2_0_16_2,2024-09-26T08:49:06.080Z,,red,,,501,timeout,task,,,71694,71693,71197,71196,71209,71710,,green
2,Stroop screen,canvas.Screen,2_0_16_1,2024-09-26T08:49:05.582Z,,red,TRUE,red,1392,response,task,red,keydown(r),71196,71285,69893,69894,69910,71209,,green
2,Fixation cross,canvas.Screen,2_0_16_0,2024-09-26T08:49:04.280Z,,red,,,500,timeout,task,,,69894,69893,69393,69394,69410,69910,,green
2,Trial,flow.Sequence,2_0_15,2024-09-26T08:49:03.780Z,,green,,,2083,completion,task,,,69394,69393,67293,67294,67310,69410,,orange
2,Inter-trial interval,canvas.Screen,2_0_15_2,2024-09-26T08:49:03.780Z,,green,,,500,timeout,task,,,69394,69393,68894,68894,68910,69410,,orange
2,Stroop screen,canvas.Screen,2_0_15_1,2024-09-26T08:49:03.280Z,,green,TRUE,green,1190,response,task,green,keydown(g),68893,68983,67793,67794,67810,68910,,orange
2,Fixation cross,canvas.Screen,2_0_15_0,2024-09-26T08:49:02.180Z,,green,,,500,timeout,task,,,67794,67793,67293,67294,67310,67810,,orange
2,Trial,flow.Sequence,2_0_14,2024-09-26T08:49:01.680Z,,green,,,2533,completion,task,,,67294,67293,64743,64744,64760,67310,,red
2,Inter-trial interval,canvas.Screen,2_0_14_2,2024-09-26T08:49:01.679Z,,green,,,501,timeout,task,,,67293,67293,66797,66797,66809,67310,,red
2,Stroop screen,canvas.Screen,2_0_14_1,2024-09-26T08:49:01.183Z,,green,TRUE,green,1643,response,task,green,keydown(g),66797,66886,65243,65244,65260,66809,,red
2,Fixation cross,canvas.Screen,2_0_14_0,2024-09-26T08:48:59.630Z,,green,,,500,timeout,task,,,65244,65243,64743,64744,64760,65260,,red
2,Trial,flow.Sequence,2_0_13,2024-09-26T08:48:59.130Z,,orange,,,1950,completion,task,,,64744,64743,62776,62778,62793,64760,,orange
2,Inter-trial interval,canvas.Screen,2_0_13_2,2024-09-26T08:48:59.130Z,,orange,,,501,timeout,task,,,64743,64743,64250,64250,64259,64760,,orange
2,Stroop screen,canvas.Screen,2_0_13_1,2024-09-26T08:48:58.636Z,,orange,TRUE,orange,1062,response,task,orange,keydown(o),64249,64338,63276,63277,63293,64259,,orange
2,Fixation cross,canvas.Screen,2_0_13_0,2024-09-26T08:48:57.663Z,,orange,,,500,timeout,task,,,63277,63276,62776,62778,62793,63293,,orange
