,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
805,4482,target,canvas.Screen,12_1_0_57_4,response,1296.0,325430.0,325429.0,325446.0,326725.0,326686.0,2024-09-12T08:28:31.321Z,326712.0,response_manmade,m,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,n,False
811,4482,target,canvas.Screen,12_1_0_58_4,response,1140.0,327380.0,327379.0,327396.0,328519.0,328479.0,2024-09-12T08:28:33.114Z,328496.0,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
817,4482,target,canvas.Screen,12_1_0_59_4,response,637.0,329163.0,329163.0,329179.0,329800.0,329760.0,2024-09-12T08:28:34.395Z,329779.0,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
41,4481,target,canvas.Screen,12_0_0_0_5,response,592.8999999761581,73263.60000002384,73262.5,73279.0,73871.89999997616,73872.89999997616,2024-09-12T08:23:56.970Z,73878.9,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
48,4481,target,canvas.Screen,12_0_0_1_5,response,1054.6000000000058,74580.20000004768,74578.9,74595.4,75650.0,75651.10000002384,2024-09-12T08:23:58.748Z,75661.7,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
55,4481,target,canvas.Screen,12_0_0_2_5,response,651.7000000476837,76345.39999997616,76344.9,76361.5,77013.20000004768,77013.79999995232,2024-09-12T08:24:00.111Z,77028.0,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
62,4481,target,canvas.Screen,12_0_0_3_5,response,595.5,77728.89999997616,77727.9,77744.5,78340.0,78341.39999997616,2024-09-12T08:24:01.438Z,78344.4,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
69,4481,target,canvas.Screen,12_0_0_4_5,response,596.9000000476808,79045.10000002384,79044.1,79060.8,79657.70000004768,79658.60000002384,2024-09-12T08:24:02.756Z,79660.6,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
76,4481,target,canvas.Screen,12_0_0_5_5,response,1120.2999999761523,80361.60000002384,80360.5,80377.1,81497.39999997616,81497.89999997616,2024-09-12T08:24:04.595Z,81510.1,response_natural,n,stick,STICK,Con_Nat,long,congruent,n,n,True
83,4481,target,canvas.Screen,12_0_0_6_5,response,731.4999999523134,82210.60000002384,82209.9,82226.8,82958.29999995232,82959.0,2024-09-12T08:24:06.056Z,82976.6,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
90,4481,target,canvas.Screen,12_0_0_7_5,response,838.3000000000029,83660.20000004768,83659.5,83676.2,84514.5,84515.79999995232,2024-09-12T08:24:07.613Z,84526.166,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
97,4481,target,canvas.Screen,12_0_0_8_5,response,809.7000000476837,85227.20000004768,85225.8,85242.5,86052.20000004768,86052.89999997616,2024-09-12T08:24:09.150Z,86058.8,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
104,4481,target,canvas.Screen,12_0_0_9_5,response,1508.4000000476808,86760.0,86759.0,86775.3,88283.70000004768,88284.79999995232,2024-09-12T08:24:11.382Z,88291.906,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
111,4481,target,canvas.Screen,12_0_0_10_5,response,737.6000000238419,88992.70000004768,88991.6,89008.0,89745.60000002384,89746.70000004768,2024-09-12T08:24:12.844Z,89757.9,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
118,4481,target,canvas.Screen,12_0_0_11_5,response,717.7000000238477,90458.79999995232,90457.7,90474.4,91192.10000002384,91192.79999995232,2024-09-12T08:24:14.290Z,91207.4,response_natural,n,stone,STONE,Con_Nat,long,congruent,n,n,True
125,4481,target,canvas.Screen,12_0_0_12_5,response,720.3000000476895,91908.89999997616,91907.5,91923.9,92644.20000004768,92645.39999997616,2024-09-12T08:24:15.742Z,92657.1,response_natural,n,hare,HARE,Con_Nat,long,congruent,n,n,True
132,4481,target,canvas.Screen,12_0_0_13_5,response,626.2999999761523,93358.29999995232,93356.9,93373.6,93999.89999997616,94000.60000002384,2024-09-12T08:24:17.098Z,94006.6,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
139,4481,target,canvas.Screen,12_0_0_14_5,response,535.1000000476779,94707.70000004768,94706.6,94723.1,95258.20000004768,95258.70000004768,2024-09-12T08:24:18.356Z,95272.9,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
146,4481,target,canvas.Screen,12_0_0_15_5,response,531.1999999523105,95974.39999997616,95973.0,95989.6,96520.79999995232,96521.89999997616,2024-09-12T08:24:19.619Z,96539.4,response_natural,n,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,False
153,4481,target,canvas.Screen,12_0_0_16_5,response,829.5999999761552,97241.20000004768,97239.1,97255.8,98085.39999997616,98086.5,2024-09-12T08:24:21.184Z,98107.2,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
160,4481,target,canvas.Screen,12_0_0_17_5,response,799.6000000476779,98806.5,98805.3,98822.1,99621.70000004768,99622.70000004768,2024-09-12T08:24:22.720Z,99638.5,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
167,4481,target,canvas.Screen,12_0_0_18_5,response,753.5999999761552,100339.0,100338.2,100354.8,101108.39999997616,101109.39999997616,2024-09-12T08:24:24.207Z,101121.436,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
174,4481,target,canvas.Screen,12_0_0_19_5,response,1205.6000000000058,101822.60000002384,101821.3,101837.9,103043.5,103044.5,2024-09-12T08:24:26.142Z,103054.2,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
181,4481,target,canvas.Screen,12_0_0_20_5,response,657.9999999523134,103754.89999997616,103753.9,103770.8,104428.79999995232,104429.79999995232,2024-09-12T08:24:27.527Z,104437.44,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
188,4481,target,canvas.Screen,12_0_0_21_5,response,743.9000000476808,105138.10000002384,105137.0,105153.8,105897.70000004768,105898.39999997616,2024-09-12T08:24:28.995Z,105903.4,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
195,4481,target,canvas.Screen,12_0_0_22_5,response,713.1000000000058,106603.70000004768,106603.1,106619.9,107333.0,107334.29999995232,2024-09-12T08:24:30.431Z,107354.1,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
202,4481,target,canvas.Screen,12_0_0_23_5,response,715.000000023836,108053.89999997616,108052.8,108069.6,108784.60000002384,108785.60000002384,2024-09-12T08:24:31.883Z,108802.904,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
209,4481,target,canvas.Screen,12_0_0_24_5,response,802.1000000476779,109503.60000002384,109502.4,109519.1,110321.20000004768,110322.0,2024-09-12T08:24:33.419Z,110335.8,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
216,4481,target,canvas.Screen,12_0_0_25_5,response,674.1000000476779,111036.79999995232,111035.6,111052.1,111726.20000004768,111727.20000004768,2024-09-12T08:24:34.824Z,111751.8,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
223,4481,target,canvas.Screen,12_0_0_26_5,response,823.4000000476808,112452.79999995232,112451.6,112468.3,113291.70000004768,113292.29999995232,2024-09-12T08:24:36.389Z,113301.4,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
230,4481,target,canvas.Screen,12_0_0_27_5,response,781.4999999523134,114002.5,114001.4,114017.8,114799.29999995232,114807.79999995232,2024-09-12T08:24:37.905Z,114817.5,response_manmade,m,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,True
237,4481,target,canvas.Screen,12_0_0_28_5,response,835.000000023836,115518.60000002384,115517.4,115534.1,116369.10000002384,116375.29999995232,2024-09-12T08:24:39.472Z,116383.8,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
244,4481,target,canvas.Screen,12_0_0_29_5,response,591.8000000476895,117085.20000004768,117083.9,117100.4,117692.20000004768,117694.20000004768,2024-09-12T08:24:40.791Z,117700.1,response_manmade,m,arrow,ARROW,Con_Synth,long,congruent,m,m,True
251,4481,target,canvas.Screen,12_0_0_30_5,response,731.3999999999942,118401.39999997616,118400.1,118416.6,119148.0,119149.10000002384,2024-09-12T08:24:42.246Z,119183.1,response_manmade,m,crate,CRATE,Con_Synth,long,congruent,m,m,True
258,4481,target,canvas.Screen,12_0_0_31_5,response,612.1000000476779,119884.60000002384,119883.2,119899.6,120511.70000004768,120513.70000004768,2024-09-12T08:24:43.611Z,120516.1,response_manmade,m,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,True
265,4481,target,canvas.Screen,12_0_0_32_5,response,941.8999999761581,121216.5,121215.8,121232.5,122174.39999997616,122175.5,2024-09-12T08:24:45.273Z,122182.1,response_manmade,m,linen,LINEN,Con_Synth,long,congruent,m,m,True
272,4481,target,canvas.Screen,12_0_0_33_5,response,685.199999976161,122882.60000002384,122882.0,122898.7,123583.89999997616,123584.5,2024-09-12T08:24:46.682Z,123598.5,response_natural,n,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,True
279,4481,target,canvas.Screen,12_0_0_34_5,response,631.3999999761581,124298.89999997616,124298.2,124315.0,124946.39999997616,124946.89999997616,2024-09-12T08:24:48.044Z,124948.1,response_natural,n,boar,BOAR,Con_Nat,long,congruent,n,n,True
286,4481,target,canvas.Screen,12_0_0_35_5,response,703.8000000000029,125649.20000004768,125647.9,125664.7,126368.5,126369.29999995232,2024-09-12T08:24:49.466Z,126381.0,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
293,4481,target,canvas.Screen,12_0_0_36_5,response,658.3999999761581,127081.60000002384,127080.9,127097.5,127755.89999997616,127756.5,2024-09-12T08:24:50.853Z,127764.0,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
300,4481,target,canvas.Screen,12_0_0_37_5,response,549.5,128464.5,128463.8,128480.5,129030.0,129031.20000004768,2024-09-12T08:24:52.128Z,129047.0,response_natural,n,clam,CLAM,Con_Nat,long,congruent,n,n,True
307,4481,target,canvas.Screen,12_0_0_38_5,response,552.1999999523105,129748.0,129746.9,129763.6,130315.79999995232,130316.79999995232,2024-09-12T08:24:53.414Z,130330.0,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
314,4481,target,canvas.Screen,12_0_0_39_5,response,568.8000000476895,131030.89999997616,131029.8,131046.4,131615.20000004768,131616.39999997616,2024-09-12T08:24:54.713Z,131629.6,response_manmade,m,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,True
321,4481,target,canvas.Screen,12_0_0_40_5,response,1234.3999999761581,132314.0,132312.8,132329.5,133563.89999997616,133564.39999997616,2024-09-12T08:24:56.661Z,133579.1,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
328,4481,target,canvas.Screen,12_0_0_41_5,response,639.6999999761465,134280.20000004768,134279.0,134295.7,134935.39999997616,134936.70000004768,2024-09-12T08:24:58.033Z,134945.674,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
335,4481,target,canvas.Screen,12_0_0_42_5,response,968.8000000476895,135646.60000002384,135645.3,135661.9,136630.70000004768,136631.70000004768,2024-09-12T08:24:59.729Z,136644.9,response_natural,n,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
342,4481,target,canvas.Screen,12_0_0_43_5,response,1647.8000000476895,137346.20000004768,137345.1,137361.4,139009.20000004768,139010.20000004768,2024-09-12T08:25:02.107Z,139027.6,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
349,4481,target,canvas.Screen,12_0_0_44_5,response,631.1000000238419,139728.70000004768,139727.4,139744.0,140375.10000002384,140376.20000004768,2024-09-12T08:25:03.473Z,140393.9,response_natural,n,plum,PLUM,Con_Nat,long,congruent,n,n,True
356,4481,target,canvas.Screen,12_0_0_45_5,response,908.1000000238419,141094.60000002384,141093.9,141110.5,142018.60000002384,142019.60000002384,2024-09-12T08:25:05.116Z,142026.8,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
363,4481,target,canvas.Screen,12_0_0_46_5,response,614.499999976164,142694.0,142693.2,142709.9,143324.39999997616,143325.10000002384,2024-09-12T08:25:06.422Z,143343.9,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
370,4481,target,canvas.Screen,12_0_0_47_5,response,717.3999999761581,144044.10000002384,144042.9,144059.5,144776.89999997616,144778.0,2024-09-12T08:25:07.875Z,144792.7,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
377,4481,target,canvas.Screen,12_0_0_48_5,response,637.8000000238535,145493.60000002384,145492.6,145509.3,146147.10000002384,146147.70000004768,2024-09-12T08:25:09.244Z,146159.0,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
384,4481,target,canvas.Screen,12_0_0_49_5,response,542.4000000476954,146843.20000004768,146842.2,146858.8,147401.20000004768,147402.20000004768,2024-09-12T08:25:10.499Z,147408.7,response_natural,n,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,False
391,4481,target,canvas.Screen,12_0_0_50_5,response,1355.3999999999942,148109.20000004768,148108.4,148125.1,149480.5,149481.60000002384,2024-09-12T08:25:12.578Z,149491.4,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
398,4481,target,canvas.Screen,12_0_0_51_5,response,540.0999999523046,150175.89999997616,150174.6,150191.2,150731.29999995232,150732.29999995232,2024-09-12T08:25:13.829Z,150741.1,response_natural,n,wasp,WASP,Con_Nat,long,congruent,n,n,True
405,4481,target,canvas.Screen,12_0_0_52_5,response,710.7000000476837,151442.10000002384,151440.9,151457.5,152168.20000004768,152169.70000004768,2024-09-12T08:25:15.267Z,152173.9,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
412,4481,target,canvas.Screen,12_0_0_53_5,response,589.5999999761698,152875.0,152873.8,152890.3,153479.89999997616,153481.10000002384,2024-09-12T08:25:16.578Z,153490.4,response_natural,n,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,True
419,4481,target,canvas.Screen,12_0_0_54_5,response,550.0000000476721,154191.39999997616,154190.1,154206.7,154756.70000004768,154757.70000004768,2024-09-12T08:25:17.854Z,154773.3,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
426,4481,target,canvas.Screen,12_0_0_55_5,response,610.1999999523105,155457.70000004768,155456.7,155473.1,156083.29999995232,156084.5,2024-09-12T08:25:19.181Z,156089.6,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
433,4481,target,canvas.Screen,12_0_0_56_5,response,569.2000000476837,156790.60000002384,156789.4,156806.0,157375.20000004768,157376.20000004768,2024-09-12T08:25:20.473Z,157389.2,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
440,4481,target,canvas.Screen,12_0_0_57_5,response,825.3000000238535,158090.29999995232,158089.2,158105.8,158931.10000002384,158932.0,2024-09-12T08:25:22.029Z,158955.4,response_manmade,m,stair,STAIR,Con_Synth,long,congruent,m,m,True
447,4481,target,canvas.Screen,12_0_0_58_5,response,523.8999999999942,159656.39999997616,159655.2,159672.1,160196.0,160197.20000004768,2024-09-12T08:25:23.294Z,160205.1,response_manmade,m,canoe,CANOE,Con_Synth,long,congruent,m,m,True
454,4481,target,canvas.Screen,12_0_0_59_5,response,632.1999999523105,160906.10000002384,160905.0,160921.6,161553.79999995232,161554.89999997616,2024-09-12T08:25:24.652Z,161571.574,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
463,4481,target,canvas.Screen,12_1_0_0_4,response,609.999999976164,169003.29999995232,169002.6,169019.4,169629.39999997616,169630.60000002384,2024-09-12T08:25:32.728Z,169635.8,response_natural,n,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,n,True
469,4481,target,canvas.Screen,12_1_0_1_4,response,574.3999999761581,170253.89999997616,170252.3,170269.0,170843.39999997616,170845.10000002384,2024-09-12T08:25:33.942Z,170852.1,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
475,4481,target,canvas.Screen,12_1_0_2_4,response,959.7999999523163,171469.79999995232,171468.6,171485.5,172445.29999995232,172446.39999997616,2024-09-12T08:25:35.543Z,172451.7,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
481,4481,target,canvas.Screen,12_1_0_3_4,response,664.7000000238477,173069.60000002384,173068.4,173084.9,173749.60000002384,173750.5,2024-09-12T08:25:36.847Z,173768.0,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
487,4481,target,canvas.Screen,12_1_0_4_4,response,565.1999999523105,174385.89999997616,174384.6,174401.1,174966.29999995232,174967.29999995232,2024-09-12T08:25:38.064Z,174984.6,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
493,4481,target,canvas.Screen,12_1_0_5_4,response,639.3999999761581,175602.39999997616,175600.9,175617.5,176256.89999997616,176258.10000002384,2024-09-12T08:25:39.355Z,176267.4,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
499,4481,target,canvas.Screen,12_1_0_6_4,response,665.9000000238302,176884.60000002384,176883.8,176900.7,177566.60000002384,177567.79999995232,2024-09-12T08:25:40.665Z,177583.6,response_manmade,m,cable,CABLE,Con_Synth,short,congruent,m,m,True
505,4481,target,canvas.Screen,12_1_0_7_4,response,807.7999999999884,178201.10000002384,178200.1,178216.7,179024.5,179025.10000002384,2024-09-12T08:25:42.122Z,179033.2,response_natural,n,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,True
511,4481,target,canvas.Screen,12_1_0_8_4,response,655.5999999761698,179650.60000002384,179649.8,179666.3,180321.89999997616,180322.89999997616,2024-09-12T08:25:43.420Z,180332.9,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
517,4481,target,canvas.Screen,12_1_0_9_4,response,674.6000000238419,180951.10000002384,180949.7,180966.0,181640.60000002384,181641.29999995232,2024-09-12T08:25:44.738Z,181649.2,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
523,4481,target,canvas.Screen,12_1_0_10_4,response,533.1000000000058,182266.60000002384,182265.9,182282.4,182815.5,182816.20000004768,2024-09-12T08:25:45.913Z,182832.2,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
529,4481,target,canvas.Screen,12_1_0_11_4,response,659.4999999523279,183449.89999997616,183448.7,183465.3,184124.79999995232,184125.5,2024-09-12T08:25:47.222Z,184148.5,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
535,4481,target,canvas.Screen,12_1_0_12_4,response,630.3999999999942,184765.79999995232,184764.9,184781.6,185412.0,185413.29999995232,2024-09-12T08:25:48.511Z,185431.4,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
541,4481,target,canvas.Screen,12_1_0_13_4,response,687.6000000476779,186049.29999995232,186048.1,186064.6,186752.20000004768,186753.29999995232,2024-09-12T08:25:49.850Z,186764.4,response_manmade,m,rope,ROPE,Con_Synth,short,congruent,m,m,True
547,4481,target,canvas.Screen,12_1_0_14_4,response,588.4000000476954,187382.29999995232,187381.0,187397.8,187986.20000004768,187989.39999997616,2024-09-12T08:25:51.087Z,187997.3,response_natural,n,deer,DEER,Con_Nat,short,congruent,n,n,True
553,4481,target,canvas.Screen,12_1_0_15_4,response,840.7999999761523,188614.70000004768,188613.8,188630.6,189471.39999997616,189472.39999997616,2024-09-12T08:25:52.570Z,189480.4,response_natural,n,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,True
559,4481,target,canvas.Screen,12_1_0_16_4,response,783.5,190098.0,190097.1,190113.5,190897.0,190897.89999997616,2024-09-12T08:25:53.995Z,190913.4,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
565,4481,target,canvas.Screen,12_1_0_17_4,response,718.8999999523221,191530.89999997616,191529.8,191546.4,192265.29999995232,192266.20000004768,2024-09-12T08:25:55.363Z,192279.704,response_natural,n,cave,CAVE,Con_Nat,short,congruent,n,n,True
571,4481,target,canvas.Screen,12_1_0_18_4,response,710.1999999761465,192897.39999997616,192896.4,192912.7,193622.89999997616,193623.60000002384,2024-09-12T08:25:56.721Z,193629.2,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
577,4481,target,canvas.Screen,12_1_0_19_4,response,608.0,194246.60000002384,194245.8,194262.5,194870.5,194871.20000004768,2024-09-12T08:25:57.968Z,194878.9,response_manmade,m,leaf,COIN,Inc_Nat_Synth,short,incongruent,m,m,True
583,4481,target,canvas.Screen,12_1_0_20_4,response,666.8999999999942,195496.79999995232,195495.4,195512.1,196179.0,196179.89999997616,2024-09-12T08:25:59.277Z,196195.1,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
589,4481,target,canvas.Screen,12_1_0_21_4,response,786.2999999999884,196815.29999995232,196814.5,196811.7,197598.0,197599.39999997616,2024-09-12T08:26:00.697Z,197611.5,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
595,4481,target,canvas.Screen,12_1_0_22_4,response,625.1000000476779,198228.60000002384,198227.9,198244.6,198869.70000004768,198870.29999995232,2024-09-12T08:26:01.967Z,198877.7,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
601,4481,target,canvas.Screen,12_1_0_23_4,response,630.1999999523105,199495.10000002384,199494.2,199511.1,200141.29999995232,200141.89999997616,2024-09-12T08:26:03.239Z,200144.0,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
