url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
{'srid': '5930'},"{'labjs_version': '20.2.4', 'labjs_build': {'flavor': 'production', 'commit': 'f5b4a49f956347addd546a832a3327688c2c0fef'}, 'location': 'https://broca.cc.au.dk/publix/296/296/start?srid=5930', 'userAgent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:142.0) Gecko/20100101 Firefox/142.0', 'platform': 'Win32', 'language': 'en-US', 'locale': 'en-CA', 'timeZone': 'Asia/Seoul', 'timezoneOffset': -540, 'screen_width': 1536, 'screen_height': 864, 'scroll_width': 1536, 'scroll_height': 682, 'window_innerWidth': 1536, 'window_innerHeight': 730, 'devicePixelRatio': 1.25}",Wecome0,canvas.Screen,0,timeout,499.5,10284.0,10283.22,10291.28,10774.12,10775.0,2025-09-11T06:33:09.790Z,10790.78,,,,,,,,,,
,,Wecome1,canvas.Screen,1,timeout,499.71999999999935,10776.0,10774.12,10790.78,11273.86,11275.0,2025-09-11T06:33:10.290Z,11290.5,,,,,,,,,,
,,Wecome2,canvas.Screen,2,timeout,499.39999999999964,11275.0,11273.86,11290.5,11773.36,11774.0,2025-09-11T06:33:10.789Z,11789.9,,,,,,,,,,
,,Wecome3,canvas.Screen,3,timeout,499.5799999999999,11774.0,11773.36,11789.9,12272.96,12274.0,2025-09-11T06:33:11.289Z,12289.48,,,,,,,,,,
,,Instructions1,canvas.Screen,4,response,1470.5200000000004,12275.0,12272.96,12289.48,13760.0,13769.0,2025-09-11T06:33:12.785Z,13771.5,,keypress,,,,,,,,
,,Instructions 1a,canvas.Screen,5,response,847.5,13769.0,13769.36,13771.5,14619.0,14636.0,2025-09-11T06:33:13.651Z,14637.4,,keypress,,,,,,,,
,,Instructions2,canvas.Screen,6,response,872.6000000000004,14636.0,14635.6,14637.4,15510.0,15514.0,2025-09-11T06:33:14.530Z,15520.04,,keypress,,,,,,,,
,,Instructions3,canvas.Screen,7,response,926.9599999999991,15514.0,15513.48,15520.04,16447.0,16460.0,2025-09-11T06:33:15.477Z,16469.1,,keypress,,,,,,,,
,,Instructions4,canvas.Screen,8,response,1055.9000000000015,16460.0,16460.1,16469.1,17525.0,17538.0,2025-09-11T06:33:16.555Z,17551.5,,keypress,,,,,,,,
,,Instructions5,canvas.Screen,9,response,427.5,17539.0,17538.28,17551.5,17979.0,17981.0,2025-09-11T06:33:16.998Z,17984.6,,keypress(Space),,,,,,,,
,,fixation,canvas.Screen,10_0_0,timeout,532.7400000000016,17981.0,17981.62,17984.6,18500.84,18503.0,2025-09-11T06:33:17.520Z,18517.34,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,mask1,canvas.Screen,10_0_1,timeout,49.93999999999869,18503.0,18500.84,18517.34,18550.68,18552.0,2025-09-11T06:33:17.569Z,18567.28,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,prime,canvas.Screen,10_0_2,timeout,49.97999999999956,18552.0,18550.68,18567.28,18600.6,18601.0,2025-09-11T06:33:17.618Z,18617.26,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,mask2,canvas.Screen,10_0_3,timeout,49.9800000000032,18601.0,18600.6,18617.26,18650.6,18651.0,2025-09-11T06:33:17.669Z,18667.24,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,target,canvas.Screen,10_0_4,response,795.7599999999984,18651.0,18650.6,18667.24,19463.0,19469.0,2025-09-11T06:33:18.487Z,19483.24,response_natural,keypress(n),abjdhjs,HORSE,practice,practice,practice,n,n,False
,,Practice Sequence,flow.Sequence,10_0,completion,1478.4000000000015,17981.0,17981.62,17984.6,19463.0,19469.0,2025-09-11T06:33:18.487Z,19483.24,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,fixation,canvas.Screen,10_1_0,timeout,532.8199999999997,19469.0,19469.58,19483.24,19999.48,20000.0,2025-09-11T06:33:19.018Z,20016.06,,,snjghf,SHEEP,practice,practice,practice,n,,
,,mask1,canvas.Screen,10_1_1,timeout,49.919999999998254,20001.0,19999.48,20016.06,20049.4,20050.0,2025-09-11T06:33:19.068Z,20065.98,,,snjghf,SHEEP,practice,practice,practice,n,,
,,prime,canvas.Screen,10_1_2,timeout,49.92000000000189,20050.0,20049.4,20065.98,20099.26,20100.0,2025-09-11T06:33:19.117Z,20115.9,,,snjghf,SHEEP,practice,practice,practice,n,,
,,mask2,canvas.Screen,10_1_3,timeout,49.97999999999956,20100.0,20099.26,20115.9,20149.22,20149.0,2025-09-11T06:33:19.167Z,20165.88,,,snjghf,SHEEP,practice,practice,practice,n,,
,,target,canvas.Screen,10_1_4,response,656.119999999999,20149.0,20149.22,20165.88,20822.0,20825.0,2025-09-11T06:33:19.843Z,20832.02,response_natural,keypress(n),snjghf,SHEEP,practice,practice,practice,n,n,False
,,Practice Sequence,flow.Sequence,10_1,completion,1338.7599999999984,19469.0,19469.58,19483.24,20822.0,20826.0,2025-09-11T06:33:19.844Z,20832.02,,,snjghf,SHEEP,practice,practice,practice,n,,
,,fixation,canvas.Screen,10_2_0,timeout,532.7999999999993,20826.0,20826.14,20832.02,21348.32,21349.0,2025-09-11T06:33:20.367Z,21364.82,,,iweonf,BOAT,practice,practice,practice,m,,
,,mask1,canvas.Screen,10_2_1,timeout,50.0,21349.0,21348.32,21364.82,21398.14,21398.0,2025-09-11T06:33:20.417Z,21414.82,,,iweonf,BOAT,practice,practice,practice,m,,
,,prime,canvas.Screen,10_2_2,timeout,49.92000000000189,21399.0,21398.14,21414.82,21448.08,21448.0,2025-09-11T06:33:20.466Z,21464.74,,,iweonf,BOAT,practice,practice,practice,m,,
,,mask2,canvas.Screen,10_2_3,timeout,49.95999999999913,21449.0,21448.08,21464.74,21498.06,21498.0,2025-09-11T06:33:20.517Z,21514.7,,,iweonf,BOAT,practice,practice,practice,m,,
,,target,canvas.Screen,10_2_4,response,932.2999999999993,21499.0,21498.06,21514.7,22447.0,22455.0,2025-09-11T06:33:21.473Z,22463.86,response_manmade,keypress(m),iweonf,BOAT,practice,practice,practice,m,m,False
,,Practice Sequence,flow.Sequence,10_2,completion,1614.9799999999996,20826.0,20826.14,20832.02,22447.0,22456.0,2025-09-11T06:33:21.473Z,22463.86,,,iweonf,BOAT,practice,practice,practice,m,,
,,fixation,canvas.Screen,10_3_0,timeout,532.9199999999983,22456.0,22455.52,22463.86,22980.34,22981.0,2025-09-11T06:33:22.000Z,22996.78,,,nvoiuh,HOUSE,practice,practice,practice,m,,
,,mask1,canvas.Screen,10_3_1,timeout,49.960000000002765,22981.0,22980.34,22996.78,23030.08,23031.0,2025-09-11T06:33:22.049Z,23046.74,,,nvoiuh,HOUSE,practice,practice,practice,m,,
,,prime,canvas.Screen,10_3_2,timeout,49.919999999998254,23031.0,23030.08,23046.74,23080.0,23080.0,2025-09-11T06:33:22.099Z,23096.66,,,nvoiuh,HOUSE,practice,practice,practice,m,,
,,mask2,canvas.Screen,10_3_3,timeout,50.0,23081.0,23080.0,23096.66,23130.0,23132.0,2025-09-11T06:33:22.149Z,23146.66,,,nvoiuh,HOUSE,practice,practice,practice,m,,
,,target,canvas.Screen,10_3_4,response,847.3400000000001,23132.0,23130.0,23146.66,23994.0,23997.0,2025-09-11T06:33:23.016Z,24012.62,response_manmade,keypress(m),nvoiuh,HOUSE,practice,practice,practice,m,m,False
,,Practice Sequence,flow.Sequence,10_3,completion,1530.1399999999994,22456.0,22455.52,22463.86,23994.0,23997.0,2025-09-11T06:33:23.016Z,24012.62,,,nvoiuh,HOUSE,practice,practice,practice,m,,
,,Practice Loop,flow.Loop,10,completion,6009.4000000000015,17981.0,17981.62,17984.6,23994.0,23998.0,2025-09-11T06:33:23.016Z,24012.62,,,,,,,,,,
,,Practice complete,canvas.Screen,11,response,1309.380000000001,23998.0,23997.54,24012.62,25322.0,25332.0,2025-09-11T06:33:24.352Z,25344.84,,keypress,,,,,,,,
,,fixation,canvas.Screen,12_0_0_0_0,timeout,532.7799999999988,25333.0,25333.02,25344.84,25861.06,25862.0,2025-09-11T06:33:24.881Z,25877.62,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_0_1,timeout,49.960000000002765,25862.0,25861.06,25877.62,25910.92,25912.0,2025-09-11T06:33:24.931Z,25927.58,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_0_2,timeout,49.97999999999956,25913.0,25910.92,25927.58,25960.9,25962.0,2025-09-11T06:33:24.981Z,25977.56,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_0_3,timeout,49.89999999999782,25963.0,25960.9,25977.56,26010.84,26012.0,2025-09-11T06:33:25.031Z,26027.46,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_0_4,response,669.5400000000009,26012.0,26010.84,26027.46,26697.0,26706.0,2025-09-11T06:33:25.726Z,26710.28,response_natural,keypress(n),soil,SOIL,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_0,completion,1352.1599999999999,25333.0,25333.02,25344.84,26697.0,26706.0,2025-09-11T06:33:25.726Z,26710.28,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_1_0,timeout,532.9000000000015,26706.0,26706.62,26710.28,27226.5,27227.0,2025-09-11T06:33:26.247Z,27243.18,,,worm,WORM,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_1_1,timeout,49.900000000001455,27228.0,27226.5,27243.18,27276.42,27277.0,2025-09-11T06:33:26.297Z,27293.08,,,worm,WORM,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_1_2,timeout,49.919999999998254,27277.0,27276.42,27293.08,27326.36,27327.0,2025-09-11T06:33:26.346Z,27343.0,,,worm,WORM,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_1_3,timeout,49.93999999999869,27327.0,27326.36,27343.0,27376.34,27378.0,2025-09-11T06:33:26.397Z,27392.94,,,worm,WORM,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_1_4,response,601.0600000000013,27378.0,27376.34,27392.94,27994.0,27999.0,2025-09-11T06:33:27.019Z,28009.08,response_natural,keypress(n),worm,WORM,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_1,completion,1283.7200000000012,26706.0,26706.62,26710.28,27994.0,28000.0,2025-09-11T06:33:27.020Z,28009.08,,,worm,WORM,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_2_0,timeout,532.8199999999997,28000.0,27999.96,28009.08,28525.34,28526.0,2025-09-11T06:33:27.546Z,28541.9,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_2_1,timeout,49.97999999999956,28526.0,28525.34,28541.9,28575.2,28576.0,2025-09-11T06:33:27.596Z,28591.88,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_2_2,timeout,49.95999999999913,28576.0,28575.2,28591.88,28625.18,28626.0,2025-09-11T06:33:27.646Z,28641.84,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_2_3,timeout,49.93999999999869,28626.0,28625.18,28641.84,28675.14,28676.0,2025-09-11T06:33:27.696Z,28691.78,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_2_4,response,724.2200000000012,28676.0,28675.14,28691.78,29416.0,29432.0,2025-09-11T06:33:28.453Z,29441.1,response_manmade,keypress(m),doll,DOLL,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_2,completion,1406.9199999999983,28000.0,27999.96,28009.08,29416.0,29433.0,2025-09-11T06:33:28.453Z,29441.1,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_3_0,timeout,532.8600000000006,29433.0,29432.68,29441.1,29957.34,29958.0,2025-09-11T06:33:28.978Z,29973.96,,,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_3_1,timeout,49.97999999999956,29958.0,29957.34,29973.96,30007.3,30008.0,2025-09-11T06:33:29.028Z,30023.94,,,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_3_2,timeout,49.94000000000233,30008.0,30007.3,30023.94,30057.24,30058.0,2025-09-11T06:33:29.078Z,30073.88,,,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_3_3,timeout,49.93999999999869,30058.0,30057.24,30073.88,30107.18,30107.0,2025-09-11T06:33:29.128Z,30123.82,,,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_3_4,response,792.1800000000003,30108.0,30107.18,30123.82,30916.0,30926.0,2025-09-11T06:33:29.946Z,30939.8,response_manmade,keypress(m),ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_3,completion,1474.9000000000015,29433.0,29432.68,29441.1,30916.0,30926.0,2025-09-11T06:33:29.946Z,30939.8,,,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_4_0,timeout,532.8600000000006,30926.0,30926.02,30939.8,31456.18,31457.0,2025-09-11T06:33:30.478Z,31472.66,,,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_4_1,timeout,49.97999999999956,31458.0,31456.18,31472.66,31506.0,31507.0,2025-09-11T06:33:30.527Z,31522.64,,,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_4_2,timeout,50.0,31507.0,31506.0,31522.64,31555.96,31556.0,2025-09-11T06:33:30.577Z,31572.64,,,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_4_3,timeout,50.0,31556.0,31555.96,31572.64,31605.96,31607.0,2025-09-11T06:33:30.628Z,31622.64,,,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_4_4,response,1090.3600000000006,31608.0,31605.96,31622.64,32713.0,32715.0,2025-09-11T06:33:31.735Z,32721.58,response_manmade,keypress(m),spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_4,completion,1773.2000000000007,30926.0,30926.02,30939.8,32713.0,32715.0,2025-09-11T06:33:31.736Z,32721.58,,,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_5_0,timeout,532.939999999995,32716.0,32715.36,32721.58,33237.88,33239.0,2025-09-11T06:33:32.259Z,33254.52,,,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_5_1,timeout,49.9800000000032,33239.0,33237.88,33254.52,33287.84,33289.0,2025-09-11T06:33:32.310Z,33304.5,,,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_5_2,timeout,49.94000000000233,33289.0,33287.84,33304.5,33337.78,33339.0,2025-09-11T06:33:32.359Z,33354.44,,,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_5_3,timeout,49.919999999998254,33339.0,33337.78,33354.44,33387.74,33388.0,2025-09-11T06:33:32.409Z,33404.36,,,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_5_4,response,792.6399999999994,33388.0,33387.74,33404.36,34197.0,34200.0,2025-09-11T06:33:33.220Z,34203.64,response_natural,keypress(n),sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_5,completion,1475.4199999999983,32715.0,32715.36,32721.58,34197.0,34200.0,2025-09-11T06:33:33.221Z,34203.64,,,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_6_0,timeout,532.8400000000038,34200.0,34200.12,34203.64,34719.84,34720.0,2025-09-11T06:33:33.741Z,34736.48,,,bike,BIKE,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_6_1,timeout,50.0,34720.0,34719.84,34736.48,34769.8,34770.0,2025-09-11T06:33:33.791Z,34786.48,,,bike,BIKE,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_6_2,timeout,49.919999999998254,34770.0,34769.8,34786.48,34819.78,34820.0,2025-09-11T06:33:33.842Z,34836.4,,,bike,BIKE,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_6_3,timeout,49.93999999999505,34821.0,34819.78,34836.4,34869.72,34870.0,2025-09-11T06:33:33.891Z,34886.34,,,bike,BIKE,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_6_4,response,717.6600000000035,34870.0,34869.72,34886.34,35604.0,35611.0,2025-09-11T06:33:34.632Z,35619.04,response_manmade,keypress(m),bike,BIKE,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_6,completion,1400.3600000000006,34200.0,34200.12,34203.64,35604.0,35611.0,2025-09-11T06:33:34.632Z,35619.04,,,bike,BIKE,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_7_0,timeout,532.8799999999974,35611.0,35610.72,35619.04,36135.26,36136.0,2025-09-11T06:33:35.158Z,36151.92,,,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_7_1,timeout,49.94000000000233,36136.0,36135.26,36151.92,36185.24,36186.0,2025-09-11T06:33:35.208Z,36201.86,,,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_7_2,timeout,49.95999999999913,36187.0,36185.24,36201.86,36235.18,36235.0,2025-09-11T06:33:35.257Z,36251.82,,,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_7_3,timeout,49.95999999999913,36235.0,36235.18,36251.82,36285.12,36286.0,2025-09-11T06:33:35.307Z,36301.78,,,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_7_4,response,677.2200000000012,36286.0,36285.12,36301.78,36979.0,36982.0,2025-09-11T06:33:36.005Z,36984.66,response_natural,keypress(n),harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_7,completion,1359.9599999999991,35611.0,35610.72,35619.04,36979.0,36983.0,2025-09-11T06:33:36.005Z,36984.66,,,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_8_0,timeout,532.7199999999939,36983.0,36983.2,36984.66,37500.86,37501.0,2025-09-11T06:33:36.524Z,37517.38,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_8_1,timeout,50.0,37502.0,37500.86,37517.38,37550.72,37552.0,2025-09-11T06:33:36.573Z,37567.38,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_8_2,timeout,49.95999999999913,37552.0,37550.72,37567.38,37600.72,37601.0,2025-09-11T06:33:36.624Z,37617.34,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_8_3,timeout,49.9600000000064,37602.0,37600.72,37617.34,37650.68,37652.0,2025-09-11T06:33:36.674Z,37667.3,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_8_4,response,576.6999999999971,37652.0,37650.68,37667.3,38244.0,38258.0,2025-09-11T06:33:37.280Z,38266.76,response_natural,keypress(n),daisy,DAISY,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_8,completion,1259.3399999999965,36983.0,36983.2,36984.66,38244.0,38258.0,2025-09-11T06:33:37.280Z,38266.76,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_9_0,timeout,532.8799999999974,38258.0,38257.78,38266.76,38783.06,38784.0,2025-09-11T06:33:37.806Z,38799.64,,,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_9_1,timeout,49.919999999998254,38784.0,38783.06,38799.64,38832.96,38834.0,2025-09-11T06:33:37.856Z,38849.56,,,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_9_2,timeout,49.9800000000032,38834.0,38832.96,38849.56,38882.86,38884.0,2025-09-11T06:33:37.906Z,38899.54,,,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_9_3,timeout,49.919999999998254,38884.0,38882.86,38899.54,38932.84,38933.0,2025-09-11T06:33:37.955Z,38949.46,,,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_9_4,response,779.5400000000009,38934.0,38932.84,38949.46,39729.0,39731.0,2025-09-11T06:33:38.754Z,39748.84,response_manmade,keypress(m),toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_9,completion,1462.239999999998,38258.0,38257.78,38266.76,39729.0,39733.0,2025-09-11T06:33:38.755Z,39748.84,,,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_10_0,timeout,532.8000000000029,39733.0,39732.78,39748.84,40264.98,40266.0,2025-09-11T06:33:39.288Z,40281.64,,,whale,WHALE,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_10_1,timeout,49.95999999999913,40266.0,40264.98,40281.64,40314.96,40315.0,2025-09-11T06:33:39.339Z,40331.6,,,whale,WHALE,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_10_2,timeout,49.919999999998254,40316.0,40314.96,40331.6,40364.92,40366.0,2025-09-11T06:33:39.388Z,40381.52,,,whale,WHALE,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_10_3,timeout,49.9800000000032,40366.0,40364.92,40381.52,40414.86,40416.0,2025-09-11T06:33:39.439Z,40431.5,,,whale,WHALE,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_10_4,response,656.5,40416.0,40414.86,40431.5,41088.0,41096.0,2025-09-11T06:33:40.119Z,41097.6,response_natural,keypress(n),whale,WHALE,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_10,completion,1339.1600000000035,39733.0,39732.78,39748.84,41088.0,41096.0,2025-09-11T06:33:40.119Z,41097.6,,,whale,WHALE,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_11_0,timeout,532.9199999999983,41097.0,41096.38,41097.6,41613.84,41614.0,2025-09-11T06:33:40.637Z,41630.52,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_11_1,timeout,49.900000000001455,41614.0,41613.84,41630.52,41663.74,41664.0,2025-09-11T06:33:40.687Z,41680.42,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_11_2,timeout,49.9800000000032,41664.0,41663.74,41680.42,41713.74,41715.0,2025-09-11T06:33:40.737Z,41730.4,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_11_3,timeout,49.919999999998254,41715.0,41713.74,41730.4,41763.66,41764.0,2025-09-11T06:33:40.787Z,41780.32,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_11_4,response,948.6800000000003,41764.0,41763.66,41780.32,42729.0,42737.0,2025-09-11T06:33:41.760Z,42746.12,response_manmade,keypress(m),sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_11,completion,1631.4000000000015,41097.0,41096.38,41097.6,42729.0,42737.0,2025-09-11T06:33:41.760Z,42746.12,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_12_0,timeout,532.8799999999974,42737.0,42736.88,42746.12,43262.4,43263.0,2025-09-11T06:33:42.287Z,43279.0,,,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_12_1,timeout,49.95999999999913,43264.0,43262.4,43279.0,43312.3,43313.0,2025-09-11T06:33:42.336Z,43328.96,,,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_12_2,timeout,49.9800000000032,43313.0,43312.3,43328.96,43362.3,43363.0,2025-09-11T06:33:42.386Z,43378.94,,,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_12_3,timeout,49.93999999999505,43363.0,43362.3,43378.94,43412.22,43413.0,2025-09-11T06:33:42.436Z,43428.88,,,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_12_4,response,1643.1200000000026,43413.0,43412.22,43428.88,45072.0,45087.0,2025-09-11T06:33:44.111Z,45094.08,response_manmade,keypress(m),water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_12,completion,2325.8799999999974,42737.0,42736.88,42746.12,45072.0,45087.0,2025-09-11T06:33:44.111Z,45094.08,,,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_13_0,timeout,533.0199999999968,45087.0,45087.72,45094.08,45610.42,45611.0,2025-09-11T06:33:44.635Z,45627.1,,,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_13_1,timeout,49.88000000000466,45611.0,45610.42,45627.1,45660.3,45661.0,2025-09-11T06:33:44.685Z,45676.98,,,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_13_2,timeout,50.0,45661.0,45660.3,45676.98,45710.3,45711.0,2025-09-11T06:33:44.735Z,45726.98,,,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_13_3,timeout,49.95999999999913,45711.0,45710.3,45726.98,45760.26,45761.0,2025-09-11T06:33:44.785Z,45776.94,,,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_13_4,response,717.0599999999977,45761.0,45760.26,45776.94,46494.0,46508.0,2025-09-11T06:33:45.533Z,46509.66,response_natural,keypress(n),spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_13,completion,1399.9199999999983,45087.0,45087.72,45094.08,46494.0,46508.0,2025-09-11T06:33:45.533Z,46509.66,,,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_14_0,timeout,532.8799999999974,46508.0,46508.76,46509.66,47025.88,47026.0,2025-09-11T06:33:46.052Z,47042.54,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_14_1,timeout,49.81999999999971,47027.0,47025.88,47042.54,47075.82,47077.0,2025-09-11T06:33:46.101Z,47092.36,,,puppy,PUPPY,Con_Nat,short,congruent,n,,
