url,meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
,,Practice Sequence,flow.Sequence,10_0,completion,1927.1000001907378,35084.800000190735,35082.958,35097.7,37024.800000190735,37027.10000014305,2025-09-11T06:28:25.444Z,37030.3,,,nvoiuh,HOUSE,practice,practice,practice,m,,
,,fixation,canvas.Screen,10_1_0,timeout,533.5,37027.300000190735,37013.982,37030.3,37547.1,37548.200000047684,2025-09-11T06:28:25.965Z,37563.8,,,snjghf,SHEEP,practice,practice,practice,n,,
,,mask1,canvas.Screen,10_1_1,timeout,33.19999999999709,37548.40000009537,37547.1,37563.8,37580.2,37581.300000190735,2025-09-11T06:28:25.999Z,37597.0,,,snjghf,SHEEP,practice,practice,practice,n,,
,,prime,canvas.Screen,10_1_2,timeout,33.099999999998545,37581.60000014305,37580.2,37597.0,37613.8,37615.0,2025-09-11T06:28:26.032Z,37630.1,,,snjghf,SHEEP,practice,practice,practice,n,,
,,mask2,canvas.Screen,10_1_3,timeout,33.400000000001455,37615.200000047684,37613.8,37630.1,37646.9,37647.40000009537,2025-09-11T06:28:26.065Z,37663.5,,,snjghf,SHEEP,practice,practice,practice,n,,
,,target,canvas.Screen,10_1_4,response,1067.6000001430511,37647.60000014305,37646.9,37663.5,38731.10000014305,38732.700000047684,2025-09-11T06:28:27.150Z,38746.4,response_natural,keypress(n),snjghf,SHEEP,practice,practice,practice,n,n,False
,,Practice Sequence,flow.Sequence,10_1,completion,1700.8000001430482,37027.300000190735,37013.982,37030.3,38731.10000014305,38733.0,2025-09-11T06:28:27.150Z,38746.4,,,snjghf,SHEEP,practice,practice,practice,n,,
,,fixation,canvas.Screen,10_2_0,timeout,533.1999999999971,38733.200000047684,38730.124,38746.4,39263.1,39265.90000009537,2025-09-11T06:28:27.683Z,39279.6,,,iweonf,BOAT,practice,practice,practice,m,,
,,mask1,canvas.Screen,10_2_1,timeout,33.400000000001455,39266.200000047684,39263.1,39279.6,39296.1,39296.800000190735,2025-09-11T06:28:27.714Z,39313.0,,,iweonf,BOAT,practice,practice,practice,m,,
,,prime,canvas.Screen,10_2_2,timeout,33.30000000000291,39296.90000009537,39296.1,39313.0,39329.6,39330.200000047684,2025-09-11T06:28:27.747Z,39346.3,,,iweonf,BOAT,practice,practice,practice,m,,
,,mask2,canvas.Screen,10_2_3,timeout,33.299999999995634,39330.300000190735,39329.6,39346.3,39363.0,39363.60000014305,2025-09-11T06:28:27.781Z,39379.6,,,iweonf,BOAT,practice,practice,practice,m,,
,,target,canvas.Screen,10_2_4,response,810.0000001430526,39363.800000190735,39363.0,39379.6,40189.60000014305,40191.200000047684,2025-09-11T06:28:28.608Z,40195.9,response_manmade,keypress(m),iweonf,BOAT,practice,practice,practice,m,m,False
,,Practice Sequence,flow.Sequence,10_2,completion,1443.2000001430497,38733.200000047684,38730.124,38746.4,40189.60000014305,40191.60000014305,2025-09-11T06:28:28.609Z,40195.9,,,iweonf,BOAT,practice,practice,practice,m,,
,,fixation,canvas.Screen,10_3_0,timeout,533.4000000000015,40191.800000190735,40179.568,40195.9,40712.4,40713.5,2025-09-11T06:28:29.131Z,40729.3,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,mask1,canvas.Screen,10_3_1,timeout,33.0,40713.800000190735,40712.4,40729.3,40746.0,40747.10000014305,2025-09-11T06:28:29.164Z,40762.3,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,prime,canvas.Screen,10_3_2,timeout,33.299999999995634,40747.40000009537,40746.0,40762.3,40779.1,40779.700000047684,2025-09-11T06:28:29.197Z,40795.6,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,mask2,canvas.Screen,10_3_3,timeout,33.599999999998545,40779.800000190735,40779.1,40795.6,40812.5,40813.0,2025-09-11T06:28:29.230Z,40829.2,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,target,canvas.Screen,10_3_4,response,624.2000000953703,40813.200000047684,40812.5,40829.2,41453.40000009537,41454.90000009537,2025-09-11T06:28:29.872Z,41462.1,response_natural,keypress(n),abjdhjs,HORSE,practice,practice,practice,n,n,False
,,Practice Sequence,flow.Sequence,10_3,completion,1257.500000095366,40191.700000047684,40179.568,40195.9,41453.40000009537,41455.5,2025-09-11T06:28:29.873Z,41462.1,,,abjdhjs,HORSE,practice,practice,practice,n,,
,,Practice Loop,flow.Loop,10,completion,6355.70000009537,35084.800000190735,35082.958,35097.7,41453.40000009537,41455.800000190735,2025-09-11T06:28:29.873Z,41462.1,,,,,,,,,,
,,Practice complete,canvas.Screen,11,response,1667.0000001430526,41455.90000009537,41445.842,41462.1,43129.10000014305,43130.5,2025-09-11T06:28:31.548Z,43144.9,,keypress,,,,,,,,
,,fixation,canvas.Screen,12_0_0_0_0,timeout,533.2999999999956,43131.0,43128.7,43144.9,43661.7,43662.800000190735,2025-09-11T06:28:32.080Z,43678.2,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_0_1,timeout,33.30000000000291,43663.10000014305,43661.7,43678.2,43694.9,43695.40000009537,2025-09-11T06:28:32.113Z,43711.5,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_0_2,timeout,33.400000000001455,43695.5,43694.9,43711.5,43728.2,43728.700000047684,2025-09-11T06:28:32.146Z,43744.9,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_0_3,timeout,33.299999999995634,43728.800000190735,43728.2,43744.9,43761.3,43761.800000190735,2025-09-11T06:28:32.179Z,43778.2,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_0_4,response,1174.900000143054,43762.0,43761.3,43778.2,44953.10000014305,44954.40000009537,2025-09-11T06:28:33.372Z,44961.0,response_manmade,keypress(m),sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_0,completion,1808.2000001430497,43130.800000190735,43128.7,43144.9,44953.10000014305,44954.800000190735,2025-09-11T06:28:33.372Z,44961.0,,,sash,CLOTH,Inc_Synth_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_1_0,timeout,533.0999999999985,44955.0,44944.82,44961.0,45477.4,45478.700000047684,2025-09-11T06:28:33.896Z,45494.1,,,tank,TANK,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_1_1,timeout,33.5,45478.90000009537,45477.4,45494.1,45510.8,45511.40000009537,2025-09-11T06:28:33.929Z,45527.6,,,tank,TANK,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_1_2,timeout,33.30000000000291,45511.5,45510.8,45527.6,45544.1,45544.90000009537,2025-09-11T06:28:33.962Z,45560.9,,,tank,TANK,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_1_3,timeout,33.099999999998545,45545.0,45544.1,45560.9,45577.6,45578.300000190735,2025-09-11T06:28:33.996Z,45594.0,,,tank,TANK,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_1_4,response,919.2000000476837,45578.300000190735,45577.6,45594.0,46513.200000047684,46514.40000009537,2025-09-11T06:28:34.932Z,46527.0,response_manmade,keypress(m),tank,TANK,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_1,completion,1552.2000000476837,44954.90000009537,44944.82,44961.0,46513.200000047684,46514.800000190735,2025-09-11T06:28:34.932Z,46527.0,,,tank,TANK,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_2_0,timeout,533.3000000000029,46515.0,46510.63,46527.0,47043.6,47044.60000014305,2025-09-11T06:28:35.462Z,47060.3,,,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_2_1,timeout,33.599999999998545,47044.800000190735,47043.6,47060.3,47077.1,47078.200000047684,2025-09-11T06:28:35.495Z,47093.9,,,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_2_2,timeout,33.0,47078.40000009537,47077.1,47093.9,47110.3,47111.40000009537,2025-09-11T06:28:35.529Z,47126.9,,,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_2_3,timeout,33.400000000001455,47111.700000047684,47110.3,47126.9,47143.7,47144.200000047684,2025-09-11T06:28:35.561Z,47160.3,,,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_2_4,response,1320.8000001430482,47144.200000047684,47143.7,47160.3,48481.10000014305,48481.800000190735,2025-09-11T06:28:36.899Z,48493.1,response_natural,keypress(n),rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_2,completion,1954.1000001430511,46514.90000009537,46510.63,46527.0,48481.10000014305,48482.0,2025-09-11T06:28:36.899Z,48493.1,,,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_3_0,timeout,533.3000000000029,48482.0,48476.914,48493.1,49009.7,49010.60000014305,2025-09-11T06:28:37.428Z,49026.4,,,creek,CREEK,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_3_1,timeout,33.19999999999709,49010.90000009537,49009.7,49026.4,49043.1,49044.0,2025-09-11T06:28:37.461Z,49059.6,,,creek,CREEK,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_3_2,timeout,33.400000000001455,49044.300000190735,49043.1,49059.6,49076.4,49076.800000190735,2025-09-11T06:28:37.494Z,49093.0,,,creek,CREEK,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_3_3,timeout,33.30000000000291,49076.90000009537,49076.4,49093.0,49109.6,49110.10000014305,2025-09-11T06:28:37.527Z,49126.3,,,creek,CREEK,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_3_4,response,1258.199999999997,49110.300000190735,49109.6,49126.3,50384.5,50387.60000014305,2025-09-11T06:28:38.805Z,50392.3,response_manmade,keypress(m),creek,CREEK,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_3,completion,1891.4000000000015,48482.0,48476.914,48493.1,50384.5,50388.200000047684,2025-09-11T06:28:38.805Z,50392.3,,,creek,CREEK,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_4_0,timeout,533.2999999999956,50388.5,50376.25,50392.3,50909.0,50910.0,2025-09-11T06:28:39.327Z,50925.6,,,coat,COAT,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_4_1,timeout,33.30000000000291,50910.200000047684,50909.0,50925.6,50942.2,50943.0,2025-09-11T06:28:39.360Z,50958.9,,,coat,COAT,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_4_2,timeout,33.400000000001455,50943.10000014305,50942.2,50958.9,50975.6,50976.0,2025-09-11T06:28:39.393Z,50992.3,,,coat,COAT,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_4_3,timeout,33.39999999999418,50976.200000047684,50975.6,50992.3,51008.9,51009.40000009537,2025-09-11T06:28:39.427Z,51025.7,,,coat,COAT,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_4_4,response,1115.2000000953703,51009.40000009537,51008.9,51025.7,52140.90000009537,52143.800000190735,2025-09-11T06:28:40.561Z,52158.4,response_manmade,keypress(m),coat,COAT,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_4,completion,1748.6000000953645,50388.40000009537,50376.25,50392.3,52140.90000009537,52144.300000190735,2025-09-11T06:28:40.562Z,52158.4,,,coat,COAT,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_5_0,timeout,533.5,52144.700000047684,52142.322,52158.4,52675.0,52676.10000014305,2025-09-11T06:28:41.093Z,52691.9,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_5_1,timeout,33.299999999995634,52676.300000190735,52675.0,52691.9,52708.5,52709.60000014305,2025-09-11T06:28:41.127Z,52725.2,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_5_2,timeout,33.30000000000291,52709.90000009537,52708.5,52725.2,52741.7,52742.700000047684,2025-09-11T06:28:41.160Z,52758.5,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_5_3,timeout,33.099999999998545,52742.800000190735,52741.7,52758.5,52775.2,52776.40000009537,2025-09-11T06:28:41.194Z,52791.6,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_5_4,response,1408.7000001907363,52776.60000014305,52775.2,52791.6,54200.300000190735,54201.700000047684,2025-09-11T06:28:42.619Z,54207.7,response_manmade,keypress(m),lime,GULLY,Inc_Nat_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_5,completion,2041.9000001907334,52144.60000014305,52142.322,52158.4,54200.300000190735,54202.0,2025-09-11T06:28:42.619Z,54207.7,,,lime,GULLY,Inc_Nat_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_6_0,timeout,533.5,54202.300000190735,54191.544,54207.7,54724.5,54725.5,2025-09-11T06:28:43.143Z,54741.2,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_6_1,timeout,33.400000000001455,54725.800000190735,54724.5,54741.2,54757.8,54758.800000190735,2025-09-11T06:28:43.176Z,54774.6,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_6_2,timeout,33.0,54758.90000009537,54757.8,54774.6,54791.2,54792.300000190735,2025-09-11T06:28:43.210Z,54807.6,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_6_3,timeout,33.400000000001455,54792.40000009537,54791.2,54807.6,54824.4,54824.90000009537,2025-09-11T06:28:43.242Z,54841.0,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_6_4,response,1636.2000000476837,54825.0,54824.4,54841.0,56477.200000047684,56477.90000009537,2025-09-11T06:28:44.895Z,56490.3,response_natural,keypress(n),daisy,DAISY,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_6,completion,2269.5000000476866,54202.200000047684,54191.544,54207.7,56477.200000047684,56478.10000014305,2025-09-11T06:28:44.895Z,56490.3,,,daisy,DAISY,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_7_0,timeout,533.1999999999971,56478.200000047684,56474.268,56490.3,57006.9,57007.90000009537,2025-09-11T06:28:45.425Z,57023.5,,,seed,SEED,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_7_1,timeout,33.30000000000291,57008.0,57006.9,57023.5,57040.2,57040.800000190735,2025-09-11T06:28:45.458Z,57056.8,,,seed,SEED,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_7_2,timeout,33.5,57040.90000009537,57040.2,57056.8,57073.5,57074.10000014305,2025-09-11T06:28:45.491Z,57090.3,,,seed,SEED,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_7_3,timeout,33.299999999995634,57074.200000047684,57073.5,57090.3,57106.8,57107.300000190735,2025-09-11T06:28:45.525Z,57123.6,,,seed,SEED,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_7_4,response,801.4000000000015,57107.40000009537,57106.8,57123.6,57925.0,57926.200000047684,2025-09-11T06:28:46.343Z,57940.0,response_natural,keypress(n),seed,SEED,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_7,completion,1434.699999999997,56478.200000047684,56474.268,56490.3,57925.0,57926.60000014305,2025-09-11T06:28:46.344Z,57940.0,,,seed,SEED,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_8_0,timeout,533.0999999999985,57926.700000047684,57923.568,57940.0,58456.6,58457.60000014305,2025-09-11T06:28:46.875Z,58473.1,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_8_1,timeout,33.30000000000291,58458.0,58456.6,58473.1,58489.9,58490.90000009537,2025-09-11T06:28:46.908Z,58506.4,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_8_2,timeout,33.400000000001455,58491.10000014305,58489.9,58506.4,58523.0,58523.5,2025-09-11T06:28:46.941Z,58539.8,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_8_3,timeout,33.299999999995634,58523.60000014305,58523.0,58539.8,58556.5,58557.10000014305,2025-09-11T06:28:46.974Z,58573.1,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_8_4,response,746.5000001430526,58557.10000014305,58556.5,58573.1,59319.60000014305,59320.90000009537,2025-09-11T06:28:47.738Z,59340.9,response_manmade,keypress(m),doll,DOLL,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_8,completion,1379.6000001430511,57926.700000047684,57923.568,57940.0,59319.60000014305,59321.40000009537,2025-09-11T06:28:47.739Z,59340.9,,,doll,DOLL,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_9_0,timeout,531.6999999999971,59321.60000014305,59306.404,59340.9,59856.1,59857.200000047684,2025-09-11T06:28:48.274Z,59872.6,,,frog,FROG,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_9_1,timeout,33.400000000001455,59857.40000009537,59856.1,59872.6,59889.2,59889.700000047684,2025-09-11T06:28:48.307Z,59906.0,,,frog,FROG,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_9_2,timeout,33.400000000001455,59889.800000190735,59889.2,59906.0,59922.7,59923.300000190735,2025-09-11T06:28:48.340Z,59939.4,,,frog,FROG,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_9_3,timeout,33.19999999999709,59923.300000190735,59922.7,59939.4,59956.0,59956.700000047684,2025-09-11T06:28:48.374Z,59972.6,,,frog,FROG,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_9_4,response,597.5000001430526,59956.800000190735,59956.0,59972.6,60570.10000014305,60572.5,2025-09-11T06:28:48.990Z,60589.1,response_natural,keypress(n),frog,FROG,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_9,completion,1229.2000001430497,59321.60000014305,59306.404,59340.9,60570.10000014305,60573.40000009537,2025-09-11T06:28:48.990Z,60589.1,,,frog,FROG,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_10_0,timeout,533.2000000000044,60573.800000190735,60572.576,60589.1,61105.4,61106.40000009537,2025-09-11T06:28:49.523Z,61122.3,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,mask1,canvas.Screen,12_0_0_10_1,timeout,33.299999999995634,61106.5,61105.4,61122.3,61139.1,61139.700000047684,2025-09-11T06:28:49.557Z,61155.6,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,prime,canvas.Screen,12_0_0_10_2,timeout,33.30000000000291,61139.800000190735,61139.1,61155.6,61172.1,61173.60000014305,2025-09-11T06:28:49.591Z,61188.9,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,mask2,canvas.Screen,12_0_0_10_3,timeout,33.299999999995634,61173.800000190735,61172.1,61188.9,61205.4,61205.800000190735,2025-09-11T06:28:49.623Z,61222.2,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,target,canvas.Screen,12_0_0_10_4,response,842.7000000953703,61205.90000009537,61205.4,61222.2,62064.90000009537,62066.40000009537,2025-09-11T06:28:50.483Z,62071.7,response_manmade,keypress(m),crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_10,completion,1475.800000095369,60573.700000047684,60572.576,60589.1,62064.90000009537,62066.700000047684,2025-09-11T06:28:50.484Z,62071.7,,,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,,
,,fixation,canvas.Screen,12_0_0_11_0,timeout,533.3000000000029,62066.90000009537,62055.5,62071.7,62588.5,62589.5,2025-09-11T06:28:51.007Z,62605.0,,,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_11_1,timeout,33.400000000001455,62589.800000190735,62588.5,62605.0,62621.8,62622.300000190735,2025-09-11T06:28:51.039Z,62638.4,,,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_11_2,timeout,33.299999999995634,62622.40000009537,62621.8,62638.4,62654.9,62655.5,2025-09-11T06:28:51.072Z,62671.7,,,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_11_3,timeout,33.400000000001455,62655.5,62654.9,62671.7,62688.4,62688.800000190735,2025-09-11T06:28:51.106Z,62705.1,,,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_11_4,response,728.6000000476852,62688.90000009537,62688.4,62705.1,63433.700000047684,63435.40000009537,2025-09-11T06:28:51.852Z,63438.0,response_natural,keypress(n),berry,OTTER,Inc_Nat_Nat,short,incongruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_11,completion,1362.0000000476866,62066.90000009537,62055.5,62071.7,63433.700000047684,63435.800000190735,2025-09-11T06:28:51.853Z,63438.0,,,berry,OTTER,Inc_Nat_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_12_0,timeout,533.3000000000029,63436.10000014305,63421.738,63438.0,63954.7,63955.90000009537,2025-09-11T06:28:52.373Z,63971.3,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,mask1,canvas.Screen,12_0_0_12_1,timeout,33.299999999995634,63956.300000190735,63954.7,63971.3,63988.1,63989.300000190735,2025-09-11T06:28:52.406Z,64004.6,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,prime,canvas.Screen,12_0_0_12_2,timeout,33.30000000000291,63989.5,63988.1,64004.6,64021.5,64022.5,2025-09-11T06:28:52.440Z,64037.9,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,mask2,canvas.Screen,12_0_0_12_3,timeout,33.299999999995634,64022.700000047684,64021.5,64037.9,64054.6,64055.60000014305,2025-09-11T06:28:52.473Z,64071.2,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,target,canvas.Screen,12_0_0_12_4,timeout,1999.300000000003,64055.800000190735,64054.6,64071.2,66053.8,66055.0,2025-09-11T06:28:54.472Z,66070.5,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,Trial Sequence,flow.Sequence,12_0_0_12,completion,2615.800000000003,63435.90000009537,63421.738,63438.0,66053.8,66055.5,2025-09-11T06:28:54.472Z,66070.5,,,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,,
,,fixation,canvas.Screen,12_0_0_13_0,timeout,533.1999999999971,66055.60000014305,66053.8,66070.5,66587.2,66588.40000009537,2025-09-11T06:28:55.005Z,66603.7,,,goose,GOOSE,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_13_1,timeout,33.19999999999709,66588.60000014305,66587.2,66603.7,66620.4,66621.60000014305,2025-09-11T06:28:55.039Z,66636.9,,,goose,GOOSE,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_13_2,timeout,33.30000000000291,66621.70000004768,66620.4,66636.9,66653.8,66654.30000019073,2025-09-11T06:28:55.071Z,66670.2,,,goose,GOOSE,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_13_3,timeout,33.30000000000291,66654.40000009537,66653.8,66670.2,66686.8,66687.30000019073,2025-09-11T06:28:55.104Z,66703.5,,,goose,GOOSE,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_13_4,response,841.6000001430511,66687.40000009537,66686.8,66703.5,67545.10000014305,67546.60000014305,2025-09-11T06:28:55.964Z,67553.3,response_natural,keypress(n),goose,GOOSE,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_13,completion,1474.6000001430511,66055.60000014305,66053.8,66070.5,67545.10000014305,67547.0,2025-09-11T06:28:55.964Z,67553.3,,,goose,GOOSE,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_14_0,timeout,533.0999999999913,67547.20000004768,67536.8,67553.3,68069.8,68070.90000009537,2025-09-11T06:28:56.488Z,68086.4,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,mask1,canvas.Screen,12_0_0_14_1,timeout,33.5,68071.20000004768,68069.8,68086.4,68103.3,68103.80000019073,2025-09-11T06:28:56.521Z,68119.9,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,prime,canvas.Screen,12_0_0_14_2,timeout,33.10000000000582,68104.0,68103.3,68119.9,68136.6,68137.40000009537,2025-09-11T06:28:56.554Z,68153.0,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,mask2,canvas.Screen,12_0_0_14_3,timeout,33.5,68137.5,68136.6,68153.0,68169.9,68170.40000009537,2025-09-11T06:28:56.587Z,68186.5,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,target,canvas.Screen,12_0_0_14_4,response,631.5,68170.5,68169.9,68186.5,68818.0,68819.30000019073,2025-09-11T06:28:57.236Z,68836.2,response_manmade,keypress(m),cable,CABLE,Con_Synth,short,congruent,m,m,False
,,Trial Sequence,flow.Sequence,12_0_0_14,completion,1264.699999999997,67547.10000014305,67536.8,67553.3,68818.0,68819.80000019073,2025-09-11T06:28:57.237Z,68836.2,,,cable,CABLE,Con_Synth,short,congruent,m,,
,,fixation,canvas.Screen,12_0_0_15_0,timeout,533.1999999999971,68820.0,68819.808,68836.2,69352.9,69354.10000014305,2025-09-11T06:28:57.771Z,69369.4,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,mask1,canvas.Screen,12_0_0_15_1,timeout,33.30000000000291,69354.40000009537,69352.9,69369.4,69386.1,69387.30000019073,2025-09-11T06:28:57.804Z,69402.7,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,prime,canvas.Screen,12_0_0_15_2,timeout,33.40000000000873,69387.40000009537,69386.1,69402.7,69419.4,69420.0,2025-09-11T06:28:57.837Z,69436.1,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,mask2,canvas.Screen,12_0_0_15_3,timeout,33.29999999998836,69420.20000004768,69419.4,69436.1,69452.8,69453.40000009537,2025-09-11T06:28:57.870Z,69469.4,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,target,canvas.Screen,12_0_0_15_4,response,857.1000000000058,69453.40000009537,69452.8,69469.4,70326.5,70328.5,2025-09-11T06:28:58.746Z,70335.5,response_natural,keypress(n),soil,SOIL,Con_Nat,short,congruent,n,n,False
,,Trial Sequence,flow.Sequence,12_0_0_15,completion,1490.300000000003,68819.90000009537,68819.808,68836.2,70326.5,70328.90000009537,2025-09-11T06:28:58.746Z,70335.5,,,soil,SOIL,Con_Nat,short,congruent,n,,
,,fixation,canvas.Screen,12_0_0_16_0,timeout,533.3000000000029,70329.10000014305,70319.366,70335.5,70852.2,70853.30000019073,2025-09-11T06:28:59.270Z,70868.8,,,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,,
