,ID,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
346,2182,target,canvas.Screen,12_0_0_51_4,response,975.0760000953742,152453.90000009537,152452.442,152459.324,153434.40000009537,153435.70000004768,2023-09-14T12:26:39.935Z,153438.341,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
352,2182,target,canvas.Screen,12_0_0_52_4,response,763.5739999999932,154078.40000009537,154077.103,154097.926,154861.5,154863.59999990463,2023-09-14T12:26:41.363Z,154889.439,response_natural,n,torch,CHIMP,Inc_Synth_Nat,short,incongruent,n,n,True
358,2182,target,canvas.Screen,12_0_0_53_4,response,800.8150000476744,155550.5,155549.366,155555.885,156356.70000004768,156357.90000009537,2023-09-14T12:26:42.858Z,156361.362,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
364,2182,target,canvas.Screen,12_0_0_54_4,response,761.6810000476835,157001.5,157000.139,157007.019,157768.70000004768,157769.90000009537,2023-09-14T12:26:44.270Z,157777.719,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
370,2182,target,canvas.Screen,12_0_0_55_4,response,632.8930000953551,158410.59999990463,158409.514,158416.507,159049.40000009537,159051.29999995232,2023-09-14T12:26:45.551Z,159055.232,response_natural,n,frog,FROG,Con_Nat,short,congruent,n,n,True
376,2182,target,canvas.Screen,12_0_0_56_4,response,569.56700000001,159695.5,159694.44,159700.933,160270.5,160272.0,2023-09-14T12:26:46.772Z,160277.191,response_manmade,m,tower,TOWER,Con_Synth,short,congruent,m,m,True
382,2182,target,canvas.Screen,12_0_0_57_4,response,738.8070000476728,160917.40000009537,160915.943,160929.893,161668.70000004768,161670.0,2023-09-14T12:26:48.170Z,161693.577,response_natural,n,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,False
388,2182,target,canvas.Screen,12_0_0_58_4,response,1111.2000000476837,162326.79999995232,162325.766,162332.5,163443.70000004768,163445.20000004768,2023-09-14T12:26:49.945Z,163450.16,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
394,2182,target,canvas.Screen,12_0_0_59_4,response,1153.4150000476802,164097.0,164088.934,164102.785,165256.20000004768,165258.0,2023-09-14T12:26:51.758Z,165262.295,response_natural,n,arena,VINE,Inc_Synth_Nat,short,incongruent,n,n,True
404,2182,target,canvas.Screen,12_1_0_0_5,response,585.560999999987,175289.40000009537,175288.427,175294.939,175880.5,175882.0,2023-09-14T12:27:02.382Z,175885.305,response_natural,n,shark,HILL,Inc_Nat_Nat,long,incongruent,m,m,False
411,2182,target,canvas.Screen,12_1_0_1_5,response,669.2790000953537,176608.20000004768,176607.208,176614.121,177283.40000009537,177320.29999995232,2023-09-14T12:27:03.820Z,177329.656,response_natural,n,wasp,WASP,Con_Nat,long,congruent,n,n,True
418,2182,target,canvas.Screen,12_1_0_2_5,response,660.4560000476777,178052.79999995232,178051.685,178058.244,178718.70000004768,178720.29999995232,2023-09-14T12:27:05.220Z,178724.8,response_manmade,m,shoe,COUCH,Inc_Synth_Synth,long,incongruent,m,m,True
425,2182,target,canvas.Screen,12_1_0_3_5,response,692.0180000953551,179441.09999990463,179440.002,179446.882,180138.90000009537,180140.20000004768,2023-09-14T12:27:06.640Z,180149.346,response_manmade,m,olive,MOTOR,Inc_Nat_Synth,long,incongruent,m,m,True
432,2182,target,canvas.Screen,12_1_0_4_5,response,716.716000095359,180864.59999990463,180863.475,180870.184,181586.90000009537,181588.59999990463,2023-09-14T12:27:08.096Z,181592.25,response_manmade,m,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,True
439,2182,target,canvas.Screen,12_1_0_5_5,response,734.6820000000007,182308.70000004768,182307.468,182314.318,183049.0,183051.09999990463,2023-09-14T12:27:09.558Z,183057.25,response_manmade,m,stick,STICK,Con_Nat,long,congruent,n,n,False
446,2182,target,canvas.Screen,12_1_0_6_5,response,1366.6719999999914,183773.79999995232,183772.713,183779.328,185146.0,185147.29999995232,2023-09-14T12:27:11.655Z,185154.204,response_manmade,m,wheat,BRICK,Inc_Nat_Synth,long,incongruent,m,m,True
453,2182,target,canvas.Screen,12_1_0_7_5,response,769.2189999046386,185884.70000004768,185883.518,185903.881,186673.09999990463,186674.59999990463,2023-09-14T12:27:13.182Z,186681.769,response_manmade,m,ferry,FERRY,Con_Synth,long,congruent,m,m,True
460,2182,target,canvas.Screen,12_1_0_8_5,response,897.0070000953565,187425.70000004768,187424.763,187431.393,188328.40000009537,188330.09999990463,2023-09-14T12:27:14.837Z,188341.118,response_manmade,m,flood,SKIRT,Inc_Nat_Synth,long,incongruent,m,m,True
467,2182,target,canvas.Screen,12_1_0_9_5,response,663.3820000953565,189057.29999995232,189056.234,189063.018,189726.40000009537,189727.79999995232,2023-09-14T12:27:16.235Z,189736.715,response_manmade,m,cloud,MOTEL,Inc_Nat_Synth,long,incongruent,m,m,True
474,2182,target,canvas.Screen,12_1_0_10_5,response,643.8800000476767,190473.59999990463,190472.421,190479.32,191123.20000004768,191124.20000004768,2023-09-14T12:27:17.631Z,191131.959,response_natural,n,moss,MOSS,Con_Nat,long,congruent,n,n,True
481,2182,target,canvas.Screen,12_1_0_11_5,response,616.3550000476826,191869.09999990463,191867.985,191874.845,192491.20000004768,192492.40000009537,2023-09-14T12:27:19.000Z,192499.681,response_natural,n,boar,BOAR,Con_Nat,long,congruent,n,n,True
488,2182,target,canvas.Screen,12_1_0_12_5,response,949.3669999999984,193236.90000009537,193235.84,193242.633,194192.0,194193.20000004768,2023-09-14T12:27:20.700Z,194200.706,response_manmade,m,jeans,JEANS,Con_Synth,long,congruent,m,m,True
495,2182,target,canvas.Screen,12_1_0_13_5,response,621.7379999046389,194917.09999990463,194915.933,194922.862,195544.59999990463,195545.59999990463,2023-09-14T12:27:22.053Z,195547.728,response_natural,n,plum,PLUM,Con_Nat,long,congruent,n,n,True
502,2182,target,canvas.Screen,12_1_0_14_5,response,1037.9439999046444,196284.90000009537,196283.69,196290.656,197328.59999990463,197329.90000009537,2023-09-14T12:27:23.837Z,197332.097,response_manmade,m,stove,STOVE,Con_Synth,long,congruent,m,m,True
509,2182,target,canvas.Screen,12_1_0_15_5,response,717.1639999523177,198048.5,198047.269,198054.136,198771.29999995232,198772.70000004768,2023-09-14T12:27:25.280Z,198776.229,response_natural,n,barn,TUNA,Inc_Synth_Nat,long,incongruent,n,n,True
516,2182,target,canvas.Screen,12_1_0_16_5,response,941.8789999046421,199499.59999990463,199498.658,199505.221,200447.09999990463,200449.0,2023-09-14T12:27:26.956Z,200456.423,response_natural,n,arrow,ARROW,Con_Synth,long,congruent,m,m,False
523,2182,target,canvas.Screen,12_1_0_17_5,response,1060.252999952325,201165.70000004768,201164.707,201171.547,202231.79999995232,202233.29999995232,2023-09-14T12:27:28.741Z,202240.758,response_manmade,m,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,True
530,2182,target,canvas.Screen,12_1_0_18_5,response,1147.6870000000054,202964.29999995232,202962.928,202969.813,204117.5,204118.79999995232,2023-09-14T12:27:30.626Z,204122.353,response_natural,n,moose,PORCH,Inc_Nat_Synth,long,incongruent,m,m,False
537,2182,target,canvas.Screen,12_1_0_19_5,response,1376.630999999994,204852.59999990463,204851.741,204858.369,206235.0,206236.40000009537,2023-09-14T12:27:32.744Z,206239.964,response_manmade,m,swamp,DRILL,Inc_Nat_Synth,long,incongruent,m,m,True
544,2182,target,canvas.Screen,12_1_0_20_5,response,755.4539999523258,206977.0,206975.99,206982.846,207738.29999995232,207739.20000004768,2023-09-14T12:27:34.246Z,207746.584,response_natural,n,fort,GOAT,Inc_Synth_Nat,long,incongruent,n,n,True
551,2182,target,canvas.Screen,12_1_0_21_5,response,1143.9540000953712,208484.09999990463,208483.111,208489.446,209633.40000009537,209634.70000004768,2023-09-14T12:27:36.142Z,209669.795,response_natural,n,soap,PONY,Inc_Synth_Nat,long,incongruent,n,n,True
558,2182,target,canvas.Screen,12_1_0_22_5,response,677.045000095357,210393.29999995232,210392.267,210398.855,211075.90000009537,211077.5,2023-09-14T12:27:37.585Z,211079.423,response_natural,n,storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
565,2182,target,canvas.Screen,12_1_0_23_5,response,921.862000095367,211830.40000009537,211829.331,211836.038,212757.90000009537,212759.20000004768,2023-09-14T12:27:39.266Z,212766.343,response_manmade,m,flute,FLUTE,Con_Synth,long,congruent,m,m,True
572,2182,target,canvas.Screen,12_1_0_24_5,response,910.2400000476919,213482.90000009537,213482.005,213488.46,214398.70000004768,214400.59999990463,2023-09-14T12:27:40.908Z,214418.841,response_manmade,m,eagle,WAGON,Inc_Nat_Synth,long,incongruent,m,m,True
579,2182,target,canvas.Screen,12_1_0_25_5,response,769.5650000953756,215142.09999990463,215141.03,215147.835,215917.40000009537,215918.90000009537,2023-09-14T12:27:42.426Z,215925.471,response_natural,n,crab,CRAB,Con_Nat,long,congruent,n,n,True
586,2182,target,canvas.Screen,12_1_0_26_5,response,789.9210000953753,216648.79999995232,216647.614,216654.479,217444.40000009537,217446.20000004768,2023-09-14T12:27:43.953Z,217452.935,response_manmade,m,scarf,SCARF,Con_Synth,long,congruent,m,m,True
593,2182,target,canvas.Screen,12_1_0_27_5,response,960.4070000953798,218176.59999990463,218175.39,218181.993,219142.40000009537,219144.09999990463,2023-09-14T12:27:45.651Z,219175.054,response_manmade,m,roof,PIANO,Inc_Synth_Synth,long,incongruent,m,m,True
600,2182,target,canvas.Screen,12_1_0_28_5,response,1062.445000047679,219905.20000004768,219904.204,219910.755,220973.20000004768,220974.90000009537,2023-09-14T12:27:47.482Z,220980.189,response_manmade,m,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,True
607,2182,target,canvas.Screen,12_1_0_29_5,response,625.8060000476835,221717.09999990463,221716.131,221722.894,222348.70000004768,222350.59999990463,2023-09-14T12:27:48.858Z,222354.882,response_natural,n,ocean,TREE,Inc_Nat_Nat,long,incongruent,m,m,False
614,2182,target,canvas.Screen,12_1_0_30_5,response,757.9270000476972,223070.79999995232,223069.838,223076.773,223834.70000004768,223836.29999995232,2023-09-14T12:27:50.344Z,223840.511,response_natural,n,shell,DIRT,Inc_Nat_Nat,long,incongruent,m,m,False
621,2182,target,canvas.Screen,12_1_0_31_5,response,754.9789999999921,224570.79999995232,224569.591,224576.521,225331.5,225332.90000009537,2023-09-14T12:27:51.840Z,225340.179,response_natural,n,sheep,BULL,Inc_Nat_Nat,long,incongruent,m,m,False
628,2182,target,canvas.Screen,12_1_0_32_5,response,593.3299999999872,226070.5,226069.254,226076.17,226669.5,226670.59999990463,2023-09-14T12:27:53.178Z,226673.272,response_natural,n,clam,CLAM,Con_Nat,long,congruent,n,n,True
635,2182,target,canvas.Screen,12_1_0_33_5,response,592.3619999046205,227396.59999990463,227395.606,227402.238,227994.59999990463,227996.29999995232,2023-09-14T12:27:54.504Z,228020.208,response_natural,n,hare,HARE,Con_Nat,long,congruent,n,n,True
642,2182,target,canvas.Screen,12_1_0_34_5,response,825.9550000476884,228743.59999990463,228742.259,228749.245,229575.20000004768,229577.20000004768,2023-09-14T12:27:56.084Z,229582.423,response_natural,n,reef,REEF,Con_Nat,long,congruent,n,n,True
649,2182,target,canvas.Screen,12_1_0_35_5,response,637.1779999046412,230305.59999990463,230304.514,230311.422,230948.59999990463,230949.79999995232,2023-09-14T12:27:57.457Z,230957.032,response_natural,n,stone,STONE,Con_Nat,long,congruent,n,n,True
656,2182,target,canvas.Screen,12_1_0_36_5,response,665.3699999999953,231673.29999995232,231672.264,231679.13,232344.5,232345.5,2023-09-14T12:27:58.853Z,232352.621,response_natural,n,swan,SWAN,Con_Nat,long,congruent,n,n,True
663,2182,target,canvas.Screen,12_1_0_37_5,response,702.5539999046305,233090.09999990463,233089.082,233095.546,233798.09999990463,233815.09999990463,2023-09-14T12:28:00.322Z,233817.637,response_natural,n,slug,SLUG,Con_Nat,long,congruent,n,n,True
670,2182,target,canvas.Screen,12_1_0_38_5,response,766.4019999046286,234534.5,234533.319,234539.698,235306.09999990463,235307.29999995232,2023-09-14T12:28:01.814Z,235310.368,response_natural,n,desk,CANDY,Inc_Synth_Synth,long,incongruent,m,m,False
677,2182,target,canvas.Screen,12_1_0_39_5,response,883.4109999523207,236033.5,236032.499,236039.389,236922.79999995232,236924.20000004768,2023-09-14T12:28:03.431Z,236928.097,response_manmade,m,linen,LINEN,Con_Synth,long,congruent,m,m,True
684,2182,target,canvas.Screen,12_1_0_40_5,response,1072.164000047691,237658.0,237657.069,237664.036,238736.20000004768,238737.29999995232,2023-09-14T12:28:05.245Z,238740.238,response_manmade,m,canon,CANON,Con_Synth,long,congruent,m,m,True
691,2182,target,canvas.Screen,12_1_0_41_5,response,1115.3669999523263,239498.40000009537,239497.056,239503.933,240619.29999995232,240620.40000009537,2023-09-14T12:28:07.128Z,240629.81,response_manmade,m,crate,CRATE,Con_Synth,long,congruent,m,m,True
698,2182,target,canvas.Screen,12_1_0_42_5,response,790.8279999046354,241351.79999995232,241350.782,241357.772,242148.59999990463,242150.70000004768,2023-09-14T12:28:08.666Z,242156.159,response_manmade,m,deck,PLATE,Inc_Synth_Synth,long,incongruent,m,m,True
705,2182,target,canvas.Screen,12_1_0_43_5,response,709.0120000476891,242886.59999990463,242885.559,242892.188,243601.20000004768,243602.40000009537,2023-09-14T12:28:10.118Z,243621.141,response_natural,n,bunny,ROSE,Inc_Nat_Nat,long,incongruent,m,m,False
712,2182,target,canvas.Screen,12_1_0_44_5,response,721.6409999523021,244344.20000004768,244343.33,244350.159,245071.79999995232,245073.79999995232,2023-09-14T12:28:11.589Z,245079.2,response_natural,n,pipe,LION,Inc_Synth_Nat,long,incongruent,n,n,True
719,2182,target,canvas.Screen,12_1_0_45_5,response,644.4780000476749,245795.5,245794.357,245801.222,246445.70000004768,246446.59999990463,2023-09-14T12:28:12.962Z,246453.933,response_natural,n,bowl,WOLF,Inc_Synth_Nat,long,incongruent,n,n,True
726,2182,target,canvas.Screen,12_1_0_46_5,response,681.6160000476812,247156.70000004768,247155.562,247162.084,247843.70000004768,247846.5,2023-09-14T12:28:14.362Z,247849.643,response_natural,n,pear,PEAR,Con_Nat,long,congruent,n,n,True
733,2182,target,canvas.Screen,12_1_0_47_5,response,557.5959999999905,248572.59999990463,248571.586,248578.404,249136.0,249137.40000009537,2023-09-14T12:28:15.653Z,249140.858,response_natural,n,lemon,DUCK,Inc_Nat_Nat,long,incongruent,m,m,False
740,2182,target,canvas.Screen,12_1_0_48_5,response,699.1339999999909,249864.20000004768,249863.323,249869.866,250569.0,250570.09999990463,2023-09-14T12:28:17.085Z,250605.846,response_natural,n,mall,BUSH,Inc_Synth_Nat,long,incongruent,n,n,True
747,2182,target,canvas.Screen,12_1_0_49_5,response,785.0790000953712,251322.09999990463,251321.029,251341.821,252126.90000009537,252128.40000009537,2023-09-14T12:28:18.644Z,252133.306,response_manmade,m,broom,BROOM,Con_Synth,long,congruent,m,m,True
754,2182,target,canvas.Screen,12_1_0_50_5,response,597.2959999046288,252856.79999995232,252855.755,252862.304,253459.59999990463,253461.29999995232,2023-09-14T12:28:19.977Z,253466.723,response_natural,n,sink,LAMB,Inc_Synth_Nat,long,incongruent,n,n,True
761,2182,target,canvas.Screen,12_1_0_51_5,response,604.4589999046293,254210.5,254209.272,254216.141,254820.59999990463,254822.09999990463,2023-09-14T12:28:21.337Z,254827.191,response_natural,n,canoe,CANOE,Con_Synth,long,congruent,m,m,False
768,2182,target,canvas.Screen,12_1_0_52_5,response,796.6419999523205,255550.40000009537,255549.308,255563.158,256359.79999995232,256360.79999995232,2023-09-14T12:28:22.876Z,256368.499,response_manmade,m,tongs,TONGS,Con_Synth,long,congruent,m,m,True
775,2182,target,canvas.Screen,12_1_0_53_5,response,686.6350000476814,257092.0,257090.997,257097.565,257784.20000004768,257785.70000004768,2023-09-14T12:28:24.301Z,257812.892,response_natural,n,peas,PEAS,Con_Nat,long,congruent,n,n,True
782,2182,target,canvas.Screen,12_1_0_54_5,response,683.5409999523254,258529.0,258528.002,258534.759,259218.29999995232,259243.20000004768,2023-09-14T12:28:25.759Z,259249.896,response_manmade,m,stair,STAIR,Con_Synth,long,congruent,m,m,True
789,2182,target,canvas.Screen,12_1_0_55_5,response,697.283000047697,259966.09999990463,259965.11,259971.917,260669.20000004768,260670.29999995232,2023-09-14T12:28:27.186Z,260673.222,response_natural,n,earth,EARTH,Con_Nat,long,congruent,n,n,True
796,2182,target,canvas.Screen,12_1_0_56_5,response,733.5670000476821,261403.29999995232,261402.306,261409.133,262142.70000004768,262143.79999995232,2023-09-14T12:28:28.659Z,262152.954,response_manmade,m,flask,FLASK,Con_Synth,long,congruent,m,m,True
803,2182,target,canvas.Screen,12_1_0_57_5,response,940.5789999522967,262861.2999999523,262860.325,262867.221,263807.7999999523,263808.90000009537,2023-09-14T12:28:30.324Z,263811.433,response_manmade,m,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,True
810,2182,target,canvas.Screen,12_1_0_58_5,response,611.6299999046605,264534.7000000477,264533.519,264540.47,265152.09999990463,265153.40000009537,2023-09-14T12:28:31.669Z,265158.682,response_manmade,m,apron,APRON,Con_Synth,long,congruent,m,m,True
817,2182,target,canvas.Screen,12_1_0_59_5,response,576.9880000953563,265874.7999999523,265873.919,265880.412,266457.40000009537,266458.7999999523,2023-09-14T12:28:32.974Z,266463.676,response_manmade,m,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,True
40,2181,target,canvas.Screen,12_0_0_0_4,response,800.4569999999949,84083.29999998212,84081.377,84098.043,84898.5,84902.79999998212,2023-09-14T12:25:31.678Z,84914.677,response_natural,n,sewer,CORAL,Inc_Synth_Nat,short,incongruent,n,n,True
46,2181,target,canvas.Screen,12_0_0_1_4,response,589.7149999880785,85536.0,85531.319,85547.985,86137.69999998808,86142.5,2023-09-14T12:25:32.918Z,86147.961,response_natural,n,creek,CREEK,Con_Nat,short,congruent,n,n,True
52,2181,target,canvas.Screen,12_0_0_2_4,response,561.4309999880788,86769.09999999404,86764.603,86781.269,87342.69999998808,87346.90000000596,2023-09-14T12:25:34.122Z,87347.913,response_natural,n,harp,SNAIL,Inc_Synth_Nat,short,incongruent,n,n,True
58,2181,target,canvas.Screen,12_0_0_3_4,response,635.278999999995,87969.19999998808,87964.555,87981.221,88616.5,88619.59999999404,2023-09-14T12:25:35.395Z,88631.195,response_manmade,m,kiosk,SOFA,Inc_Synth_Synth,short,incongruent,m,m,True
64,2181,target,canvas.Screen,12_0_0_4_4,response,707.2290000059584,89217.79999998212,89214.505,89231.171,89938.40000000596,89941.69999998808,2023-09-14T12:25:36.717Z,89947.809,response_manmade,m,water,MEDAL,Inc_Nat_Synth,short,incongruent,m,m,True
70,2181,target,canvas.Screen,12_0_0_5_4,response,859.0489999999991,90551.90000000596,90547.785,90564.451,91423.5,91426.59999999404,2023-09-14T12:25:38.202Z,91447.749,response_manmade,m,doll,DOLL,Con_Synth,short,congruent,m,m,True
76,2181,target,canvas.Screen,12_0_0_6_4,response,706.6750000059546,92038.90000000596,92038.59999999404,92047.725,92754.40000000596,92757.79999998212,2023-09-14T12:25:39.533Z,92764.363,response_natural,n,cobra,TWIG,Inc_Nat_Nat,short,incongruent,n,n,True
82,2181,target,canvas.Screen,12_0_0_7_4,response,920.7290000059584,93385.59999999404,93381.005,93397.671,94318.40000000596,94322.5,2023-09-14T12:25:41.098Z,94330.967,response_manmade,m,silo,PLAZA,Inc_Synth_Synth,short,incongruent,m,m,True
88,2181,target,canvas.Screen,12_0_0_8_4,response,647.1069999880856,94944.29999998212,94944.09999999404,94948.593,95595.69999998808,95599.29999998212,2023-09-14T12:25:42.374Z,95615.233,response_natural,n,spear,MOTH,Inc_Synth_Nat,short,incongruent,n,n,True
94,2181,target,canvas.Screen,12_0_0_9_4,response,824.9590000000026,96237.29999998212,96231.875,96248.541,97073.5,97077.79999998212,2023-09-14T12:25:43.853Z,97081.841,response_natural,n,grape,LLAMA,Inc_Nat_Nat,short,incongruent,n,n,True
100,2181,target,canvas.Screen,12_0_0_10_4,response,786.6509999821137,97703.29999998212,97698.483,97715.149,98501.79999998212,98505.79999998212,2023-09-14T12:25:45.281Z,98515.117,response_manmade,m,bread,BREAD,Con_Synth,short,congruent,m,m,True
106,2181,target,canvas.Screen,12_0_0_11_4,response,824.1749999940366,99135.09999999404,99131.759,99148.425,99972.59999999404,99976.0,2023-09-14T12:25:46.751Z,99981.725,response_manmade,m,gate,GATE,Con_Synth,short,congruent,m,m,True
112,2181,target,canvas.Screen,12_0_0_12_4,response,722.3329999880807,100593.29999998212,100593.09999999404,100598.367,101320.69999998808,101324.40000000596,2023-09-14T12:25:48.099Z,101331.671,response_manmade,m,belt,BELT,Con_Synth,short,congruent,m,m,True
118,2181,target,canvas.Screen,12_0_0_13_4,response,840.6870000000054,101934.40000000596,101931.647,101948.313,102789.0,102792.79999998212,2023-09-14T12:25:49.568Z,102798.279,response_manmade,m,paint,PAINT,Con_Synth,short,congruent,m,m,True
124,2181,target,canvas.Screen,12_0_0_14_4,response,672.1129999880795,103419.69999998808,103414.921,103431.587,104103.69999998808,104107.19999998808,2023-09-14T12:25:50.882Z,104114.893,response_natural,n,seed,SEED,Con_Nat,short,congruent,n,n,True
130,2181,target,canvas.Screen,12_0_0_15_4,response,549.8020000059623,104737.19999998808,104732.432,104749.098,105298.90000000596,105303.90000000596,2023-09-14T12:25:52.079Z,105315.742,response_natural,n,grass,GRASS,Con_Nat,short,congruent,n,n,True
136,2181,target,canvas.Screen,12_0_0_16_4,response,679.8480000059644,105891.79999998212,105891.59999999404,105899.052,106578.90000000596,106582.90000000596,2023-09-14T12:25:53.358Z,106599.024,response_manmade,m,sword,SWORD,Con_Synth,short,congruent,m,m,True
142,2181,target,canvas.Screen,12_0_0_17_4,response,1428.199999988079,107190.19999998808,107190.0,107199.0,108627.19999998808,108631.19999998808,2023-09-14T12:25:55.406Z,108632.276,response_natural,n,cave,CAVE,Con_Nat,short,congruent,n,n,True
148,2181,target,canvas.Screen,12_0_0_18_4,response,841.6159999880765,109254.0,109248.918,109265.584,110107.19999998808,110111.5,2023-09-14T12:25:56.886Z,110115.55,response_manmade,m,bike,BIKE,Con_Synth,short,congruent,m,m,True
154,2181,target,canvas.Screen,12_0_0_19_4,response,870.5739999940415,110706.29999998212,110706.09999999404,110715.526,111586.09999999404,111590.09999999404,2023-09-14T12:25:58.364Z,111598.824,response_natural,n,corn,CORN,Con_Nat,short,congruent,n,n,True
160,2181,target,canvas.Screen,12_0_0_20_4,response,781.7339999880787,112203.29999998212,112198.8,112215.466,112997.19999998808,113000.40000000596,2023-09-14T12:25:59.775Z,113015.434,response_natural,n,rake,HUSKY,Inc_Synth_Nat,short,incongruent,n,n,True
166,2181,target,canvas.Screen,12_0_0_21_4,response,533.4579999880807,113634.59999999404,113632.076,113648.742,114182.19999998808,114185.40000000596,2023-09-14T12:26:00.960Z,114198.72,response_natural,n,worm,WORM,Con_Nat,short,congruent,n,n,True
172,2181,target,canvas.Screen,12_0_0_22_4,response,634.5669999940437,114786.59999999404,114782.867,114799.533,115434.09999999404,115438.5,2023-09-14T12:26:02.213Z,115449.507,response_manmade,m,cable,CABLE,Con_Synth,short,congruent,m,m,True
178,2181,target,canvas.Screen,12_0_0_23_4,response,800.1509999821137,116053.29999998212,116049.483,116066.149,116866.29999998212,116870.40000000596,2023-09-14T12:26:03.645Z,116882.783,response_manmade,m,toad,GLOVE,Inc_Nat_Synth,short,incongruent,m,m,True
184,2181,target,canvas.Screen,12_0_0_24_4,response,616.8090000059601,117505.0,117499.425,117516.091,118132.90000000596,118137.0,2023-09-14T12:26:04.911Z,118149.399,response_manmade,m,tank,TANK,Con_Synth,short,congruent,m,m,True
190,2181,target,canvas.Screen,12_0_0_25_4,response,892.5589999940421,118760.5,118760.09999999404,118766.041,119658.59999999404,119663.19999998808,2023-09-14T12:26:06.437Z,119666.005,response_manmade,m,camel,BENCH,Inc_Nat_Synth,short,incongruent,m,m,True
196,2181,target,canvas.Screen,12_0_0_26_4,response,804.8849999880767,120243.0,120242.90000000596,120249.315,121054.19999998808,121057.40000000596,2023-09-14T12:26:07.831Z,121065.949,response_manmade,m,spade,SHELF,Inc_Synth_Synth,short,incongruent,m,m,True
202,2181,target,canvas.Screen,12_0_0_27_4,response,571.6430000059627,121683.59999999404,121682.591,121699.257,122270.90000000596,122274.0,2023-09-14T12:26:09.048Z,122282.567,response_natural,n,rail,SQUID,Inc_Synth_Nat,short,incongruent,n,n,True
208,2181,target,canvas.Screen,12_0_0_28_4,response,509.72499999403954,122903.90000000596,122899.209,122915.875,123425.59999999404,123429.0,2023-09-14T12:26:10.203Z,123432.521,response_natural,n,goose,GOOSE,Con_Nat,short,congruent,n,n,True
214,2181,target,canvas.Screen,12_0_0_29_4,response,731.1029999940365,124019.19999998808,124015.831,124032.497,124763.59999999404,124767.5,2023-09-14T12:26:11.541Z,124782.467,response_manmade,m,melon,HOSE,Inc_Nat_Synth,short,incongruent,m,m,True
220,2181,target,canvas.Screen,12_0_0_30_4,response,634.9529999940423,125404.69999998808,125399.981,125416.647,126051.59999999404,126056.0,2023-09-14T12:26:12.830Z,126066.621,response_natural,n,poppy,DINGO,Inc_Nat_Nat,short,incongruent,n,n,True
226,2181,target,canvas.Screen,12_0_0_31_4,response,734.7709999880753,126688.29999998212,126683.263,126699.929,127434.69999998808,127438.5,2023-09-14T12:26:14.212Z,127449.899,response_manmade,m,wharf,RAZOR,Inc_Synth_Synth,short,incongruent,m,m,True
232,2181,target,canvas.Screen,12_0_0_32_4,response,983.1930000059656,128071.29999998212,128066.541,128083.207,129066.40000000596,129070.79999998212,2023-09-14T12:26:15.844Z,129083.167,response_manmade,m,ruler,PANSY,Inc_Synth_Nat,short,incongruent,n,n,False
238,2181,target,canvas.Screen,12_0_0_33_4,response,834.0249999999942,129704.0,129699.809,129716.475,130550.5,130554.59999999404,2023-09-14T12:26:17.328Z,130566.441,response_manmade,m,ladle,CAFÉ,Inc_Synth_Synth,short,incongruent,m,m,True
244,2181,target,canvas.Screen,12_0_0_34_4,response,707.9509999880684,131185.5,131183.083,131199.749,131907.69999998808,131912.29999998212,2023-09-14T12:26:18.686Z,131916.387,response_manmade,m,crow,YACHT,Inc_Nat_Synth,short,incongruent,m,m,True
250,2181,target,canvas.Screen,12_0_0_35_4,response,692.0049999880721,132537.5,132533.029,132549.695,133241.69999998808,133244.69999998808,2023-09-14T12:26:20.018Z,133249.667,response_manmade,m,mail,MAIL,Con_Synth,short,congruent,m,m,True
256,2181,target,canvas.Screen,12_0_0_36_4,response,688.6249999940337,133870.59999999404,133866.309,133882.975,134571.59999999404,134575.40000000596,2023-09-14T12:26:21.349Z,134582.947,response_natural,n,deer,DEER,Con_Nat,short,congruent,n,n,True
262,2181,target,canvas.Screen,12_0_0_37_4,response,728.5349999880709,135205.19999998808,135200.499,135217.165,135945.69999998808,135948.90000000596,2023-09-14T12:26:22.722Z,135950.469,response_natural,n,puppy,PUPPY,Con_Nat,short,congruent,n,n,True
268,2181,target,canvas.Screen,12_0_0_38_4,response,503.8229999940377,136571.0,136567.111,136583.777,137087.59999999404,137091.5,2023-09-14T12:26:23.865Z,137100.423,response_natural,n,tiger,TIGER,Con_Nat,short,congruent,n,n,True
274,2181,target,canvas.Screen,12_0_0_39_4,response,975.8689999940398,137720.29999998212,137717.065,137733.731,138709.59999999404,138713.0,2023-09-14T12:26:25.486Z,138717.025,response_natural,n,fern,PETAL,Inc_Nat_Nat,short,incongruent,n,n,True
