url,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,response,response_action,prime,target,condition,soa_condition,congruence,correct_response,correctResponse,correct
4482,fixation,canvas.Screen,10_2_0,timeout,533.0,64754.00000000001,64755.0,64769.0,65286.0,65287.00000000001,2024-09-12T08:24:09.933Z,65302.0,,,abjdhjs,HORSE,practice,practice,practice,n,,
4482,mask1,canvas.Screen,10_2_1,timeout,34.0,65287.00000000001,65286.0,65302.0,65320.0,65321.0,2024-09-12T08:24:09.966Z,65336.0,,,abjdhjs,HORSE,practice,practice,practice,n,,
4482,prime,canvas.Screen,10_2_2,timeout,33.0,65321.0,65320.0,65336.0,65353.0,65352.99999999999,2024-09-12T08:24:09.999Z,65369.0,,,abjdhjs,HORSE,practice,practice,practice,n,,
4482,mask2,canvas.Screen,10_2_3,timeout,34.0,65354.0,65353.0,65369.0,65386.0,65387.0,2024-09-12T08:24:10.032Z,65403.0,,,abjdhjs,HORSE,practice,practice,practice,n,,
4482,target,canvas.Screen,10_2_4,response,1289.0,65387.0,65386.0,65403.0,66675.0,66647.0,2024-09-12T08:24:11.292Z,66670.0,response_natural,keypress(n),abjdhjs,HORSE,practice,practice,practice,n,n,False
4482,Practice Sequence,flow.Sequence,10_2,completion,1906.0,64754.00000000001,64755.0,64769.0,66675.0,66647.0,2024-09-12T08:24:11.293Z,66670.0,,,abjdhjs,HORSE,practice,practice,practice,n,,
4482,fixation,canvas.Screen,10_3_0,timeout,533.0,66648.0,66649.0,66670.0,67186.0,67187.0,2024-09-12T08:24:11.832Z,67203.0,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4482,mask1,canvas.Screen,10_3_1,timeout,33.0,67187.0,67186.0,67203.0,67220.0,67220.0,2024-09-12T08:24:11.866Z,67236.0,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4482,prime,canvas.Screen,10_3_2,timeout,33.0,67220.0,67220.0,67236.0,67253.0,67254.0,2024-09-12T08:24:11.899Z,67269.0,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4482,mask2,canvas.Screen,10_3_3,timeout,34.0,67254.0,67253.0,67269.0,67286.0,67287.0,2024-09-12T08:24:11.932Z,67303.0,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4482,target,canvas.Screen,10_3_4,response,1070.0,67287.0,67286.0,67303.0,68356.0,68327.0,2024-09-12T08:24:12.973Z,68353.0,response_manmade,keypress(m),nvoiuh,HOUSE,practice,practice,practice,m,m,False
4482,Practice Sequence,flow.Sequence,10_3,completion,1686.0,66647.0,66649.0,66670.0,68356.0,68328.0,2024-09-12T08:24:12.973Z,68353.0,,,nvoiuh,HOUSE,practice,practice,practice,m,,
4482,Practice Loop,flow.Loop,10,completion,9037.0,59296.0,59299.0,59319.0,68356.0,68328.0,2024-09-12T08:24:12.974Z,68353.0,,,,,,,,,,
4482,Practice complete,canvas.Screen,11,response,25001.0,68329.00000000001,68330.0,68353.0,93331.0,93302.0,2024-09-12T08:24:37.946Z,93319.0,,keypress,,,,,,,,
4482,fixation,canvas.Screen,12_0_0_0_0,timeout,535.0,93302.0,93304.0,93319.0,93837.0,93838.00000000001,2024-09-12T08:24:38.483Z,93854.0,,,storm,LAND,Inc_Nat_Nat,long,incongruent,m,,
4482,mask1,canvas.Screen,12_0_0_0_1,timeout,33.0,93838.00000000001,93837.0,93854.0,93871.0,93871.0,2024-09-12T08:24:38.516Z,93887.0,,,storm,LAND,Inc_Nat_Nat,long,incongruent,m,,
4482,prime,canvas.Screen,12_0_0_0_2,timeout,33.0,93871.0,93871.0,93887.0,93904.0,93905.0,2024-09-12T08:24:38.549Z,93920.0,,,storm,LAND,Inc_Nat_Nat,long,incongruent,m,,
4482,mask2,canvas.Screen,12_0_0_0_3,timeout,34.0,93905.0,93904.0,93920.0,93937.0,93938.0,2024-09-12T08:24:38.582Z,93954.0,,,storm,LAND,Inc_Nat_Nat,long,incongruent,m,,
4482,DELAY,canvas.Screen,12_0_0_0_4,timeout,83.0,93938.0,93937.0,93954.0,94021.0,94021.0,2024-09-12T08:24:38.666Z,94037.0,,,storm,LAND,Inc_Nat_Nat,long,incongruent,m,,
4482,target,canvas.Screen,12_0_0_0_5,response,1097.0,94022.0,94021.0,94037.0,95118.0,95087.0,2024-09-12T08:24:39.732Z,95104.0,response_manmade,keypress(m),storm,LAND,Inc_Nat_Nat,long,incongruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_0,completion,1799.0,93302.0,93304.0,93319.0,95118.0,95088.00000000001,2024-09-12T08:24:39.732Z,95104.0,,,storm,LAND,Inc_Nat_Nat,long,incongruent,m,,
4482,fixation,canvas.Screen,12_0_0_1_0,timeout,533.0,95088.00000000001,95090.0,95104.0,95621.0,95622.0,2024-09-12T08:24:40.266Z,95637.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4482,mask1,canvas.Screen,12_0_0_1_1,timeout,34.0,95622.0,95621.0,95637.0,95654.0,95654.0,2024-09-12T08:24:40.299Z,95671.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4482,prime,canvas.Screen,12_0_0_1_2,timeout,33.0,95655.0,95654.0,95671.0,95687.0,95688.0,2024-09-12T08:24:40.332Z,95704.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4482,mask2,canvas.Screen,12_0_0_1_3,timeout,33.0,95688.0,95687.0,95704.0,95720.0,95720.0,2024-09-12T08:24:40.365Z,95737.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4482,DELAY,canvas.Screen,12_0_0_1_4,timeout,84.0,95721.0,95720.0,95737.0,95804.0,95805.0,2024-09-12T08:24:40.449Z,95821.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4482,target,canvas.Screen,12_0_0_1_5,response,905.0,95805.0,95804.0,95821.0,96709.0,96678.0,2024-09-12T08:24:41.323Z,96704.0,response_manmade,keypress(m),jeans,JEANS,Con_Synth,long,congruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_1,completion,1605.0,95088.00000000001,95090.0,95104.0,96709.0,96679.0,2024-09-12T08:24:41.323Z,96704.0,,,jeans,JEANS,Con_Synth,long,congruent,m,,
4482,fixation,canvas.Screen,12_0_0_2_0,timeout,533.0,96679.0,96681.0,96704.0,97221.0,97222.00000000001,2024-09-12T08:24:41.866Z,97237.0,,,stone,STONE,Con_Nat,long,congruent,n,,
4482,mask1,canvas.Screen,12_0_0_2_1,timeout,33.0,97222.00000000001,97221.0,97237.0,97254.0,97255.0,2024-09-12T08:24:41.899Z,97270.0,,,stone,STONE,Con_Nat,long,congruent,n,,
4482,prime,canvas.Screen,12_0_0_2_2,timeout,34.0,97255.0,97254.0,97270.0,97288.0,97288.0,2024-09-12T08:24:41.932Z,97304.0,,,stone,STONE,Con_Nat,long,congruent,n,,
4482,mask2,canvas.Screen,12_0_0_2_3,timeout,33.0,97288.0,97288.0,97304.0,97321.0,97321.0,2024-09-12T08:24:41.965Z,97337.0,,,stone,STONE,Con_Nat,long,congruent,n,,
4482,DELAY,canvas.Screen,12_0_0_2_4,timeout,90.0,97321.0,97321.0,97337.0,97404.0,97405.0,2024-09-12T08:24:42.049Z,97427.0,,,stone,STONE,Con_Nat,long,congruent,n,,
4482,target,canvas.Screen,12_0_0_2_5,response,954.0,97405.0,97404.0,97427.0,98358.0,98328.0,2024-09-12T08:24:42.972Z,98354.0,response_natural,keypress(n),stone,STONE,Con_Nat,long,congruent,n,n,False
4482,Trial Sequence,flow.Sequence,12_0_0_2,completion,1654.0,96679.0,96681.0,96704.0,98358.0,98329.00000000001,2024-09-12T08:24:42.973Z,98354.0,,,stone,STONE,Con_Nat,long,congruent,n,,
4482,fixation,canvas.Screen,12_0_0_3_0,timeout,534.0,98329.00000000001,98331.0,98354.0,98871.0,98872.0,2024-09-12T08:24:43.516Z,98888.0,,,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,,
4482,mask1,canvas.Screen,12_0_0_3_1,timeout,33.0,98872.0,98871.0,98888.0,98904.0,98905.0,2024-09-12T08:24:43.549Z,98921.0,,,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,,
4482,prime,canvas.Screen,12_0_0_3_2,timeout,33.0,98905.0,98904.0,98921.0,98937.0,98937.0,2024-09-12T08:24:43.581Z,98954.0,,,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,,
4482,mask2,canvas.Screen,12_0_0_3_3,timeout,34.0,98937.0,98937.0,98954.0,98970.0,98970.0,2024-09-12T08:24:43.615Z,98988.0,,,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,,
4482,DELAY,canvas.Screen,12_0_0_3_4,timeout,83.0,98971.0,98970.0,98988.0,99054.0,99055.0,2024-09-12T08:24:43.699Z,99071.0,,,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,,
4482,target,canvas.Screen,12_0_0_3_5,response,1051.0,99055.0,99054.0,99071.0,100105.0,100075.0,2024-09-12T08:24:44.719Z,100087.0,response_manmade,keypress(m),taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_3,completion,1751.0,98329.00000000001,98331.0,98354.0,100105.0,100075.0,2024-09-12T08:24:44.719Z,100087.0,,,taxi,CHAIN,Inc_Synth_Synth,long,incongruent,m,,
4482,fixation,canvas.Screen,12_0_0_4_0,timeout,534.0,100075.0,100077.0,100087.0,100604.0,100605.0,2024-09-12T08:24:45.249Z,100621.0,,,crab,CRAB,Con_Nat,long,congruent,n,,
4482,mask1,canvas.Screen,12_0_0_4_1,timeout,33.0,100605.0,100604.0,100621.0,100638.0,100638.0,2024-09-12T08:24:45.282Z,100654.0,,,crab,CRAB,Con_Nat,long,congruent,n,,
4482,prime,canvas.Screen,12_0_0_4_2,timeout,34.0,100639.0,100638.0,100654.0,100671.0,100672.0,2024-09-12T08:24:45.316Z,100688.0,,,crab,CRAB,Con_Nat,long,congruent,n,,
4482,mask2,canvas.Screen,12_0_0_4_3,timeout,33.0,100672.0,100671.0,100688.0,100704.0,100705.0,2024-09-12T08:24:45.349Z,100721.0,,,crab,CRAB,Con_Nat,long,congruent,n,,
4482,DELAY,canvas.Screen,12_0_0_4_4,timeout,83.0,100705.0,100704.0,100721.0,100788.0,100788.0,2024-09-12T08:24:45.432Z,100804.0,,,crab,CRAB,Con_Nat,long,congruent,n,,
4482,target,canvas.Screen,12_0_0_4_5,response,679.0,100789.0,100788.0,100804.0,101467.0,101438.0,2024-09-12T08:24:46.082Z,101454.0,response_natural,keypress(n),crab,CRAB,Con_Nat,long,congruent,n,n,False
4482,Trial Sequence,flow.Sequence,12_0_0_4,completion,1380.0,100075.0,100077.0,100087.0,101467.0,101438.0,2024-09-12T08:24:46.082Z,101454.0,,,crab,CRAB,Con_Nat,long,congruent,n,,
4482,fixation,canvas.Screen,12_0_0_5_0,timeout,533.0,101438.0,101440.0,101454.0,101971.0,101972.00000000001,2024-09-12T08:24:46.616Z,101987.0,,,stick,STICK,Con_Nat,long,congruent,n,,
4482,mask1,canvas.Screen,12_0_0_5_1,timeout,34.0,101972.00000000001,101971.0,101987.0,102004.0,102005.0,2024-09-12T08:24:46.649Z,102021.0,,,stick,STICK,Con_Nat,long,congruent,n,,
4482,prime,canvas.Screen,12_0_0_5_2,timeout,33.0,102005.0,102004.0,102021.0,102038.0,102038.0,2024-09-12T08:24:46.682Z,102054.0,,,stick,STICK,Con_Nat,long,congruent,n,,
4482,mask2,canvas.Screen,12_0_0_5_3,timeout,34.0,102038.0,102038.0,102054.0,102071.0,102071.0,2024-09-12T08:24:46.716Z,102088.0,,,stick,STICK,Con_Nat,long,congruent,n,,
4482,DELAY,canvas.Screen,12_0_0_5_4,timeout,83.0,102072.0,102071.0,102088.0,102154.0,102155.0,2024-09-12T08:24:46.799Z,102171.0,,,stick,STICK,Con_Nat,long,congruent,n,,
4482,target,canvas.Screen,12_0_0_5_5,response,993.0,102155.0,102154.0,102171.0,103147.0,103118.00000000001,2024-09-12T08:24:47.762Z,103138.0,response_natural,keypress(n),stick,STICK,Con_Nat,long,congruent,n,n,False
4482,Trial Sequence,flow.Sequence,12_0_0_5,completion,1693.0,101438.0,101440.0,101454.0,103147.0,103118.00000000001,2024-09-12T08:24:47.762Z,103138.0,,,stick,STICK,Con_Nat,long,congruent,n,,
4482,fixation,canvas.Screen,12_0_0_6_0,timeout,533.0,103119.0,103120.0,103138.0,103654.0,103655.0,2024-09-12T08:24:48.299Z,103671.0,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4482,mask1,canvas.Screen,12_0_0_6_1,timeout,33.0,103655.0,103654.0,103671.0,103688.0,103688.0,2024-09-12T08:24:48.332Z,103704.0,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4482,prime,canvas.Screen,12_0_0_6_2,timeout,34.0,103688.0,103688.0,103704.0,103721.0,103722.00000000001,2024-09-12T08:24:48.366Z,103738.0,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4482,mask2,canvas.Screen,12_0_0_6_3,timeout,33.0,103722.00000000001,103721.0,103738.0,103754.0,103755.0,2024-09-12T08:24:48.399Z,103771.0,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4482,DELAY,canvas.Screen,12_0_0_6_4,timeout,83.0,103755.0,103754.0,103771.0,103838.0,103839.0,2024-09-12T08:24:48.483Z,103854.0,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4482,target,canvas.Screen,12_0_0_6_5,response,1010.0,103839.0,103838.0,103854.0,104848.0,104817.0,2024-09-12T08:24:49.461Z,104838.0,response_manmade,keypress(m),bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_6,completion,1710.0,103119.0,103120.0,103138.0,104848.0,104817.0,2024-09-12T08:24:49.461Z,104838.0,,,bell,WHEEL,Inc_Synth_Synth,long,incongruent,m,,
4482,fixation,canvas.Screen,12_0_0_7_0,timeout,533.0,104817.0,104819.0,104838.0,105354.0,105354.0,2024-09-12T08:24:49.998Z,105371.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
4482,mask1,canvas.Screen,12_0_0_7_1,timeout,33.0,105355.0,105354.0,105371.0,105388.0,105388.0,2024-09-12T08:24:50.032Z,105404.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
4482,prime,canvas.Screen,12_0_0_7_2,timeout,34.0,105389.0,105388.0,105404.0,105421.0,105422.0,2024-09-12T08:24:50.066Z,105438.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
4482,mask2,canvas.Screen,12_0_0_7_3,timeout,33.0,105422.0,105421.0,105438.0,105455.0,105455.0,2024-09-12T08:24:50.099Z,105471.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
4482,DELAY,canvas.Screen,12_0_0_7_4,timeout,83.0,105455.0,105455.0,105471.0,105538.0,105538.0,2024-09-12T08:24:50.182Z,105554.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
4482,target,canvas.Screen,12_0_0_7_5,response,908.0,105538.0,105538.0,105554.0,106446.0,106415.0,2024-09-12T08:24:51.059Z,106437.0,response_manmade,keypress(m),cake,TRASH,Inc_Synth_Synth,long,incongruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_7,completion,1608.0,104817.0,104819.0,104838.0,106446.0,106416.0,2024-09-12T08:24:51.060Z,106437.0,,,cake,TRASH,Inc_Synth_Synth,long,incongruent,m,,
4482,fixation,canvas.Screen,12_0_0_8_0,timeout,534.0,106416.0,106418.0,106437.0,106954.0,106955.0,2024-09-12T08:24:51.599Z,106971.0,,,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,,
4482,mask1,canvas.Screen,12_0_0_8_1,timeout,34.0,106955.0,106954.0,106971.0,106988.0,106988.0,2024-09-12T08:24:51.632Z,107005.0,,,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,,
4482,prime,canvas.Screen,12_0_0_8_2,timeout,33.0,106989.0,106988.0,107005.0,107021.0,107022.0,2024-09-12T08:24:51.666Z,107038.0,,,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,,
4482,mask2,canvas.Screen,12_0_0_8_3,timeout,33.0,107022.0,107021.0,107038.0,107055.0,107055.0,2024-09-12T08:24:51.699Z,107071.0,,,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,,
4482,DELAY,canvas.Screen,12_0_0_8_4,timeout,83.0,107056.0,107055.0,107071.0,107138.0,107139.0,2024-09-12T08:24:51.783Z,107154.0,,,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,,
4482,target,canvas.Screen,12_0_0_8_5,response,698.0,107139.0,107138.0,107154.0,107836.0,107806.0,2024-09-12T08:24:52.450Z,107821.0,response_natural,keypress(n),fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_8,completion,1399.0,106416.0,106418.0,106437.0,107836.0,107806.0,2024-09-12T08:24:52.450Z,107821.0,,,fruit,BEAR,Inc_Nat_Nat,long,incongruent,m,,
4482,fixation,canvas.Screen,12_0_0_9_0,timeout,533.0,107806.0,107808.0,107821.0,108338.0,108338.00000000001,2024-09-12T08:24:52.982Z,108354.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4482,mask1,canvas.Screen,12_0_0_9_1,timeout,34.0,108339.0,108338.0,108354.0,108371.0,108372.0,2024-09-12T08:24:53.016Z,108388.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4482,prime,canvas.Screen,12_0_0_9_2,timeout,33.0,108372.0,108371.0,108388.0,108405.0,108405.0,2024-09-12T08:24:53.049Z,108421.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4482,mask2,canvas.Screen,12_0_0_9_3,timeout,33.0,108405.0,108405.0,108421.0,108438.0,108438.0,2024-09-12T08:24:53.082Z,108454.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4482,DELAY,canvas.Screen,12_0_0_9_4,timeout,84.0,108439.0,108438.0,108454.0,108521.0,108522.0,2024-09-12T08:24:53.165Z,108538.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4482,target,canvas.Screen,12_0_0_9_5,response,1313.0,108522.0,108521.0,108538.0,109834.0,109803.0,2024-09-12T08:24:54.447Z,109821.0,response_manmade,keypress(m),plum,PLUM,Con_Nat,long,congruent,n,n,False
4482,Trial Sequence,flow.Sequence,12_0_0_9,completion,2013.0,107806.0,107808.0,107821.0,109834.0,109803.0,2024-09-12T08:24:54.447Z,109821.0,,,plum,PLUM,Con_Nat,long,congruent,n,,
4482,fixation,canvas.Screen,12_0_0_10_0,timeout,532.0,109804.0,109805.0,109821.0,110338.0,110339.0,2024-09-12T08:24:54.982Z,110353.0,,,swan,SWAN,Con_Nat,long,congruent,n,,
4482,mask1,canvas.Screen,12_0_0_10_1,timeout,35.0,110339.0,110338.0,110353.0,110371.0,110372.0,2024-09-12T08:24:55.015Z,110388.0,,,swan,SWAN,Con_Nat,long,congruent,n,,
4482,prime,canvas.Screen,12_0_0_10_2,timeout,33.0,110372.0,110371.0,110388.0,110405.0,110405.0,2024-09-12T08:24:55.049Z,110421.0,,,swan,SWAN,Con_Nat,long,congruent,n,,
4482,mask2,canvas.Screen,12_0_0_10_3,timeout,34.0,110405.0,110405.0,110421.0,110438.0,110438.0,2024-09-12T08:24:55.082Z,110455.0,,,swan,SWAN,Con_Nat,long,congruent,n,,
4482,DELAY,canvas.Screen,12_0_0_10_4,timeout,66.0,110439.0,110438.0,110455.0,110507.0,110508.0,2024-09-12T08:24:55.152Z,110521.0,,,swan,SWAN,Con_Nat,long,congruent,n,,
4482,target,canvas.Screen,12_0_0_10_5,response,868.0,110508.0,110507.0,110521.0,111375.0,111344.00000000001,2024-09-12T08:24:55.988Z,111355.0,response_natural,keypress(n),swan,SWAN,Con_Nat,long,congruent,n,n,False
4482,Trial Sequence,flow.Sequence,12_0_0_10,completion,1554.0,109803.0,109805.0,109821.0,111375.0,111344.00000000001,2024-09-12T08:24:55.988Z,111355.0,,,swan,SWAN,Con_Nat,long,congruent,n,,
4482,fixation,canvas.Screen,12_0_0_11_0,timeout,533.0,111345.0,111346.0,111355.0,111871.0,111872.0,2024-09-12T08:24:56.516Z,111888.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4482,mask1,canvas.Screen,12_0_0_11_1,timeout,33.0,111872.0,111871.0,111888.0,111905.0,111905.0,2024-09-12T08:24:56.549Z,111921.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4482,prime,canvas.Screen,12_0_0_11_2,timeout,34.0,111905.0,111905.0,111921.0,111938.0,111938.0,2024-09-12T08:24:56.582Z,111955.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4482,mask2,canvas.Screen,12_0_0_11_3,timeout,33.0,111939.0,111938.0,111955.0,111971.0,111972.00000000001,2024-09-12T08:24:56.616Z,111988.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4482,DELAY,canvas.Screen,12_0_0_11_4,timeout,83.0,111972.00000000001,111971.0,111988.0,112054.0,112055.0,2024-09-12T08:24:56.699Z,112071.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4482,target,canvas.Screen,12_0_0_11_5,response,911.0,112055.0,112054.0,112071.0,112965.0,112936.0,2024-09-12T08:24:57.580Z,112955.0,response_natural,keypress(n),ferry,FERRY,Con_Synth,long,congruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_11,completion,1610.0,111345.0,111346.0,111355.0,112965.0,112936.0,2024-09-12T08:24:57.580Z,112955.0,,,ferry,FERRY,Con_Synth,long,congruent,m,,
4482,fixation,canvas.Screen,12_0_0_12_0,timeout,532.0,112937.0,112938.0,112955.0,113473.0,113473.0,2024-09-12T08:24:58.117Z,113487.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
4482,mask1,canvas.Screen,12_0_0_12_1,timeout,34.0,113474.0,113473.0,113487.0,113505.0,113505.0,2024-09-12T08:24:58.149Z,113521.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
4482,prime,canvas.Screen,12_0_0_12_2,timeout,34.0,113505.0,113505.0,113521.0,113538.0,113539.0,2024-09-12T08:24:58.182Z,113555.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
4482,mask2,canvas.Screen,12_0_0_12_3,timeout,32.0,113539.0,113538.0,113555.0,113572.0,113572.0,2024-09-12T08:24:58.216Z,113587.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
4482,DELAY,canvas.Screen,12_0_0_12_4,timeout,84.0,113572.0,113572.0,113587.0,113655.0,113655.0,2024-09-12T08:24:58.299Z,113671.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
4482,target,canvas.Screen,12_0_0_12_5,response,1306.0,113655.0,113655.0,113671.0,114961.0,114931.0,2024-09-12T08:24:59.575Z,114955.0,response_manmade,keypress(m),wire,CABIN,Inc_Synth_Synth,long,incongruent,m,m,False
4482,Trial Sequence,flow.Sequence,12_0_0_12,completion,2006.0,112937.0,112938.0,112955.0,114961.0,114931.0,2024-09-12T08:24:59.575Z,114955.0,,,wire,CABIN,Inc_Synth_Synth,long,incongruent,m,,
