Start,End,Time Zone,Duration,Restful Minutes, Restless Minutes, Awake Minutes
2021-07-20 23:30,2021-07-21 07:40,CEST,490,474,16,0
2021-07-20 00:14,2021-07-20 08:49,CEST,515,496,19,0
2021-07-19 00:44,2021-07-19 08:43,CEST,479,457,22,0
2021-07-18 01:07,2021-07-18 06:50,CEST,343,331,11,0
2021-07-17 00:03,2021-07-17 09:22,CEST,559,535,24,0
2021-07-15 23:41,2021-07-16 06:48,CEST,426,408,18,0
2021-07-15 00:45,2021-07-15 07:59,CEST,433,414,13,7
2021-07-13 23:33,2021-07-14 08:11,CEST,518,503,15,0
2021-07-12 00:53,2021-07-12 06:29,CEST,335,328,7,0
2021-07-10 23:23,2021-07-11 08:40,CEST,557,535,15,7
2021-07-10 06:02,2021-07-10 09:45,CEST,223,209,10,4
2021-07-08 23:00,2021-07-09 07:23,CEST,504,486,18,0
2021-07-08 00:35,2021-07-08 07:23,CEST,409,396,12,0
2021-07-07 00:18,2021-07-07 07:09,CEST,411,402,10,0
2021-07-06 00:15,2021-07-06 07:03,CEST,408,400,8,0
2021-07-05 00:00,2021-07-05 07:17,CEST,438,420,18,0
2021-07-03 06:00,2021-07-03 09:00,CEST,180,169,11,0
2021-07-01 22:35,2021-07-02 07:17,CEST,523,504,17,2
2021-07-01 00:25,2021-07-01 05:55,CEST,331,322,8,0
2021-06-27 22:00,2021-06-28 06:10,CEST,490,459,19,12
2021-06-26 21:56,2021-06-27 08:00,CEST,604,579,22,3
2021-06-25 23:00,2021-06-26 08:57,CEST,597,570,26,2
2021-06-24 23:06,2021-06-25 06:00,CEST,415,400,14,0
2021-06-23 23:22,2021-06-24 06:28,CEST,426,415,11,0
2021-06-22 23:39,2021-06-23 06:24,CEST,405,392,11,2
2021-06-21 23:00,2021-06-22 06:28,CEST,448,427,17,4
2021-06-20 23:30,2021-06-21 06:27,CEST,418,404,11,2
2021-06-20 00:29,2021-06-20 08:42,CEST,492,479,12,2
2021-06-18 23:29,2021-06-19 07:41,CEST,492,466,17,8
2021-06-17 23:30,2021-06-18 06:15,CEST,405,395,10,0
2021-06-17 00:01,2021-06-17 06:28,CEST,387,372,12,2
2021-06-15 23:13,2021-06-16 06:30,CEST,437,427,8,2
2021-06-15 00:32,2021-06-15 06:05,CEST,334,326,8,0
2021-06-13 22:42,2021-06-14 06:39,CEST,477,454,20,3
2021-06-13 00:35,2021-06-13 07:12,CEST,397,386,11,0
2021-06-11 23:27,2021-06-12 07:11,CEST,464,445,17,2
2021-06-10 22:15,2021-06-11 06:19,CEST,483,470,13,0
2021-06-09 22:34,2021-06-10 06:15,CEST,461,451,10,0
2021-06-09 00:00,2021-06-09 06:16,CEST,376,363,13,0
2021-06-07 23:00,2021-06-08 06:15,CEST,435,413,14,8
2021-06-06 22:42,2021-06-07 06:34,CEST,473,456,17,0
2021-06-06 01:05,2021-06-06 07:11,CEST,366,349,15,3
2021-06-04 23:24,2021-06-05 07:51,CEST,507,494,13,0
2021-06-04 00:02,2021-06-04 06:06,CEST,364,355,9,0
2021-06-02 22:57,2021-06-03 06:24,CEST,447,433,11,2
2021-06-01 23:34,2021-06-02 06:10,CEST,395,390,5,0
2021-05-31 23:15,2021-06-01 06:24,CEST,430,417,13,0
2021-05-30 23:11,2021-05-31 06:06,CEST,414,405,9,0
2021-05-30 00:04,2021-05-30 09:10,CEST,546,530,14,2
2021-05-29 00:24,2021-05-29 08:14,CEST,471,454,16,0
2021-05-28 00:05,2021-05-28 06:24,CEST,379,371,8,0
2021-05-27 00:50,2021-05-27 06:15,CEST,324,318,7,0
2021-05-25 23:30,2021-05-26 06:17,CEST,408,397,11,0
2021-05-24 22:48,2021-05-25 06:22,CEST,454,437,14,3
2021-05-24 01:17,2021-05-24 06:43,CEST,326,317,9,0
2021-05-23 00:29,2021-05-23 07:07,CEST,398,387,11,0
2021-05-21 23:31,2021-05-22 08:58,CEST,568,545,18,5
2021-05-20 23:44,2021-05-21 05:56,CEST,372,365,7,0
2021-05-19 22:50,2021-05-20 06:37,CEST,467,459,8,0
2021-05-19 00:20,2021-05-19 06:01,CEST,341,332,9,0
2021-05-17 23:00,2021-05-18 06:06,CEST,426,413,10,3
2021-05-16 22:44,2021-05-17 06:17,CEST,452,439,13,0
2021-05-15 22:53,2021-05-16 07:34,CEST,521,501,18,2
2021-05-14 23:36,2021-05-15 07:03,CEST,447,424,16,7
2021-05-13 20:32,2021-05-14 07:37,CEST,665,606,51,8
2021-05-12 23:29,2021-05-13 07:19,CEST,471,455,15,0
2021-05-12 01:40,2021-05-12 06:39,CEST,299,291,8,0
2021-05-10 23:00,2021-05-11 06:25,CEST,445,434,11,0
2021-05-09 23:00,2021-05-10 06:28,CEST,448,434,13,0
2021-05-09 01:19,2021-05-09 08:19,CEST,420,409,12,0
2021-05-07 23:01,2021-05-08 08:55,CEST,594,568,25,0
2021-05-06 22:00,2021-05-07 06:38,CEST,518,502,16,0
2021-05-06 04:30,2021-05-06 06:44,CEST,135,129,6,0
2021-05-05 00:31,2021-05-05 06:16,CEST,345,339,6,0
2021-05-03 22:23,2021-05-04 06:54,CEST,511,495,16,0
2021-05-03 00:26,2021-05-03 06:13,CEST,346,339,8,0
2021-04-29 00:10,2021-04-29 06:34,CEST,384,374,7,4
2021-04-28 00:02,2021-04-28 06:35,CEST,392,381,9,2
2021-04-26 00:16,2021-04-26 06:48,CEST,393,366,20,7
2021-04-24 22:46,2021-04-25 08:06,CEST,560,514,28,18
2021-04-23 22:45,2021-04-24 06:36,CEST,471,453,18,0
2021-04-22 22:32,2021-04-23 06:24,CEST,473,455,18,0
2021-04-21 22:36,2021-04-22 05:33,CEST,417,408,9,0
2021-04-20 22:31,2021-04-21 06:12,CEST,461,447,13,0
2021-04-20 01:53,2021-04-20 06:48,CEST,294,281,13,0
2021-04-18 23:07,2021-04-19 06:47,CEST,459,447,11,2
2021-04-17 23:14,2021-04-18 06:17,CEST,423,409,12,2
2021-04-16 23:55,2021-04-17 07:42,CEST,467,450,15,2
2021-04-16 00:24,2021-04-16 06:27,CEST,363,353,10,0
2021-04-14 22:52,2021-04-15 05:15,CEST,383,376,6,0
2021-04-14 01:26,2021-04-14 06:39,CEST,313,305,9,0
2021-04-13 00:11,2021-04-13 06:30,CEST,378,366,13,0
2021-04-11 23:01,2021-04-12 06:45,CEST,464,452,12,0
2021-04-11 01:55,2021-04-11 07:22,CEST,327,311,10,5
2021-04-09 23:12,2021-04-10 08:23,CEST,551,529,18,3
2021-04-08 23:43,2021-04-09 06:48,CEST,425,410,13,2
2021-04-08 00:03,2021-04-08 07:01,CEST,418,403,15,0
2021-04-06 23:07,2021-04-07 06:20,CEST,433,425,8,0
2021-04-05 22:20,2021-04-06 06:53,CEST,513,494,18,2
2021-04-04 23:42,2021-04-05 06:48,CEST,426,411,15,0
2021-04-04 01:03,2021-04-04 08:21,CEST,438,426,12,0
2021-04-03 01:04,2021-04-03 08:16,CEST,432,418,15,0
2021-04-02 00:26,2021-04-02 09:17,CEST,531,515,14,2
2021-04-01 00:30,2021-04-01 07:58,CEST,448,433,11,5
2021-03-30 23:44,2021-03-31 06:45,CEST,420,412,8,0
2021-03-29 23:41,2021-03-30 07:30,CEST,468,448,19,1
2021-03-29 01:06,2021-03-29 07:03,CEST,357,349,8,0
2021-03-28 01:16,2021-03-28 09:07,CEST,411,397,13,2
2021-03-26 22:45,2021-03-27 08:21,CEST,576,555,20,1
2021-03-25 23:00,2021-03-26 06:05,CEST,424,415,9,0
2021-03-24 23:41,2021-03-25 06:00,CEST,379,368,11,0
2021-03-23 22:39,2021-03-24 06:43,CEST,485,469,16,0
2021-03-23 00:12,2021-03-23 06:17,CEST,365,355,10,0
2021-03-21 22:50,2021-03-22 06:13,CEST,443,428,13,3
2021-03-20 22:41,2021-03-21 07:44,CEST,544,518,22,4
2021-03-19 22:57,2021-03-20 07:16,CEST,498,488,10,0
2021-03-18 22:48,2021-03-19 06:10,CEST,442,426,16,0
2021-03-17 22:35,2021-03-18 06:38,CEST,483,466,17,0
2021-03-16 22:16,2021-03-17 06:16,CEST,480,469,11,0
2021-03-15 23:01,2021-03-16 06:45,CEST,464,452,12,0
2021-03-14 22:44,2021-03-15 06:48,CEST,484,463,18,3
2021-03-13 22:58,2021-03-14 07:42,CEST,524,509,12,2
2021-03-12 23:59,2021-03-13 07:14,CEST,434,411,13,10
2021-03-11 21:53,2021-03-12 06:44,CEST,531,512,16,3
2021-03-10 22:08,2021-03-11 06:25,CEST,497,469,25,3
2021-03-09 22:54,2021-03-10 06:27,CEST,453,441,11,0
2021-03-08 21:43,2021-03-09 06:38,CEST,535,516,17,3
2021-03-07 22:53,2021-03-08 06:34,CEST,461,449,12,0
2021-03-06 22:22,2021-03-07 06:12,CEST,470,455,15,0
2021-03-05 22:16,2021-03-06 07:07,CEST,531,510,19,2
2021-03-04 22:19,2021-03-05 06:50,CEST,511,488,19,4
2021-03-03 21:58,2021-03-04 06:21,CEST,503,487,16,0
2021-03-02 22:00,2021-03-03 04:30,CEST,389,381,8,0
2021-03-01 21:42,2021-03-02 06:46,CEST,544,526,18,0
2021-02-28 23:38,2021-03-01 06:10,CEST,392,382,10,0
2021-02-28 02:01,2021-02-28 07:20,CEST,319,312,7,0
2021-02-26 23:27,2021-02-27 07:15,CEST,468,459,9,0
2021-02-25 23:02,2021-02-26 06:39,CEST,457,437,16,3
2021-02-24 23:26,2021-02-25 06:39,CEST,433,416,15,2
2021-02-23 22:25,2021-02-24 06:45,CEST,499,479,17,4
2021-02-22 22:54,2021-02-23 07:03,CEST,489,476,13,1
2021-02-21 22:34,2021-02-22 06:38,CEST,484,469,13,2
2021-02-20 23:39,2021-02-21 07:37,CEST,478,463,15,0
2021-02-20 01:15,2021-02-20 07:26,CEST,371,359,12,0
2021-02-18 23:20,2021-02-19 07:35,CEST,495,482,13,0
2021-02-18 00:17,2021-02-18 07:03,CEST,406,400,6,0
2021-02-17 00:26,2021-02-17 08:03,CEST,457,443,14,0
2021-02-15 23:13,2021-02-16 07:40,CEST,507,487,17,3
2021-02-14 23:30,2021-02-15 06:49,CEST,438,422,17,0
2021-02-14 01:25,2021-02-14 07:10,CEST,345,333,12,0
2021-02-13 02:19,2021-02-13 08:55,CEST,396,380,16,0
2021-02-11 23:34,2021-02-12 06:39,CEST,425,409,14,2
2021-02-10 23:37,2021-02-11 06:38,CEST,420,410,11,0
2021-02-10 00:33,2021-02-10 06:30,CEST,356,348,9,0
2021-02-09 00:01,2021-02-09 06:49,CEST,408,391,17,0
2021-02-08 01:13,2021-02-08 06:26,CEST,314,303,11,0
2021-02-07 02:04,2021-02-07 08:32,CEST,389,380,9,0
2021-02-06 01:22,2021-02-06 08:39,CEST,438,427,10,0
2021-02-04 22:37,2021-02-05 06:28,CEST,471,456,14,1
2021-02-03 23:10,2021-02-04 06:46,CEST,457,437,19,0
2021-02-02 22:45,2021-02-03 07:05,CEST,501,487,14,0
2021-02-01 22:47,2021-02-02 06:53,CEST,486,471,15,0
2021-02-01 00:55,2021-02-01 07:00,CEST,364,351,11,2
2021-01-30 23:48,2021-01-31 07:25,CEST,458,446,12,0
2021-01-30 00:58,2021-01-30 08:59,CEST,481,469,9,3
2021-01-28 23:48,2021-01-29 07:21,CEST,453,442,8,3
2021-01-28 00:07,2021-01-28 06:57,CEST,410,401,10,0
2021-01-27 01:29,2021-01-27 07:15,CEST,346,339,7,0
2021-01-26 00:48,2021-01-26 07:00,CEST,371,363,9,0
2021-01-25 00:11,2021-01-25 06:44,CEST,394,383,11,0
2021-01-24 01:04,2021-01-24 08:23,CEST,439,426,13,0
2021-01-22 22:34,2021-01-23 06:50,CEST,496,470,25,0
2021-01-22 00:07,2021-01-22 06:50,CEST,403,387,13,3
2021-01-20 22:57,2021-01-21 06:53,CEST,476,466,10,0
2021-01-20 01:12,2021-01-20 06:59,CEST,347,340,7,0
2021-01-18 23:54,2021-01-19 07:05,CEST,431,422,9,0
2021-01-18 00:50,2021-01-18 06:30,CEST,339,331,6,2
2021-01-17 00:38,2021-01-17 08:55,CEST,497,483,15,0
2021-01-16 00:01,2021-01-16 09:03,CEST,542,524,18,0
2021-01-14 22:57,2021-01-15 06:35,CEST,458,447,11,0
2021-01-13 23:46,2021-01-14 07:43,CEST,477,454,20,3
2021-01-13 00:03,2021-01-13 06:30,CEST,387,379,8,0
2021-01-12 01:31,2021-01-12 06:38,CEST,306,297,9,0
2021-01-10 23:24,2021-01-11 06:50,CEST,446,428,15,3
2021-01-09 23:52,2021-01-10 09:45,CEST,593,576,15,3
2021-01-09 01:56,2021-01-09 09:30,CEST,454,443,11,0
2021-01-08 00:04,2021-01-08 06:33,CEST,389,374,13,3
2021-01-06 23:37,2021-01-07 06:30,CEST,412,402,11,0
2021-01-06 00:22,2021-01-06 07:27,CEST,425,416,9,0
2021-01-04 23:43,2021-01-05 06:19,CEST,396,387,8,0
2021-01-04 00:15,2021-01-04 06:24,CEST,369,360,9,0
2021-01-03 01:57,2021-01-03 08:42,CEST,404,385,14,5
2021-01-02 00:35,2021-01-02 08:26,CEST,471,453,14,4
2021-01-01 02:44,2021-01-01 08:39,CEST,356,349,7,0
2020-12-31 00:34,2020-12-31 09:49,CEST,555,542,13,0
2020-12-30 00:41,2020-12-30 09:30,CEST,530,509,14,6
2020-12-29 06:01,2020-12-29 08:53,CEST,172,168,4,0
2020-12-27 23:52,2020-12-28 08:49,CEST,537,521,16,0
2020-12-27 00:04,2020-12-27 07:05,CEST,421,408,11,2
2020-12-26 00:21,2020-12-26 09:11,CEST,531,507,14,10
2020-12-25 01:13,2020-12-25 09:32,CEST,500,484,16,0
2020-12-24 00:58,2020-12-24 09:52,CEST,533,514,17,2
2020-12-23 01:05,2020-12-23 08:21,CEST,436,423,11,2
2020-12-22 00:28,2020-12-22 09:04,CEST,516,494,16,6
2020-12-21 00:34,2020-12-21 08:48,CEST,494,474,20,0
2020-12-20 00:13,2020-12-20 08:33,CEST,501,484,16,0
2020-12-19 00:46,2020-12-19 07:30,CEST,404,393,10,0
2020-12-18 01:18,2020-12-18 06:24,CEST,306,301,5,0
2020-12-16 22:26,2020-12-17 06:35,CEST,489,476,12,0
2020-12-16 00:28,2020-12-16 06:30,CEST,362,352,10,0
2020-12-15 01:28,2020-12-15 06:39,CEST,310,299,11,0
2020-12-14 00:03,2020-12-14 06:35,CEST,392,379,11,2
2020-12-13 01:09,2020-12-13 08:41,CEST,452,441,12,0
2020-12-12 06:49,2020-12-12 09:49,CEST,181,173,8,0
2020-12-11 00:01,2020-12-11 06:29,CEST,388,377,11,0
2020-12-10 00:33,2020-12-10 06:06,CEST,333,324,8,0
2020-12-08 23:57,2020-12-09 06:24,CEST,387,376,11,0
2020-12-07 23:44,2020-12-08 06:23,CEST,399,385,13,0
2020-12-07 01:54,2020-12-07 06:15,CEST,261,256,5,0
2020-12-06 00:18,2020-12-06 07:00,CEST,402,389,10,3
2020-12-05 01:00,2020-12-05 09:21,CEST,501,485,15,2
2020-12-03 01:17,2020-12-03 06:06,CEST,288,284,4,0
2020-12-01 23:47,2020-12-02 06:02,CEST,375,367,9,0
2020-12-01 01:00,2020-12-01 06:10,CEST,310,299,11,0
2020-11-29 23:11,2020-11-30 06:43,CEST,452,434,16,2
2020-11-29 00:56,2020-11-29 08:14,CEST,437,428,9,0
2020-11-28 01:19,2020-11-28 09:01,CEST,462,448,12,2
2020-11-26 23:16,2020-11-27 06:11,CEST,415,402,12,0
2020-11-25 23:36,2020-11-26 06:15,CEST,399,385,13,0
2020-11-24 22:34,2020-11-25 06:06,CEST,452,441,11,0
2020-11-24 01:40,2020-11-24 06:24,CEST,284,273,11,0
2020-11-22 22:37,2020-11-23 06:16,CEST,459,443,15,0
2020-11-22 00:17,2020-11-22 07:59,CEST,462,452,10,0
2020-11-21 01:10,2020-11-21 07:36,CEST,386,376,10,0
2020-11-19 22:43,2020-11-20 05:58,CEST,435,424,11,0
2020-11-18 22:30,2020-11-19 06:27,CEST,477,464,13,0
2020-11-18 00:30,2020-11-18 04:00,CEST,210,207,3,0
2020-11-16 00:02,2020-11-16 03:00,CEST,177,166,5,6
2020-11-12 04:21,2020-11-12 06:08,CEST,107,104,3,0
2020-11-06 00:56,2020-11-06 06:15,CEST,319,312,7,0
2020-11-04 23:54,2020-11-05 06:06,CEST,371,357,12,2
2020-11-04 00:00,2020-11-04 06:06,CEST,366,350,16,0
2020-11-02 23:45,2020-11-03 06:06,CEST,381,370,10,0
2020-11-01 21:57,2020-11-02 05:47,CEST,470,452,18,0
2020-10-31 23:01,2020-11-01 06:19,CEST,439,424,14,0
2020-10-30 23:59,2020-10-31 08:16,CEST,496,480,15,2
2020-10-29 22:34,2020-10-30 06:10,CEST,456,444,10,2
2020-10-28 21:25,2020-10-29 06:10,CEST,525,495,24,5
2020-10-27 23:00,2020-10-28 06:10,CEST,430,410,19,0
2020-10-26 23:52,2020-10-27 06:10,CEST,378,366,12,0
2020-10-25 23:43,2020-10-26 06:10,CEST,386,371,13,2
2020-10-24 23:24,2020-10-25 07:23,CEST,539,492,43,4
2020-10-24 00:00,2020-10-24 08:04,CEST,484,464,17,3
2020-10-22 23:14,2020-10-23 06:29,CEST,435,424,9,2
2020-10-22 00:44,2020-10-22 06:26,CEST,342,333,9,0
2020-10-20 22:09,2020-10-21 05:58,CEST,469,443,15,12
2020-10-19 23:07,2020-10-20 06:42,CEST,455,437,16,2
2020-10-18 22:33,2020-10-19 06:35,CEST,482,461,19,2
2020-10-18 01:02,2020-10-18 07:42,CEST,401,386,13,2
2020-10-16 22:59,2020-10-17 08:30,CEST,571,550,21,0
2020-10-15 22:46,2020-10-16 08:12,CEST,566,544,22,0
2020-10-14 22:19,2020-10-15 08:00,CEST,582,566,15,0
2020-10-14 02:04,2020-10-14 06:07,CEST,243,238,5,0
2020-10-13 00:05,2020-10-13 06:06,CEST,361,355,6,0
2020-10-11 23:23,2020-10-12 06:47,CEST,444,430,12,2
2020-10-10 23:10,2020-10-11 07:52,CEST,522,499,21,2
2020-10-10 01:10,2020-10-10 08:22,CEST,432,416,16,0
2020-10-08 22:34,2020-10-09 06:10,CEST,456,443,12,0
2020-10-07 21:54,2020-10-08 07:30,CEST,576,526,44,7
2020-10-06 23:29,2020-10-07 05:34,CEST,365,357,8,0
2020-10-05 23:39,2020-10-06 06:19,CEST,400,388,11,0
2020-10-04 22:09,2020-10-05 06:07,CEST,478,462,14,2
2020-10-03 22:43,2020-10-04 06:52,CEST,489,474,13,2
2020-10-02 23:05,2020-10-03 06:14,CEST,428,418,10,0
2020-10-01 22:26,2020-10-02 06:07,CEST,461,447,14,1
2020-09-30 22:30,2020-10-01 06:23,CEST,473,459,12,2
2020-09-29 22:22,2020-09-30 06:10,CEST,468,456,12,0
2020-09-27 22:26,2020-09-28 06:19,CEST,473,461,10,2
2020-09-27 01:05,2020-09-27 07:32,CEST,387,374,12,1
2020-09-26 00:06,2020-09-26 07:35,CEST,449,434,13,2
2020-09-24 22:08,2020-09-25 05:16,CEST,428,420,7,0
2020-09-24 00:36,2020-09-24 05:53,CEST,318,306,12,0
2020-09-22 22:18,2020-09-23 06:21,CEST,484,457,23,3
2020-09-21 23:16,2020-09-22 06:20,CEST,423,392,26,5
2020-09-20 22:00,2020-09-21 06:14,CEST,495,477,18,0
2020-09-19 23:08,2020-09-20 06:36,CEST,448,434,11,3
2020-09-18 23:02,2020-09-19 08:04,CEST,542,515,24,3
2020-09-17 22:30,2020-09-18 05:51,CEST,442,427,12,3
2020-09-17 01:47,2020-09-17 04:51,CEST,184,181,3,0
2020-09-15 22:59,2020-09-16 05:22,CEST,383,368,13,2
2020-09-14 22:01,2020-09-15 05:13,CEST,432,408,22,2
2020-09-13 22:30,2020-09-14 05:05,CEST,395,387,8,0
2020-09-12 23:14,2020-09-13 06:33,CEST,439,422,16,0
2020-09-11 22:50,2020-09-12 07:25,CEST,515,494,17,4
2020-09-10 23:14,2020-09-11 05:54,CEST,400,387,12,0
2020-09-09 22:37,2020-09-10 06:15,CEST,457,443,14,0
2020-09-08 22:26,2020-09-09 06:14,CEST,468,454,11,3
2020-09-07 23:05,2020-09-08 06:42,CEST,457,432,23,3
2020-09-06 21:42,2020-09-07 06:45,CEST,543,519,21,3
2020-09-05 22:28,2020-09-06 07:45,CEST,557,531,23,3
2020-09-04 23:42,2020-09-05 08:43,CEST,541,514,24,3
2020-09-03 22:42,2020-09-04 06:07,CEST,444,431,13,0
2020-09-02 23:21,2020-09-03 05:55,CEST,394,384,10,0
2020-09-02 00:21,2020-09-02 06:38,CEST,377,363,8,6
2020-09-01 00:56,2020-09-01 06:22,CEST,326,319,7,0
2020-08-30 23:18,2020-08-31 06:12,CEST,413,398,12,2
2020-08-29 22:27,2020-08-30 07:29,CEST,542,520,13,9
2020-08-28 22:19,2020-08-29 08:00,CEST,581,553,19,9
2020-08-28 00:51,2020-08-28 06:30,CEST,338,328,11,0
2020-08-26 23:24,2020-08-27 06:08,CEST,405,396,9,0
2020-08-26 01:11,2020-08-26 06:35,CEST,325,314,10,0
2020-08-25 00:51,2020-08-25 06:36,CEST,346,339,7,0
2020-08-23 00:36,2020-08-23 07:36,CEST,420,411,9,0
2020-08-22 00:11,2020-08-22 07:55,CEST,463,451,12,0
2020-08-21 00:10,2020-08-21 06:04,CEST,354,345,9,0
2020-08-19 23:36,2020-08-20 06:28,CEST,412,404,8,0
2020-08-18 23:23,2020-08-19 06:42,CEST,439,419,20,0
2020-08-17 23:57,2020-08-18 06:45,CEST,408,393,12,3
2020-08-17 00:11,2020-08-17 06:51,CEST,400,385,12,3
2020-08-14 23:58,2020-08-15 09:00,CEST,543,523,16,4
2020-08-14 01:32,2020-08-14 06:39,CEST,307,299,8,0
2020-08-12 23:22,2020-08-13 06:29,CEST,427,411,15,2
2020-08-11 23:36,2020-08-12 06:25,CEST,408,399,9,0
2020-08-11 01:37,2020-08-11 05:46,CEST,249,240,9,0
2020-08-09 22:23,2020-08-10 07:17,CEST,534,514,18,3
2020-08-08 22:20,2020-08-09 06:15,CEST,475,466,9,0
2020-08-07 23:34,2020-08-08 07:13,CEST,459,448,11,0
2020-08-07 00:41,2020-08-07 07:00,CEST,379,368,11,0
2020-08-05 23:46,2020-08-06 06:36,CEST,410,399,12,0
2020-08-04 23:30,2020-08-05 06:00,CEST,390,369,19,2
2020-08-04 00:01,2020-08-04 06:05,CEST,363,348,13,2
2020-08-02 23:16,2020-08-03 07:57,CEST,521,497,19,5
2020-08-02 00:00,2020-08-02 10:00,CEST,601,546,43,12
2020-08-01 00:52,2020-08-01 08:35,CEST,462,443,19,0
2020-07-31 00:00,2020-07-31 08:58,CEST,538,521,17,0
2020-07-30 01:45,2020-07-30 09:05,CEST,440,422,15,3
2020-07-28 23:18,2020-07-29 08:19,CEST,541,526,14,0
2020-07-28 00:43,2020-07-28 08:21,CEST,458,437,17,3
2020-07-26 23:43,2020-07-27 08:25,CEST,522,503,18,0
2020-07-26 00:11,2020-07-26 07:22,CEST,430,419,11,0
2020-07-24 23:00,2020-07-25 06:23,CEST,443,431,12,0
2020-07-23 22:35,2020-07-24 06:53,CEST,499,485,14,0
2020-07-22 23:32,2020-07-23 08:42,CEST,550,522,28,0
2020-07-21 23:01,2020-07-22 07:34,CEST,513,487,26,0
2020-07-20 23:11,2020-07-21 06:35,CEST,445,432,11,1
2020-07-19 22:56,2020-07-20 07:39,CEST,524,497,24,2
2020-07-18 22:58,2020-07-19 08:29,CEST,570,549,20,2
2020-07-18 00:42,2020-07-18 06:40,CEST,358,349,9,0
2020-07-17 00:18,2020-07-17 07:21,CEST,423,414,9,0
2020-07-16 02:22,2020-07-16 09:04,CEST,403,390,13,0
2020-07-14 22:53,2020-07-15 08:01,CEST,548,530,18,0
2020-07-14 00:45,2020-07-14 08:21,CEST,456,444,12,0
2020-07-13 01:14,2020-07-13 08:06,CEST,412,401,11,0
2020-07-12 01:13,2020-07-12 09:05,CEST,473,454,19,0
2020-07-11 01:56,2020-07-11 09:19,CEST,443,427,15,1
2020-07-09 23:31,2020-07-10 07:40,CEST,489,475,14,0
2020-07-09 01:38,2020-07-09 07:40,CEST,362,349,11,2
2020-07-08 00:40,2020-07-08 06:52,CEST,373,365,7,0
2020-07-06 23:30,2020-07-07 08:19,CEST,529,507,19,3
2020-07-06 00:11,2020-07-06 06:25,CEST,374,361,13,0
2020-07-05 03:56,2020-07-05 08:34,CEST,277,267,9,2
2020-07-04 00:18,2020-07-04 08:34,CEST,496,481,15,0
2020-07-03 00:15,2020-07-03 08:16,CEST,481,464,18,0
2020-07-01 23:09,2020-07-02 07:23,CEST,494,467,22,5
2020-07-01 00:11,2020-07-01 05:58,CEST,347,338,9,0
2020-06-29 23:54,2020-06-30 08:17,CEST,502,482,20,0
2020-06-28 23:52,2020-06-29 08:05,CEST,493,472,20,1
2020-06-28 00:27,2020-06-28 06:09,CEST,342,330,12,0
2020-06-26 23:16,2020-06-27 07:49,CEST,513,490,20,3
2020-06-26 01:18,2020-06-26 06:13,CEST,295,283,9,2
2020-06-23 23:19,2020-06-24 06:10,CEST,411,400,11,0
2020-06-23 00:00,2020-06-23 06:08,CEST,369,355,14,0
2020-06-21 22:46,2020-06-22 06:14,CEST,448,438,10,0
2020-06-20 22:59,2020-06-21 07:30,CEST,510,501,7,2
2020-06-20 00:02,2020-06-20 08:30,CEST,508,461,42,5
2020-06-18 23:29,2020-06-19 06:09,CEST,401,381,14,6
2020-06-17 23:17,2020-06-18 06:12,CEST,415,390,22,3
2020-06-16 22:30,2020-06-17 06:15,CEST,465,460,2,3
2020-06-15 22:20,2020-06-16 06:14,CEST,473,444,26,3
2020-06-15 02:04,2020-06-15 06:18,CEST,254,251,3,0
2020-06-13 22:47,2020-06-14 07:00,CEST,493,484,7,2
2020-06-13 01:21,2020-06-13 09:55,CEST,513,498,14,2
2020-06-12 00:17,2020-06-12 06:16,CEST,359,335,15,9
2020-06-10 22:20,2020-06-11 06:17,CEST,478,466,9,3
2020-06-09 23:02,2020-06-10 06:10,CEST,428,406,20,2
2020-06-08 23:56,2020-06-09 06:13,CEST,378,371,7,0
2020-06-08 00:00,2020-06-08 05:24,CEST,325,312,12,0
2020-06-07 00:13,2020-06-07 07:36,CEST,443,435,8,0
2020-06-05 23:54,2020-06-06 07:00,CEST,425,404,15,7
2020-06-04 23:01,2020-06-05 06:21,CEST,440,427,11,2
2020-06-03 22:31,2020-06-04 06:20,CEST,469,449,18,3
2020-06-02 22:12,2020-06-03 06:10,CEST,478,463,12,3
2020-06-01 23:08,2020-06-02 06:10,CEST,422,413,7,2
2020-05-31 22:52,2020-06-01 06:46,CEST,474,469,5,0
2020-05-30 23:10,2020-05-31 08:10,CEST,539,447,85,7
2020-05-29 23:09,2020-05-30 08:47,CEST,578,566,11,0
2020-05-29 00:07,2020-05-29 05:15,CEST,308,292,17,0
2020-05-28 00:13,2020-05-28 06:17,CEST,364,360,4,0
2020-05-25 23:27,2020-05-26 06:07,CEST,400,382,18,0
2020-05-24 23:13,2020-05-25 06:30,CEST,437,420,14,3
2020-05-23 23:23,2020-05-24 08:11,CEST,529,481,36,12
2020-05-22 23:31,2020-05-23 07:26,CEST,475,452,17,7
2020-05-22 00:19,2020-05-22 06:58,CEST,399,375,23,2
2020-05-20 23:30,2020-05-21 07:06,CEST,456,447,9,0
2020-05-20 00:41,2020-05-20 06:04,CEST,323,316,6,0
2020-05-18 23:31,2020-05-19 06:00,CEST,389,380,9,0
2020-05-17 22:43,2020-05-18 06:15,CEST,452,438,12,3
2020-05-16 23:09,2020-05-17 07:38,CEST,509,493,16,0
2020-05-15 22:55,2020-05-16 07:10,CEST,496,479,16,0
2020-05-15 00:00,2020-05-15 06:24,CEST,385,370,11,4
