item;n_trials;err;rt;sd;rtz;n_used;c_freq_movies;lc_freq_movies;c_freq_books;lc_freq_books;n_letters;n_syllables
abaissa;25;0,04;721,8333333;106,4161914;-0,035016638;24;0;#NAME?;2,64;0,421603927;7;3
abaissait;25;0,08;836,7826087;257,7780858;0,36651701;23;0,02;-1,698970004;2,5;0,397940009;9;3
abaissant;26;0;773,84;224,3787126;0,254392101;25;0,04;-1,397940009;2,77;0,442479769;9;3
abaisse;25;0,04;698,826087;246,667913;-0,216788236;23;1,3;0,113943352;3,45;0,537819095;7;2
abaissé;25;0;656,7826087;177,0248972;-0,434543521;23;0,77;-0,113509275;1,55;0,190331698;7;3
abaissement;26;0;867,3076923;298,3627013;0,718932631;26;0,31;-0,508638306;2,16;0,334453751;11;3
abaisser;25;0,08;810,5909091;252,0860887;0,068593406;22;1,09;0,037426498;2,91;0,463892989;8;3
abaissez;25;0,04;653,173913;131,2248771;-0,377717817;23;0,53;-0,27572413;0,07;-1,15490196;8;3
abandon;25;0,04;639,7916667;185,3705992;-0,451450855;24;4,77;0,678518379;25,2;1,401400541;7;3
abandonna;24;0;661,375;166,2506783;-0,468308127;24;0,59;-0,229147988;8,92;0,950364854;9;4
abandonnai;24;0,166666667;694;211,5676934;-0,080347367;19;0,27;-0,568636236;2,16;0,334453751;10;4
abandonnaient;25;0;760,2608696;269,1785851;0,163889473;23;0,07;-1,15490196;1,55;0,190331698;13;4
abandonnais;25;0,08;836,4347826;235,3032523;0,675710432;23;0,35;-0,455931956;1,49;0,173186268;11;4
abandonnait;25;0,04;704,8333333;162,5414106;-0,127014445;24;1,04;0,017033339;9,46;0,975891136;11;4
abandonnant;24;0;708,6521739;239,2063789;-0,259644424;23;1,15;0,06069784;9,93;0,996949248;11;4
abandonne;23;0;739,2173913;180,821096;0,147773907;23;24,04;1,380934463;15,54;1,191451014;9;3
abandonné;25;0;659,12;148,6033086;-0,434353244;25;26,4;1,421603927;32,37;1,510142699;9;4
abandonnée;24;0,041666667;623,2608696;146,7053997;-0,475079752;23;10,28;1,011993115;17,9;1,252853031;10;4
abandonnées;24;0;685,625;177,9410778;-0,317175718;24;1,71;0,23299611;5,67;0,753583059;11;4
abandonnent;24;0;748,6666667;255,8407566;-0,087290775;24;2,44;0,387389826;2,64;0,421603927;11;3
abandonner;24;0;638,4583333;147,1949252;-0,35486054;24;28,37;1,452859336;27,7;1,442479769;10;4
abandonnera;24;0,041666667;718,0434783;159,2857576;-0,051238294;23;1,52;0,181843588;0,81;-0,091514981;11;4
abandonnerai;24;0;805;226,7641947;0,397818101;23;2,39;0,378397901;0,41;-0,387216143;12;4
abandonnerais;25;0,08;901,7391304;299,8113373;0,838571439;23;0,93;-0,031517051;0,27;-0,568636236;13;4
abandonnèrent;25;0;716,88;161,4017555;0,105282432;25;0,16;-0,795880017;1,42;0,152288344;13;4
abandonnes;24;0,083333333;788,25;256,5122086;0,534989323;20;4,13;0,615950052;0,14;-0,853871964;10;3
abandonnés;24;0;612,7083333;133,7738127;-0,579670446;24;4,6;0,662757832;9,66;0,984977126;10;4
abandonnez;25;0;607,6;92,28714248;-0,545687623;25;5,72;0,757396029;0,88;-0,055517328;10;4
abandons;25;0,12;711,2727273;201,0927722;0,148547119;22;0,07;-1,15490196;2,16;0,334453751;8;3
abasourdi;25;0,12;792;231,3949417;0,477259844;22;0,59;-0,229147988;4,12;0,614897216;9;4
abat;49;0,081632653;745,8;220,5561771;0,211684893;45;2,28;0,357934847;5,13;0,710117365;4;2
abatis;24;0,166666667;901,8947368;296,3361257;0,682350006;19;0;#NAME?;0,88;-0,055517328;6;3
abats;23;0;751,7391304;217,7607564;-0,006031833;23;2,31;0,36361198;1,35;0,130333768;5;2
abattage;25;0,04;783,875;268,4169878;0,071617784;24;0,63;-0,200659451;1,15;0,06069784;8;3
abattaient;24;0,041666667;740;155,4053351;0,152672964;23;0,06;-1,22184875;2,36;0,372912003;10;3
abattait;24;0;694,5833333;159,1996058;-0,222558229;24;0,42;-0,37675071;3,45;0,537819095;8;3
abattant;24;0;756,7083333;230,5874312;0,148537356;24;0,36;-0,443697499;2,5;0,397940009;8;3
abattement;25;0,04;705,5416667;158,4654617;-0,181817199;24;0,17;-0,769551079;2,36;0,372912003;10;3
abattent;24;0,041666667;680,5454545;190,4007621;-0,165532545;22;0,69;-0,161150909;2,03;0,307496038;8;2
abattez;25;0;655,28;174,5299688;-0,486647641;25;2,21;0,344392274;0;#NAME?;7;3
abattis;25;0,2;860,05;289,3203424;0,541274238;20;0,14;-0,853871964;1,35;0,130333768;7;3
abattit;25;0,04;712,375;196,0837914;0,135038117;24;0,34;-0,468521083;5,07;0,705007959;7;3
abattoir;26;0;713,3846154;215,7053689;-0,316742378;26;2,67;0,426511261;2,36;0,372912003;8;3
abattoirs;24;0,083333333;709,0909091;145,8302696;-0,090324449;22;0,48;-0,318758763;2,3;0,361727836;9;3
abattra;24;0,041666667;805,5652174;274,2438905;0,24372543;23;1,51;0,178976947;0,61;-0,214670165;7;3
abattraient;24;0,125;834,8095238;277,0584088;0,450119578;21;0,03;-1,522878745;0,07;-1,15490196;11;3
abattrait;25;0;785,6666667;232,2084271;0,339257373;24;0,63;-0,200659451;0,41;-0,387216143;9;3
abattre;25;0,04;663;176,1360528;-0,174396518;23;14,43;1,159266331;14,32;1,155943018;7;2
abattriez;25;0,28;830,9444444;264,7739263;0,458290491;18;0,02;-1,698970004;0;#NAME?;9;4
abattront;25;0,04;777,3478261;189,6330449;0,322154844;23;0,34;-0,468521083;0,07;-1,15490196;9;3
abattu;24;0,083333333;672,4285714;218,5215256;-0,451563784;21;13,48;1,129689892;12,43;1,094471129;6;3
abattue;23;0;634,4347826;133,1420383;-0,559770202;23;2,37;0,374748346;3,98;0,599883072;7;3
abattus;23;0;661,6521739;190,8542063;-0,306324451;23;3,24;0,51054501;3,71;0,56937391;7;3
abbaye;24;0,041666667;800,3913043;272,6917572;0,287331693;23;3,66;0,563481085;3,31;0,519827994;6;3
abbé;25;0,2;780,55;170,5734832;0,538425927;20;4,19;0,622214023;31,28;1,495266744;4;2
abbés;23;0,217391304;851,2777778;180,7949132;0,522654518;18;0,02;-1,698970004;1,22;0,086359831;5;2
abcès;25;0,16;763,7142857;216,1483617;0,217625484;21;1,79;0,252853031;3,31;0,519827994;5;2
abdication;25;0,24;908,0588235;132,4129292;0,945376871;17;0,05;-1,301029996;1,82;0,260071388;10;4
abdomen;25;0,04;743,9166667;252,6525225;0,097891555;24;2,76;0,440909082;1,55;0,190331698;7;3
abdos;24;0,166666667;784,6842105;145,2056215;0,41633528;19;0,86;-0,065501549;0;#NAME?;5;2
abeille;25;0;646,8333333;234,9574738;-0,26502622;24;3,53;0,547774705;3,18;0,50242712;7;2
abeilles;26;0;640,8461538;149,9044208;-0,443175046;26;5,59;0,747411808;6,69;0,825426118;8;2
aberrant;24;0,25;866,1111111;241,6236473;1,150167767;18;0,58;-0,236572006;1,28;0,10720997;8;3
aberration;26;0,192307692;901,05;204,701445;0,901437711;20;0,89;-0,050609993;3,31;0,519827994;10;4
aberrations;23;0,260869565;983,1176471;333,7302208;1,109039736;17;0,27;-0,568636236;1,15;0,06069784;11;4
abêti;25;0,8;860;490,6888016;0,598301174;5;0;#NAME?;0,61;-0,214670165;5;3
abêtir;24;0,708333333;861,7142857;155,1372664;0,946832883;7;0,01;-2;0,54;-0,26760624;6;3
abêtis;24;0,625;823,8571429;163,3844429;0,237898115;7;0;#NAME?;0,14;-0,853871964;6;3
abhorrant;23;0,695652174;1005,666667;169,9360664;1,96662515;6;0,01;-2;0,07;-1,15490196;9;3
abhorré;25;0,68;1018,714286;184,6724256;1,317464326;7;0,01;-2;0,47;-0,327902142;7;3
abîma;24;0,041666667;655,3913043;128,8447759;-0,147746712;23;0,1;-1;0,74;-0,13076828;5;3
abîmaient;26;0;745,96;144,3134551;0,069868107;25;0,1;-1;0,2;-0,698970004;9;3
abîmait;23;0;754;178,2788929;-0,019702983;23;0,01;-2;1,22;0,086359831;7;3
abîme;24;0,041666667;657,2173913;187,7740316;-0,39300207;23;7,24;0,859738566;16,75;1,224014811;5;2
abîmé;24;0;632,0416667;121,0089753;-0,428560871;24;3,57;0,552668216;4,73;0,674861141;5;3
abîmée;25;0,04;725,5833333;233,5338941;-0,038530283;24;1,73;0,238046103;1,76;0,245512668;6;3
abîmer;24;0;638,0833333;104,7539214;-0,410133594;24;5,4;0,73239376;5,95;0,774516966;6;3
abîmeras;25;0,16;843,1904762;217,6599685;0,596451455;21;0;#NAME?;0,14;-0,853871964;8;3
abîmes;24;0;643,75;109,9933792;-0,421287041;24;1,7;0,230448921;6,21;0,7930916;6;2
abîmés;25;0,08;606,1304348;118,5420157;-0,750027958;23;0,61;-0,214670165;1,35;0,130333768;6;3
abîmez;25;0,04;617,9166667;139,8132035;-0,45534994;24;0,3;-0,522878745;0,2;-0,698970004;6;3
abject;25;0,08;856,6956522;287,0247748;0,59528214;23;1,4;0,146128036;1,69;0,227886705;6;2
abjecte;25;0,16;815,4761905;174,1633196;0,368221222;21;0,69;-0,161150909;1,49;0,173186268;7;2
abjection;25;0,24;804,4444444;310,042544;0,451833358;18;0,37;-0,431798276;2,16;0,334453751;9;3
abjurer;24;0,375;1047,5;295,7867605;1,520157342;14;0,22;-0,657577319;0,68;-0,167491087;7;3
ablation;25;0,08;826,6363636;213,1162315;0,516154521;22;0,43;-0,366531544;1,28;0,10720997;8;3
ablations;25;0,32;900,1333333;251,1518797;0,861686697;15;0,03;-1,522878745;0,07;-1,15490196;9;3
ablutions;24;0,666666667;922,2857143;329,4559729;1,256965835;7;0,47;-0,327902142;1,42;0,152288344;9;3
abnégation;23;0,260869565;987,4375;212,5003431;1,21283038;16;0,91;-0,040958608;3,58;0,553883027;10;4
aboie;25;0,12;752,0454545;230,8705012;0,084992531;22;2,91;0,463892989;2,03;0,307496038;5;2
aboiement;25;0;670,6;134,3062421;-0,392284492;25;0,44;-0,356547324;2,36;0,372912003;9;3
aboiements;24;0,041666667;765,5652174;168,1668074;0,480822598;23;1,35;0,130333768;3,58;0,553883027;10;3
abois;24;0,25;769,7777778;193,4694247;0,341588545;18;0,78;-0,107905397;2,7;0,431363764;5;2
aboli;26;0;762,0769231;224,0026648;0,014871254;26;1,12;0,049218023;2,7;0,431363764;5;3
abolir;25;0;734,24;209,0243766;0,135999901;25;1,08;0,033423755;2,97;0,472756449;6;3
abolis;23;0;816,3181818;277,1745859;0,3808683;22;0,14;-0,853871964;0,82;-0,086186148;6;3
abolit;25;0,12;768,2272727;196,7935664;0,312172959;22;0,29;-0,537602002;1,28;0,10720997;6;3
abolition;23;0,043478261;734,1363636;131,1252747;0,245357718;22;0,45;-0,346787486;1,49;0,173186268;9;4
abolitionniste;24;0,625;1182,8;394,5797765;1,337640996;5;0,1;-1;0;#NAME?;14;5
abominable;25;0;719,4583333;219,9240935;0,154396425;24;4,78;0,679427897;8,99;0,953759692;10;4
abominables;24;0,041666667;739,9565217;118,0852844;0,176129039;23;0,62;-0,207608311;2,23;0,348304863;11;4
abomination;25;0,04;823,9130435;217,7807306;0,666835089;23;1,24;0,093421685;3,04;0,482873584;11;5
abominations;25;0,04;919,0833333;247,2022437;1,031099634;24;0,69;-0,161150909;1,49;0,173186268;12;5
abomine;22;0,681818182;810,6666667;255,2862446;0,373880726;6;0;#NAME?;0,41;-0,387216143;7;3
abondaient;25;0,08;749,8695652;316,4051351;0,302743932;23;0,12;-0,920818754;1,42;0,152288344;10;3
abondamment;25;0,04;703,875;188,2863944;0,004495472;24;0,3;-0,522878745;4,93;0,692846919;11;4
abondance;25;0;644,84;119,92695;-0,328171145;25;2,76;0,440909082;9,39;0,972665592;9;3
abondant;48;0,020833333;668,9148936;186,7398597;-0,369991723;47;0,11;-0,958607315;1,49;0,173186268;8;3
abondante;22;0;664,5454545;133,4165433;-0,367749065;22;0,89;-0,050609993;3,45;0,537819095;9;3
abondantes;24;0;715,5;213,0111244;-0,083650799;24;0,33;-0,48148606;1,22;0,086359831;10;3
abonnement;24;0,041666667;716,5217391;234,4821896;-0,015046366;23;3,37;0,527629901;1,55;0,190331698;10;3
abonnés;24;0;721,9565217;192,0666263;-0,215056731;23;0,84;-0,075720714;1,69;0,227886705;7;3
abord;25;0,16;701,25;202,0770762;-0,254929898;20;0,89;-0,050609993;7,3;0,86332286;5;2
aborda;25;0,04;718,3478261;128,5183428;-0,155307316;23;0,16;-0,795880017;3,99;0,600972896;6;3
abordage;25;0,08;788,0869565;268,527282;0,192526109;23;1,17;0,068185862;1,42;0,152288344;8;3
abordages;25;0,04;863,8333333;269,1087814;0,449490831;24;0,05;-1,301029996;0,07;-1,15490196;9;3
abordaient;23;0;789,0434783;231,3654092;0,357091624;23;0,03;-1,522878745;1,28;0,10720997;10;3
abordait;24;0,083333333;782,8636364;303,4486378;0,151327445;22;0,47;-0,327902142;2,5;0,397940009;8;3
abordant;24;0,041666667;857,9565217;271,2544056;0,43712036;23;0,03;-1,522878745;1,42;0,152288344;8;3
aborde;25;0,2;835,3157895;299,9225924;0,654123936;19;1,76;0,245512668;2,36;0,372912003;6;2
abordé;23;0,086956522;746,5238095;220,7964264;0,033403943;21;1,39;0,1430148;3,11;0,492760389;6;3
aborder;23;0;746,5652174;262,4099544;-0,040062343;23;5,65;0,752048448;12,91;1,110926242;7;3
abords;22;0,045454545;745,3;199,7959749;0,08993667;20;1,33;0,123851641;11,76;1,070407322;6;2
aborigène;24;0,25;962,6111111;304,5119797;1,156509759;18;0,31;-0,508638306;0;#NAME?;9;4
abouti;25;0,12;674,0454545;141,0796726;-0,183363676;22;1,28;0,10720997;2,98;0,474216264;6;3
aboutie;25;0,04;812,5833333;230,4788808;0,348133913;24;0,08;-1,096910013;0,07;-1,15490196;7;3
aboutir;25;0,08;713,3181818;225,1787409;-0,055229314;22;1,34;0,127104798;9,8;0,991226076;7;3
aboutissaient;25;0;833,08;257,5965709;0,432562742;25;0,15;-0,823908741;1,15;0,06069784;13;4
aboutissait;25;0;698,12;162,8320505;-0,057952422;25;0,03;-1,522878745;2,5;0,397940009;11;4
aboutissant;25;0,04;789,9583333;215,4664261;0,157255798;24;0;#NAME?;1,29;0,11058971;11;4
aboutissement;26;0,038461538;777,24;165,2655136;0,188902132;25;0,5;-0,301029996;4,05;0,607455023;13;4
aboutissent;23;0;778,0434783;232,7061116;0,120519903;23;0,47;-0,327902142;1,49;0,173186268;11;3
aboutit;25;0;675,88;153,6254428;-0,450626975;25;1,5;0,176091259;3,45;0,537819095;7;3
aboya;25;0,08;625,2173913;104,6539564;-0,341832939;23;0;#NAME?;1,42;0,152288344;5;3
aboyait;25;0;652,36;164,1338072;-0,450120705;25;0,33;-0,48148606;1,55;0,190331698;7;3
aboyant;24;0;715,375;170,0170867;-0,241995016;24;0,19;-0,721246399;1,42;0,152288344;7;3
aboyer;24;0;665,2083333;171,5258832;-0,290886083;24;2,39;0,378397901;3,04;0,482873584;6;3
aboyeurs;25;0,04;781,4782609;208,8150268;0,217417706;23;0,01;-2;0,41;-0,387216143;8;3
abracadabra;25;0,28;951,0625;275,7976236;1,112383687;16;0,98;-0,008773924;0,27;-0,568636236;11;5
abrège;25;0,08;760,8;238,4077886;0,294722026;20;1,25;0,096910013;1,28;0,10720997;6;2
abréger;23;0,086956522;708,5714286;170,5642317;-0,125115806;21;1,61;0,206825876;1,82;0,260071388;7;3
abreuve;25;0,28;764,7222222;191,2496999;0,293542748;18;0,23;-0,638272164;1,08;0,033423755;7;2
abreuver;24;0,125;755,952381;223,3216237;0,214494682;21;0,48;-0,318758763;2,09;0,320146286;8;3
abreuvoir;24;0;727,6666667;158,0439308;-0,077107212;24;0,34;-0,468521083;3,24;0,51054501;9;3
abri;25;0,08;671,1304348;148,6620036;-0,352724201;23;22,7;1,356025857;51,08;1,708250889;4;2
abricot;48;0;625,6041667;124,383542;-0,513043576;48;0,58;-0,236572006;1,83;0,26245109;7;3
abricots;23;0;608,1304348;111,8758664;-0,688538999;23;0,74;-0,13076828;1,35;0,130333768;8;3
abris;25;0,04;626;165,6944066;-0,556295263;23;3,2;0,505149978;5,68;0,754348336;5;2
abritaient;25;0,04;755,8095238;218,4290775;0,235111246;21;0,14;-0,853871964;1,49;0,173186268;10;3
abritait;25;0;691,2;141,980339;-0,071150731;25;0,23;-0,638272164;4,53;0,656098202;8;3
abritant;25;0,04;778,5;181,5132047;0,269432831;24;0,26;-0,585026652;1,82;0,260071388;8;3
abrite;24;0,375;836,5333333;295,9391508;0,621937871;15;2,09;0,320146286;2,7;0,431363764;6;2
abrité;23;0,043478261;728,9090909;260,2827966;-0,1721308;22;0,48;-0,318758763;3,79;0,57863921;6;3
abritée;25;0,04;635,2083333;131,6375059;-0,331951739;24;0,06;-1,22184875;1,49;0,173186268;7;3
abritent;23;0,086956522;788,3;260,4997424;0,415928129;20;0,33;-0,48148606;1,15;0,06069784;8;2
abriter;25;0,04;681,6956522;252,7415919;-0,162330114;23;2,37;0,374748346;6,96;0,84260924;7;3
abrités;24;0,041666667;691,6956522;230,4539857;-0,189853358;23;0,05;-1,301029996;1,15;0,06069784;7;3
abritez;25;0,04;757,4782609;292,2948184;-0,042618896;23;1,08;0,033423755;0,2;-0,698970004;7;3
abrupt;25;0,24;748;115,5945981;0,153991237;19;0,54;-0,26760624;2,57;0,409933123;6;2
abrupte;25;0,2;806,8888889;256,3726352;0,292139353;18;0,43;-0,366531544;2,84;0,45331834;7;2
abruptement;24;0,291666667;888,5294118;244,9900808;0,991300614;17;0,07;-1,15490196;2,03;0,307496038;11;4
abruptes;22;0,136363636;745,1578947;174,3420212;0,328308053;19;0,24;-0,619788758;1,55;0,190331698;8;2
abruti;23;0;675,2272727;107,15362;-0,279444573;22;26,12;1,416973173;9,19;0,963315511;6;3
abrutir;23;0,043478261;822,1818182;279,055488;0,391789907;22;0,11;-0,958607315;0,95;-0,022276395;7;3
abrutis;50;0,04;695,6458333;166,3759508;-0,223333374;48;6,83;0,834420704;4,25;0,62838893;7;3
abrutissement;24;0;905;184,4528589;0,614702702;22;0,13;-0,886056648;1,42;0,152288344;13;4
abrutissent;25;0;888,6086957;237,94494;1,013834558;23;0,16;-0,795880017;0;#NAME?;11;3
abrutissions;25;0,32;920,2857143;233,4739085;1,292398905;14;0;#NAME?;0,07;-1,15490196;12;4
absence;24;0;602,4166667;99,46286905;-0,706312633;24;22,02;1,342817315;72,5;1,860338007;7;2
absences;24;0,041666667;683,3478261;214,8010938;-0,100623875;23;0,84;-0,075720714;3,78;0,5774918;8;2
absent;26;0;593,6923077;92,2868438;-0,68612512;26;10,28;1,011993115;20,34;1,308350949;6;2
absentait;24;0,166666667;778,95;250,0083104;0,271589418;20;0,16;-0,795880017;1,15;0,06069784;9;3
absentant;25;0,4;989,8333333;459,8111931;0,652228497;12;0;#NAME?;0,07;-1,15490196;9;3
absente;25;0;579,6;111,4678578;-0,731800154;25;5,42;0,733999287;9,4;0,973127854;7;2
absenté;26;0;683,4615385;237,6909305;-0,232259271;26;0,89;-0,050609993;0,34;-0,468521083;7;3
absenter;25;0,04;857,9090909;351,0455009;0,321115531;22;2,9;0,462397998;1,49;0,173186268;8;3
absentés;23;0,086956522;704,7619048;257,3373088;-0,227989346;21;0,15;-0,823908741;0,07;-1,15490196;8;3
absents;25;0;663,48;123,9149977;-0,484580741;25;2,57;0,409933123;6,76;0,829946696;7;2
abside;23;0,739130435;842;261,4681625;0,55973899;6;0;#NAME?;1,55;0,190331698;6;2
absinthe;23;0,260869565;808,1176471;180,8555647;0,813367636;17;1,28;0,10720997;2,91;0,463892989;8;2
absolu;25;0;629,68;102,3322693;-0,483050204;25;9,29;0,968015714;23,45;1,370142847;6;3
absolue;25;0,04;709,9583333;208,4214958;-0,239012497;24;8,44;0,926342447;16,15;1,208172527;7;3
absolues;23;0;654,7826087;144,1495299;-0,291582677;23;0,2;-0,698970004;1,01;0,004321374;8;3
absolument;24;0;644,7916667;151,1129664;-0,496123219;24;89,79;1,953227972;63,45;1,802431626;10;4
absolution;25;0,04;802,7916667;274,4901961;0,546032776;24;1,06;0,025305865;2,5;0,397940009;10;4
absolutisme;25;0,08;792,8695652;250,0785884;0,519193614;23;0,12;-0,920818754;0,68;-0,167491087;11;4
absorba;25;0,08;785,9565217;228,3443329;0,170771995;23;0,11;-0,958607315;2,03;0,307496038;7;3
absorbait;23;0,043478261;736,8636364;261,3862851;0,092633861;22;0,2;-0,698970004;3,11;0,492760389;9;3
absorbante;24;0,041666667;717,2173913;205,4646522;-0,011567796;23;0,04;-1,397940009;0,27;-0,568636236;10;3
absorbe;25;0,04;770,5833333;218,6165825;-0,030072007;24;1,61;0,206825876;3,38;0,5289167;7;2
absorbé;25;0,04;663,7083333;165,6086217;-0,492538653;24;1,53;0,184691431;10,14;1,006037955;7;3
absorbée;24;0;705,2608696;233,2279839;-0,281931098;23;0,46;-0,337242168;2,91;0,463892989;8;3
absorber;24;0;692,125;193,7138886;-0,261442057;24;1,86;0,269512944;4,53;0,656098202;8;3
absorbés;24;0;728,625;264,1022221;0,010544496;24;0,18;-0,744727495;2,16;0,334453751;8;3
absorption;25;0;717,0833333;138,1564698;0,127719224;24;0,58;-0,236572006;1,89;0,276461804;10;3
absoudre;25;0,44;882;277,044845;0,658993058;14;1,08;0,033423755;1,55;0,190331698;8;2
absous;50;0,66;917,7333333;244,3479564;1,273812512;15;1,17;0,068185862;1,76;0,245512668;6;2
absoute;23;0,739130435;967,6;221,8091522;0,943520175;5;0;#NAME?;0,28;-0,552841969;7;2
abstenir;24;0;803,826087;246,720794;0,168887736;23;1,8;0,255272505;2,77;0,442479769;8;3
abstention;25;0;805,76;177,5951107;0,497872091;25;0,14;-0,853871964;1,28;0,10720997;10;3
abstenu;23;0,217391304;784,0625;244,4314406;0,581331575;16;0,17;-0,769551079;0,81;-0,091514981;7;3
abstenus;26;0,153846154;848,3636364;279,892419;0,513167754;22;0;#NAME?;0,14;-0,853871964;8;3
abstinence;25;0;769,5416667;200,1642758;0,145996889;24;1,6;0,204119983;1,42;0,152288344;10;3
abstraction;24;0;762,8333333;253,1659821;0,153362034;24;0,66;-0,180456064;2,09;0,320146286;11;3
abstractions;24;0,166666667;846,65;259,4178249;0,620437195;20;0,03;-1,522878745;0,88;-0,055517328;12;3
abstrait;24;0,041666667;711,9565217;150,271112;-0,121403395;23;1,2;0,079181246;6,22;0,793790385;8;2
abstraite;24;0,041666667;739,6086957;195,7305056;0,122995234;23;0,7;-0,15490196;5;0,698970004;9;2
abstraites;24;0,083333333;732,5;111,1814262;0,170556853;22;0,18;-0,744727495;1,75;0,243038049;10;2
abstraits;25;0;739,08;159,5856405;0,029532821;25;0,28;-0,552841969;2,1;0,322219295;9;2
absurde;24;0,041666667;648,3913043;103,4560685;-0,403792217;23;24,23;1,384353414;29,53;1,470263447;7;2
absurdement;24;0,125;906,7368421;316,2482924;0,840382991;19;0,14;-0,853871964;3,72;0,57054294;11;4
absurdes;24;0,041666667;678;185,6903581;-0,023546558;23;2,05;0,311753861;6,35;0,802773725;8;2
absurdité;24;0;820,173913;220,4024526;0,417207376;23;1,44;0,158362492;5,54;0,743509765;9;4
abus;25;0,04;670,875;148,1075733;-0,374551048;24;4,75;0,67669361;8,58;0,933487288;4;2
abusait;25;0,12;631,3636364;137,7501345;-0,493295311;22;0,53;-0,27572413;1,82;0,260071388;7;3
abuse;25;0;683,12;230,5757865;-0,126296462;25;4,08;0,610660163;1,62;0,209515015;5;2
abusé;23;0;679,9565217;179,1151174;-0,407780004;23;4,69;0,671172843;3,11;0,492760389;5;3
abuser;24;0;724,625;240,2232318;-0,136474188;24;5,87;0,768638101;4,12;0,614897216;6;3
abusez;25;0,04;638,3333333;120,1139556;-0,281873714;24;1,93;0,285557309;0,34;-0,468521083;6;3
abusivement;25;0,04;914,9565217;213,892598;0,931166492;23;0,16;-0,795880017;1,15;0,06069784;11;4
acabit;25;0,44;900,7272727;233,0386624;0,823904277;11;0,17;-0,769551079;1,55;0,190331698;6;3
acacia;25;0,32;843,4375;188,9991071;0,92472135;16;0,05;-1,301029996;3,24;0,51054501;6;3
acacias;25;0,2;885,95;186,96143;1,150090524;20;0,21;-0,677780705;3,11;0,492760389;7;3
académie;25;0,04;670,1304348;198,7424794;-0,500979257;23;9,91;0,996073654;8,31;0,919601024;8;4
académies;25;0,04;768,826087;211,1276331;-0,091586483;23;0,12;-0,920818754;1,15;0,06069784;9;4
académique;24;0,041666667;742,3913043;208,2877684;-0,065283572;23;0,87;-0,060480747;0,61;-0,214670165;10;4
académiques;24;0;753,7391304;155,4808428;0,021716202;23;0,54;-0,26760624;0,54;-0,26760624;11;4
acajou;24;0,25;697,2222222;126,7297057;0,064344487;18;0,69;-0,161150909;7,43;0,870988814;6;3
acariâtre;25;0,4;894,2;199,5169882;0,882537207;15;0,13;-0,886056648;1,22;0,086359831;9;3
accablaient;24;0;834,9166667;162,986507;0,684338541;24;0,03;-1,522878745;1,42;0,152288344;11;3
accablait;25;0,04;805,2916667;166,5552472;0,384443606;24;0,22;-0,657577319;3,11;0,492760389;9;3
accablant;25;0;758,44;139,3009572;0,093677207;25;0,42;-0,37675071;2,16;0,334453751;9;3
accablante;23;0;787,3043478;194,8678888;0,379064757;23;0,71;-0,148741651;2,43;0,385606274;10;3
accablât;25;0,08;750,6521739;150,0004875;0,263160964;23;0;#NAME?;0,07;-1,15490196;8;3
accable;25;0,32;777,0588235;241,3699108;0,12635584;17;2,01;0,303196057;1,96;0,292256071;7;2
accablé;23;0;748,7391304;259,2328222;0,084808702;23;1,31;0,117271296;7,63;0,882524538;7;3
accablée;23;0,043478261;748,2380952;208,3957545;-0,00048604;21;0,63;-0,200659451;3,31;0,519827994;8;3
accablement;25;0;834,4583333;269,8904736;0,485419915;24;0,21;-0,677780705;3,58;0,553883027;11;4
accablent;24;0;795,5;254,8070699;0,243354859;22;0,28;-0,552841969;0,74;-0,13076828;9;2
accabler;24;0;799,4761905;232,716484;0,229837372;21;0,65;-0,187086643;3,58;0,553883027;8;3
accablés;25;0;742,04;174,4566517;0,011633172;25;0,58;-0,236572006;1,9;0,278753601;8;3
accalmie;24;0,291666667;822,5294118;239,6304753;0,675685404;17;0,46;-0,337242168;2,97;0,472756449;8;3
accédait;23;0,086956522;781,9047619;210,590338;0,31051062;21;0,22;-0,657577319;2,7;0,431363764;8;3
accède;25;0,28;707,4375;157,7761996;-0,150781412;16;0,95;-0,022276395;1,42;0,152288344;6;2
accédé;25;0,04;728;189,735743;-0,025787676;24;0,68;-0,167491087;0,74;-0,13076828;6;3
accéder;25;0,04;691,7916667;156,1740888;-0,292098031;24;6,29;0,798650645;5,81;0,764176132;7;3
accéléra;25;0,04;637,7916667;132,7950298;-0,390202473;24;0,14;-0,853871964;1,96;0,292256071;8;4
accélérait;25;0,04;660,0833333;173,0481;-0,308055738;24;0,13;-0,886056648;2,64;0,421603927;10;4
accélérant;23;0;721,2608696;162,5666905;0,181258948;23;0,43;-0,366531544;1,08;0,033423755;10;4
accélérateur;24;0;761,0416667;203,5958228;0,08017557;24;2,46;0,390935107;3,52;0,546542663;12;5
accélération;24;0;719,9166667;171,4191194;0,135523742;24;1,46;0,164352856;2,64;0,421603927;12;5
accélère;25;0,04;785,2916667;270,2183464;-0,01506999;24;7,32;0,864511081;4,05;0,607455023;8;3
accéléré;24;0;693,5833333;172,6567131;-0,199792888;24;1,89;0,276461804;3,31;0,519827994;8;4
accélérée;25;0;671,2;178,8402453;-0,252915686;25;0,23;-0,638272164;2,23;0,348304863;9;4
accélérer;24;0;722,7916667;184,9806051;-0,217249695;24;4,41;0,644438589;2,91;0,463892989;9;4
accélérez;25;0;645,04;161,975173;-0,30551127;25;1,39;0,1430148;0;#NAME?;9;4
