item;n_trials;err;rt;sd;rtz;n_used;c_freq_movies;lc_freq_movies;c_freq_books;lc_freq_books;n_letters;n_syllables
grenouilles;25;0;649,92;111,0224902;-0,436617167;25;3,35;0,525044807;5,88;0,769377326;11;2
grès;26;0,115384615;738,8636364;158,9352355;0,245988118;22;0,31;-0,508638306;4,05;0,607455023;4;1
grésillait;24;0,125;777,5714286;219,1304569;0,508365662;21;0;#NAME?;1,28;0,10720997;10;3
grésillant;25;0,24;822,0555556;197,1826482;1,017777113;18;0,01;-2;1,42;0,152288344;10;3
grésillement;25;0,04;910,9583333;282,8452456;0,862866633;24;0,17;-0,769551079;3,38;0,5289167;12;3
grésillements;25;0,16;885,8;245,8494619;1,097614218;20;0,29;-0,537602002;0,47;-0,327902142;13;3
grésiller;25;0,08;830,2608696;251,3845691;0,646328549;23;0,16;-0,795880017;1,01;0,004321374;9;3
grève;25;0;580,32;122,698044;-0,750092223;25;14,58;1,163757524;22,43;1,350829274;5;1
grèves;24;0;599,1666667;205,5972565;-0,733365127;24;1,43;0,155336037;4,19;0,622214023;6;1
grévistes;25;0,12;734,4090909;130,0412605;0,201411814;22;1,23;0,089905111;2,03;0,307496038;9;2
gribouillé;24;0;756,2916667;229,0410024;0,248038379;24;0,18;-0,744727495;0,14;-0,853871964;10;3
gribouillée;23;0;801,4347826;210,714979;0,373881477;23;0,01;-2;0,07;-1,15490196;11;3
gribouillent;24;0,208333333;872;180,4438971;0,709004541;17;0;#NAME?;0,07;-1,15490196;12;2
gribouillis;25;0,2;954,45;206,1125076;0,998304056;20;0,85;-0,070581074;1,01;0,004321374;11;3
grief;25;0,28;826,3333333;225,3726326;0,636781173;18;0,23;-0,638272164;2,91;0,463892989;5;2
griefs;25;0,12;914,6470588;160,1561508;0,887676577;17;0,54;-0,26760624;4,53;0,656098202;6;2
grièvement;26;0,038461538;851,5217391;227,3269311;0,814060964;23;1,68;0,225309282;1,55;0,190331698;10;3
griffe;25;0;683,6666667;206,361158;-0,219923588;24;1,53;0,184691431;4,25;0,62838893;6;1
griffer;25;0;672,125;153,6374367;-0,338986432;24;0,64;-0,193820026;2,57;0,409933123;7;2
griffes;25;0,08;657,3043478;138,8509452;-0,315250031;23;7,15;0,854306042;11,56;1,062957834;7;1
griffon;25;0,08;706,0869565;218,9906418;-0,022430218;23;0,57;-0,244125144;1,01;0,004321374;7;2
griffonne;25;0,28;886;207,541633;0,521165568;18;0,18;-0,744727495;1,08;0,033423755;9;2
griffonné;22;0,136363636;739,5789474;191,4913157;-0,04916194;19;0,04;-1,397940009;1,15;0,06069784;9;3
griffonner;24;0,041666667;784,9130435;195,2217651;0,277066771;23;0,1;-1;1,55;0,190331698;10;3
griffures;25;0;778,44;232,598918;0,068770333;25;0,63;-0,200659451;0,61;-0,214670165;9;2
grignotait;25;0;670,0416667;132,5484257;-0,380231902;24;0,03;-1,522878745;1,69;0,227886705;10;3
grignotant;25;0;749,88;231,9238956;0,05702593;25;0,16;-0,795880017;1,22;0,086359831;10;3
grignote;25;0;748,44;212,6170423;0,173628626;25;0,6;-0,22184875;1,28;0,10720997;8;2
grignotement;25;0,04;796;205,2306484;0,703691146;22;0,04;-1,397940009;0,88;-0,055517328;12;3
grignoter;26;0;657,0769231;158,3668963;-0,419175292;26;1,69;0,227886705;2,57;0,409933123;9;3
grignotions;24;0,166666667;821,4;268,5907136;0,60143868;15;0;#NAME?;0,14;-0,853871964;11;3
gril;25;0,28;781,1666667;239,7570461;0,173568708;18;0,64;-0,193820026;1,49;0,173186268;4;1
grillage;23;0,043478261;702,5;213,074713;-0,250381441;22;1,47;0,167317335;9,59;0,981818607;8;2
grillagée;25;0,12;771;215,5481385;0,420625518;21;0,13;-0,886056648;1,42;0,152288344;9;3
grillages;24;0,041666667;771,3913043;247,6017218;0,09972935;23;0,01;-2;2,43;0,385606274;9;2
grillait;24;0,041666667;656,2608696;123,4600478;-0,403520393;23;0,06;-1,22184875;1,35;0,130333768;8;2
grille;47;0;642,5434783;112,6916553;-0,45547944;46;11;1,041392685;45,07;1,653887558;6;1
grillé;25;0;606,6;137,4721184;-0,625896385;25;6,25;0,795880017;6,01;0,778874472;6;2
grillée;25;0;595,68;128,2015731;-0,587077013;25;1,39;0,1430148;1,62;0,209515015;7;2
grillées;24;0,041666667;643,173913;97,54982511;-0,303848739;23;0,59;-0,229147988;2,16;0,334453751;8;2
griller;24;0;636,9166667;134,1634035;-0,560505399;24;4,97;0,696356389;4,05;0,607455023;7;2
grillerait;25;0,12;769,8181818;187,8914672;0,300818296;22;0,01;-2;0;#NAME?;10;2
grilles;23;0;626,5217391;84,51297349;-0,598278169;23;2,15;0,33243846;14,39;1,158060794;7;1
grillés;48;0,020833333;630;133,951646;-0,599824246;47;1,75;0,243038049;1,9;0,278753601;7;2
grillon;24;0,166666667;751,3157895;220,3325902;0,525436531;19;0,98;-0,008773924;2,09;0,320146286;7;2
grillons;24;0;772,6521739;236,8957593;0,370260389;23;0,48;-0,318758763;2,5;0,397940009;8;2
grimaça;25;0;731,76;163,4108524;-0,015941361;25;0,01;-2;1,62;0,209515015;7;3
grimaçait;22;0;715,8636364;163,6399344;-0,016081092;22;0,02;-1,698970004;2,09;0,320146286;9;3
grimaçant;25;0;747,2;232,7047486;0,090038198;25;0,24;-0,619788758;4,8;0,681241237;9;3
grimace;25;0;631,96;208,0864163;-0,583907908;25;2,34;0,369215857;23,99;1,380030248;7;2
grimacer;25;0,04;659,8333333;187,9555143;-0,470270697;24;0,16;-0,795880017;1,96;0,292256071;8;3
grimaces;23;0,043478261;610,6666667;130,1730899;-0,584395921;21;2,25;0,352182518;8,92;0,950364854;8;2
grimait;25;0,36;899,0625;253,0687571;0,772691853;16;0;#NAME?;0,14;-0,853871964;7;2
grimer;24;0,416666667;816,2142857;209,5552722;0,484232285;14;0,01;-2;0,07;-1,15490196;6;2
grimes;24;0,666666667;676,5;190,4333404;0,239041667;8;0,49;-0,30980392;0;#NAME?;6;1
grimpa;26;0,038461538;711,56;243,2923618;-0,459741538;25;0,19;-0,721246399;5,81;0,764176132;6;2
grimpaient;25;0;712,9166667;157,3760152;-0,337097688;24;0,04;-1,397940009;2,03;0,307496038;10;2
grimpais;24;0,125;716,3809524;194,2221605;-0,089438595;21;0,51;-0,292429824;1,01;0,004321374;8;2
grimpait;25;0;680,44;238,1981108;-0,22364469;25;0,39;-0,408935393;5,47;0,737987326;8;2
grimpant;24;0;680,9583333;179,1730956;-0,163726211;24;0,25;-0,602059991;3,17;0,501059262;8;2
grimpants;24;0,083333333;667,4090909;119,8144037;-0,266310228;22;0,01;-2;0,34;-0,468521083;9;2
grimpe;23;0,086956522;651,3809524;152,2108656;-0,56050798;21;7,77;0,890421019;8,18;0,912753304;6;1
grimpé;24;0;666,3333333;138,2932193;-0,343198424;24;2,01;0,303196057;4,93;0,692846919;6;2
grimpent;25;0,08;726,5;174,4893911;-0,134555983;22;0,82;-0,086186148;2,03;0,307496038;8;1
grimper;25;0,04;703,1304348;214,0057995;-0,321545118;23;7,49;0,874481818;14,05;1,147676324;7;2
grimpèrent;25;0,04;746,0833333;163,6098;-0,163179218;24;0,12;-0,920818754;1,49;0,173186268;10;2
grimpez;25;0;649,12;146,4357994;-0,476637383;25;1,59;0,201397124;0,14;-0,853871964;7;2
grinça;25;0,04;649;144,781995;-0,343876803;24;0;#NAME?;2,64;0,421603927;6;2
grinçaient;25;0;769,64;225,5899451;0,365695894;25;0;#NAME?;1,35;0,130333768;10;2
grinçait;25;0;700,8;124,8782741;-0,152749221;25;0,19;-0,721246399;2,97;0,472756449;8;2
grinçant;24;0;695,0416667;202,5194525;-0,274140189;24;0,35;-0,455931956;3,51;0,545307116;8;2
grinçante;24;0,041666667;738,0434783;235,2854124;0,043673827;23;0,02;-1,698970004;1,49;0,173186268;9;2
grince;25;0,16;772,6666667;248,5208911;0,236987479;21;1,37;0,136720567;3,31;0,519827994;6;1
grincement;25;0;690,92;181,1265488;-0,28678745;25;0,71;-0,148741651;6,49;0,812244697;10;2
grincements;25;0,04;759,8333333;224,1667987;0,067191223;24;0,86;-0,065501549;3,11;0,492760389;11;2
grincent;24;0,083333333;716,8571429;242,2862534;0,059583148;21;0,26;-0,585026652;0,95;-0,022276395;8;1
grincer;25;0;684,96;151,0073067;-0,273742515;25;0,59;-0,229147988;4,46;0,649334859;7;2
grincèrent;25;0,04;749,4166667;176,8548697;0,253278639;24;0;#NAME?;0,47;-0,327902142;10;2
grincheux;24;0;679,2083333;194,0790917;-0,197199145;24;2,16;0,334453751;1,96;0,292256071;9;2
gringue;25;0,8;879;94,66079794;1,084287568;4;0,35;-0,455931956;1,15;0,06069784;7;1
griottes;25;0,12;780,4090909;149,814698;0,557268632;22;0,13;-0,886056648;3,11;0,492760389;8;2
grippe;24;0;643,7916667;166,8250787;-0,658567419;24;8,16;0,911690159;5,2;0,716003344;6;1
grippés;23;0;654;126,6419434;-0,393186324;23;0,15;-0,823908741;0,21;-0,677780705;7;2
gris;26;0,038461538;569,96;124,5898203;-0,74596065;25;13,88;1,142389466;114,05;2,05709529;4;1
grisaille;24;0,125;859,2380952;276,6512073;0,401066079;21;0,25;-0,602059991;7,36;0,866877814;9;2
grisait;25;0,16;904,9047619;332,014142;0,614409282;21;0;#NAME?;1,35;0,130333768;7;2
grisant;25;0,04;833,0833333;275,8629018;0,601448271;24;0,29;-0,537602002;1,69;0,227886705;7;2
grisante;23;0,086956522;809,45;266,8947112;0,123842749;20;0,21;-0,677780705;1,28;0,10720997;8;2
grisâtre;26;0,038461538;772,32;174,9554038;0,031741103;25;0,1;-1;9,53;0,979092901;8;2
grisâtres;24;0,166666667;882,8;261,1439611;0,705829205;20;0,02;-1,698970004;3,51;0,545307116;9;2
grise;25;0,04;634,9583333;144,1437927;-0,504689117;24;7,95;0,900367129;51,89;1,715083671;5;1
grisé;24;0;626,5416667;118,5587285;-0,719647412;24;0,2;-0,698970004;2,5;0,397940009;5;2
grisées;25;0;648,08;118,3627616;-0,308838627;25;0;#NAME?;0,14;-0,853871964;7;2
griser;24;0,125;755,3333333;301,9717426;0,042204129;21;0,09;-1,045757491;1,55;0,190331698;6;2
griserie;25;0,28;836,4705882;172,2201054;0,647908301;17;0,02;-1,698970004;2,16;0,334453751;8;2
griseries;25;0,28;907,6470588;343,7278977;0,916753791;17;0;#NAME?;0,07;-1,15490196;9;2
grises;24;0,083333333;737,7142857;165,5313091;-0,225035479;21;1,36;0,133538908;17,16;1,234517284;6;1
grisés;24;0,041666667;718,173913;150,928837;-0,024661338;23;0,16;-0,795880017;0,75;-0,124938737;6;2
grisonnants;24;0,041666667;827,5238095;241,0644352;0,434503904;21;0,15;-0,823908741;1,28;0,10720997;11;3
grives;26;0,307692308;787,375;140,7237838;0,540156189;16;1,21;0,08278537;1,08;0,033423755;6;1
grog;24;0,583333333;714,5;182,5871177;0,520316554;10;0,52;-0,283996656;1,15;0,06069784;4;1
grogna;25;0,16;742,6190476;195,0311453;0,361239749;21;0,02;-1,698970004;11,96;1,07773118;6;2
grognait;25;0,04;683,1666667;143,5777828;-0,19509853;24;0,07;-1,15490196;4,19;0,622214023;8;2
grognant;24;0,041666667;685,6956522;176,351002;-0,19714515;23;0,11;-0,958607315;4,26;0,629409599;8;2
grogne;24;0,083333333;699,1818182;188,2818648;-0,00671663;22;1,97;0,294466226;6,21;0,7930916;6;1
grogné;25;0,04;740,875;238,3704301;-0,089312925;24;0,11;-0,958607315;2,3;0,361727836;6;2
grognement;25;0;731,4347826;145,5574944;0,078790115;23;0,65;-0,187086643;4,46;0,649334859;10;2
grognements;25;0;763,84;184,320527;0,45025317;25;0,68;-0,167491087;5,07;0,705007959;11;2
grogner;24;0;667,2083333;126,0355296;-0,476707861;24;0,69;-0,161150909;2,3;0,361727836;7;2
grognions;24;0,291666667;958,5;244,1100845;1,644064618;16;0;#NAME?;0,14;-0,853871964;9;2
grognon;22;0,090909091;787,85;194,9216509;0,031556125;20;1;0;0,88;-0,055517328;7;2
grogs;25;0,68;925,75;286,4485743;1,090707741;8;0,12;-0,920818754;0,27;-0,568636236;5;1
groin;24;0,25;833,8333333;172,9104665;0,447861408;18;0,32;-0,494850022;1,76;0,245512668;5;1
grolles;23;0,608695652;929,1428571;233,4490869;1,608974393;7;0,1;-1;1,08;0,033423755;7;1
grommela;22;0,318181818;834,8;306,5238746;0,496446272;15;0,01;-2;5,61;0,748962861;8;2
grommelait;25;0,08;781,5909091;235,860463;0,335151027;22;0,01;-2;1,96;0,292256071;10;2
grommelant;24;0,041666667;857,1363636;219,3312988;0,556996336;22;0,02;-1,698970004;2,36;0,372912003;10;2
grommelle;24;0,333333333;841,8461538;290,5138683;0,654301271;13;0,01;-2;1,76;0,245512668;9;2
gronda;24;0,083333333;701,2727273;216,0088582;0,028544016;22;0,04;-1,397940009;4,66;0,668385917;6;2
grondait;25;0;701,36;213,2142663;-0,202756842;25;0,15;-0,823908741;4,66;0,668385917;8;2
grondant;24;0;723,7916667;202,9705438;-0,064587436;24;0,52;-0,283996656;2,83;0,451786436;8;2
gronde;23;0,086956522;809,65;265,0396743;0,231316652;20;4,75;0,67669361;3,51;0,545307116;6;1
grondement;25;0,08;668,0434783;122,8219251;-0,210381593;23;1,18;0,071882007;12,36;1,092018471;10;2
grondements;25;0;780,56;262,9494692;0,174915353;25;0,13;-0,886056648;2,43;0,385606274;11;2
gronder;23;0;613,7391304;140,0731034;-0,720040089;23;2,14;0,330413773;3,58;0,553883027;7;2
gros;25;0;554,6;119,5048814;-0,935567149;25;206,4;2,314709693;246,96;2,392626616;4;1
groseilles;24;0;789,7083333;224,6499652;0,554687493;24;0,94;-0,026872146;1,35;0,130333768;10;2
grosse;23;0;629;162,8060754;-0,413430304;23;76,2;1,881954971;91,08;1,959423022;6;1
grosses;25;0;634,56;188,4582359;-0,543472941;25;16,99;1,230193379;52,97;1,724029973;7;1
grossesse;25;0;679,88;218,2409448;-0,135287573;25;6,63;0,821513528;3,92;0,593286067;9;2
grossesses;24;0,041666667;701,9130435;141,4910576;-0,037220441;23;0,46;-0,337242168;1,01;0,004321374;10;2
grosseur;25;0,04;694,625;231,5681536;-0,164631806;24;1,08;0,033423755;2,57;0,409933123;8;2
grossi;24;0,166666667;710,85;165,8916181;-0,047085304;20;4,49;0,652246341;3,04;0,482873584;6;2
grossier;24;0,041666667;658,2727273;146,6733273;-0,367078128;22;7,74;0,888740961;9,4;0,973127854;8;2
grossière;24;0;708,8695652;185,1945671;-0,167794808;23;3,3;0,51851394;6,28;0,797959644;9;2
grossièrement;24;0;775,125;305,915918;0,029640832;24;0,61;-0,214670165;5,41;0,733197265;13;3
grossières;22;0;710,6363636;298,0286892;-0,300715155;22;0,67;-0,173925197;3,24;0,51054501;10;2
grossièreté;22;0;801,0952381;236,2320691;0,46265175;21;1,96;0,292256071;4,8;0,681241237;11;3
grossièretés;25;0,08;839,35;247,3089427;0,78734899;20;0,74;-0,13076828;1,35;0,130333768;12;3
grossiers;24;0;622,0416667;120,3590567;-0,392798499;24;1,2;0,079181246;4,25;0,62838893;9;2
grossir;25;0;623,56;175,8685778;-0,617971121;25;3,3;0,51851394;4,93;0,692846919;7;2
grossis;24;0,041666667;769,3478261;228,4082487;0,330457754;23;0,52;-0,283996656;0,67;-0,173925197;7;2
grossissait;25;0;815,5416667;295,8457264;0,37442088;24;0,32;-0,494850022;1,62;0,209515015;11;3
grossissant;26;0,076923077;850,4166667;194,3045383;0,719511193;24;0,06;-1,22184875;1,48;0,170261715;11;3
grossit;25;0,04;739,3333333;144,6238499;-0,000767282;24;1,96;0,292256071;1,82;0,260071388;7;2
grotesque;25;0,04;772,7916667;223,244062;0,067482851;24;5,79;0,762678564;11,01;1,041787319;9;2
grotesques;24;0;719;104,0135481;0,154455276;23;0,58;-0,236572006;3,99;0,600972896;10;2
grotte;25;0;648,12;183,6775526;-0,511332908;25;8,96;0,95230801;17,84;1,25139485;6;1
grottes;25;0,04;640;124,2746226;-0,466143106;23;3,28;0,515873844;4,12;0,614897216;7;1
grouillaient;25;0,04;878,3333333;292,59672;0,627553162;24;0,06;-1,22184875;2,23;0,348304863;12;2
grouillait;25;0,08;813,4347826;305,2654324;0,404746254;23;0,27;-0,568636236;2,64;0,421603927;10;2
grouillant;25;0;808,28;277,6689456;0,316953109;25;0,15;-0,823908741;2,02;0,305351369;10;2
grouillante;22;0,136363636;795,4736842;193,0208303;0,643752032;19;0,04;-1,397940009;2,09;0,320146286;11;2
grouillants;25;0,16;884,9;310,1544437;0,739387593;20;0,03;-1,522878745;1,01;0,004321374;11;2
grouille;24;0,083333333;794,25;274,9405438;0,497437431;20;15,56;1,192009593;4,73;0,674861141;8;1
grouillement;22;0,181818182;844,2666667;254,376399;0,224782422;15;0,02;-1,698970004;4,53;0,656098202;12;2
grouillements;25;0,12;857,75;236,56553;0,861857831;20;0,14;-0,853871964;0,2;-0,698970004;13;2
grouillent;23;0,086956522;852,8095238;238,4371236;0,571611112;21;0,65;-0,187086643;1,35;0,130333768;10;1
grouiller;25;0,04;766,7083333;206,215691;0,080073076;24;0,89;-0,050609993;1,62;0,209515015;9;2
grouillèrent;23;0,130434783;840,1764706;255,0730864;0,569719947;17;0;#NAME?;0,07;-1,15490196;12;2
grouillez;25;0,04;874,9565217;243,9745662;0,52039696;23;4,08;0,610660163;0,95;-0,022276395;9;2
groupaient;23;0,043478261;875,5909091;360,1605011;0,632393401;22;0;#NAME?;1,08;0,033423755;10;2
groupe;23;0;575,6956522;63,44749782;-0,734432591;23;90,77;1,957942335;86,96;1,939319531;6;1
groupé;24;0;560,2916667;96,58898991;-0,940476346;24;0,34;-0,468521083;0,48;-0,318758763;6;2
groupée;23;0;668,2173913;133,1827031;-0,373274536;23;0,22;-0,657577319;0,88;-0,055517328;7;2
groupement;24;0,041666667;645,3478261;170,5484758;-0,336080513;23;0,96;-0,017728767;4,19;0,622214023;10;2
groupements;24;0;657,125;152,2181822;-0,349987348;24;0,02;-1,698970004;2,03;0,307496038;11;2
grouper;25;0;594,44;115,4560089;-0,674089173;25;0,44;-0,356547324;2,03;0,307496038;7;2
groupes;24;0,041666667;629,6521739;131,2307505;-0,657241046;23;14,21;1,152594078;36,62;1,56371834;7;1
groupés;23;0;621,1304348;119,6974612;-0,590268961;23;1,51;0,178976947;5,61;0,748962861;7;2
groupies;25;0,12;725,0952381;153,461039;0,158546389;21;0,48;-0,318758763;0,41;-0,387216143;8;2
grue;25;0;684,76;183,4750846;-0,1119116;25;3,54;0,549003262;2,84;0,45331834;4;1
grues;24;0,083333333;679,2727273;220,8240372;-0,423943164;22;1,22;0,086359831;3,38;0,5289167;5;1
grumeleuse;24;0,625;860,5555556;204,4988454;0,94280006;9;0,01;-2;1,15;0,06069784;10;2
grutiers;25;0,92;1050,5;236,8807717;0,864872061;2;0;#NAME?;1,89;0,276461804;8;2
gruyère;23;0;655,7826087;112,2197343;-0,440225484;23;1,02;0,008600172;4,8;0,681241237;7;2
gué;24;0,375;818,8;327,1273671;0,240764465;15;1;0;2,03;0,307496038;3;1
guenille;22;0,363636364;809,3333333;160,357744;0,747629289;12;0,04;-1,397940009;1,08;0,033423755;8;2
guenilles;25;0,16;761,35;161,5582916;0,424038058;20;0,37;-0,431798276;3,38;0,5289167;9;2
guenon;24;0,25;799,9411765;145,1669171;0,564891062;17;0,37;-0,431798276;1,55;0,190331698;6;2
guenons;25;0,44;952,7692308;206,5482808;0,706583659;13;0,2;-0,698970004;0,34;-0,468521083;7;2
guêpe;25;0;570,08;102,8457259;-0,859853869;25;2,73;0,436162647;2,84;0,45331834;5;1
guêpes;26;0;579,6538462;96,98286129;-0,817364607;26;0,64;-0,193820026;3,58;0,553883027;6;1
guère;25;0,04;643,8695652;207,371933;-0,507782265;23;17,02;1,230959556;110,68;2,04406915;5;1
guéri;24;0,041666667;632,2608696;157,4735814;-0,439196599;23;10,48;1,020361283;8,38;0,923244019;5;2
guéridon;25;0,12;748,4090909;198,7816843;0,262601352;22;0,69;-0,161150909;8,31;0,919601024;8;3
guéridons;24;0,25;791,1111111;237,6663229;0,336447316;18;0,01;-2;3,11;0,492760389;9;3
guérie;25;0;687,04;247,6428006;-0,296093799;25;5,17;0,713490543;4,73;0,674861141;6;2
guérilla;24;0,083333333;733,9090909;162,1210333;0,117849732;22;1,89;0,276461804;1,35;0,130333768;8;3
guérillas;25;0,08;818;205,2500401;0,490407732;20;0,28;-0,552841969;0,2;-0,698970004;9;3
guérillero;25;0,48;1006,615385;229,8117122;1,603915792;13;0,67;-0,173925197;0,14;-0,853871964;10;4
guérir;24;0,041666667;615,6521739;144,1595104;-0,733317727;23;17,7;1,247973266;11,49;1,060320029;6;2
guérira;24;0,041666667;812,047619;297,7289835;0,253904353;21;2,28;0,357934847;0,81;-0,091514981;7;3
guéris;25;0,04;585,5652174;118,9999336;-0,692729835;23;2,56;0,408239965;1,35;0,130333768;6;2
guérison;26;0,076923077;623,6956522;163,753816;-0,599150333;23;5,43;0,73479983;4,93;0,692846919;8;3
guérisons;25;0,2;700,7;162,7387639;-0,391227839;20;0,41;-0,387216143;0,27;-0,568636236;9;3
guérisse;22;0,090909091;648,65;142,3081442;-0,341628017;20;1,95;0,290034611;0,27;-0,568636236;8;2
guérissent;26;0,076923077;728,625;257,2481145;-0,248611496;24;0,86;-0,065501549;0,41;-0,387216143;10;2
guérisseur;24;0,041666667;681,6086957;158,4047575;-0,357694113;23;1,95;0,290034611;1,42;0,152288344;10;3
guérit;26;0;624,9166667;114,9078711;-0,431182613;24;3,62;0,558708571;3,24;0,51054501;6;2
guérite;24;0,583333333;917,3;350,283076;0,979366032;10;0,05;-1,301029996;4,12;0,614897216;7;2
guérites;25;0,52;615;169,2111107;-0,173049446;11;0,01;-2;0,95;-0,022276395;8;2
guerre;24;0;646,9166667;270,7260635;-0,536668269;24;212,82;2,328012439;338,65;2,52975108;6;1
guerres;26;0,076923077;573,6666667;68,03558319;-0,790992687;24;8,83;0,945960704;15,95;1,202760687;7;1
guerrier;23;0;629,8695652;109,8082231;-0,600092251;23;11,51;1,061075324;5,94;0,773786445;8;2
guerrière;22;0;710,0454545;170,8632082;-0,300460255;22;0,88;-0,055517328;2,3;0,361727836;9;2
guerrières;25;0;796,16;230,2961282;0,219576487;25;1,41;0,149219113;1,62;0,209515015;10;2
guerriers;25;0,08;683,0434783;156,8892134;-0,198686191;23;9,64;0,984077034;8,99;0,953759692;9;2
guet;51;0,196078431;797,7948718;275,9158128;0,421963393;39;3,29;0,517195898;7,43;0,870988814;4;1
guêtres;24;0,333333333;846,125;239,9857982;0,705154585;16;0,36;-0,443697499;4,39;0,64246452;7;1
guettaient;25;0,04;712,25;202,9258271;-0,103725158;24;0,16;-0,795880017;2,5;0,397940009;10;2
guettais;23;0,086956522;758;229,0857918;0,05321107;21;0,24;-0,619788758;2,5;0,397940009;8;2
guettait;25;0;726,125;209,2621224;-0,020140423;24;0,52;-0,283996656;9,53;0,979092901;8;2
guettant;23;0,130434783;807,95;230,6591185;0,340946423;20;0,3;-0,522878745;6,82;0,833784375;8;2
guette;25;0,2;748,55;250,4741766;0,156570767;20;3,83;0,583198774;9,32;0,969415912;6;1
guetté;25;0,08;715,7272727;163,7327037;0,057294488;22;0,41;-0,387216143;2,5;0,397940009;6;2
guettent;23;0,043478261;681,8636364;162,3395312;-0,175666586;22;1,13;0,053078443;3,04;0,482873584;8;1
guetter;24;0,041666667;790,7826087;216,8363347;0,31752008;23;1,01;0,004321374;10;1;7;2
guetteur;25;0,08;744,0434783;231,1802678;0,114051791;23;0,6;-0,22184875;2,5;0,397940009;8;2
guetteurs;25;0,16;754,0952381;159,9899699;0,146422459;21;0,49;-0,30980392;1,55;0,190331698;9;2
guettions;25;0,28;840,1666667;164,2660145;0,617323212;18;0,14;-0,853871964;1,01;0,004321374;9;2
gueula;25;0,04;736,7727273;212,939055;0,170050023;22;0;#NAME?;1,28;0,10720997;6;2
gueulait;25;0;679,36;181,0915698;-0,221727573;25;0,23;-0,638272164;4,26;0,629409599;8;2
gueulant;24;0;732,0416667;202,704857;0,039186551;24;0,31;-0,508638306;1,69;0,227886705;8;2
gueulante;24;0,041666667;835,7391304;254,3912908;0,636919616;23;0,13;-0,886056648;1,01;0,004321374;9;2
gueule;25;0;631,96;115,5715796;-0,696844953;25;121,84;2,08578989;106,22;2,026206297;6;1
gueulent;25;0,04;783,7916667;246,7182831;0,204791221;24;0,18;-0,744727495;1,42;0,152288344;8;1
gueuler;23;0;633,7391304;162,4797099;-0,470927675;23;3,97;0,598790507;6,62;0,820857989;7;2
gueules;25;0,04;726,25;192,3577396;-0,148502215;24;7,29;0,862727528;10,68;1,028571253;7;1
gueux;24;0,166666667;780,8947368;184,9477087;-0,001675829;19;2,14;0,330413773;3,65;0,562292864;5;1
gui;24;0,25;737,0625;191,7579964;0,426063377;16;2,9;0,462397998;2,5;0,397940009;3;1
guibolles;25;0,52;983,5454545;233,7457438;1,022465369;11;0,11;-0,958607315;4,19;0,622214023;9;2
guichet;26;0;629,1153846;135,7442675;-0,442031022;26;2,92;0,465382851;6,42;0,807535028;7;2
guichetière;22;0,136363636;807,6111111;219,0375039;0,796398339;18;0,14;-0,853871964;0,34;-0,468521083;11;2
guichets;23;0;646,8695652;143,3318795;-0,417041868;23;0,89;-0,050609993;2,03;0,307496038;8;2
guida;24;0,125;694,6190476;196,7827422;-0,239787432;21;0,31;-0,508638306;2,03;0,307496038;5;2
guidage;24;0,125;738,0952381;219,5292474;0,145048264;21;1,19;0,075546961;0;#NAME?;7;2
guidaient;22;0;684,1428571;148,5332575;-0,122639534;21;0,17;-0,769551079;1,08;0,033423755;9;2
guidait;23;0;746,5652174;177,8083304;-0,026605763;23;0,13;-0,886056648;2,3;0,361727836;7;2
guidant;25;0;664,3913043;132,6254943;-0,257949565;23;0,2;-0,698970004;1,96;0,292256071;7;2
guide;25;0,04;610,25;108,0496062;-0,646630719;24;20,61;1,314077992;19,87;1,298197867;5;1
guidé;24;0;629,75;136,384447;-0,634315927;24;2,81;0,44870632;3,38;0,5289167;5;2
guidée;25;0;669,84;183,4127131;-0,25533825;25;1,55;0,190331698;1,82;0,260071388;6;2
guider;24;0,041666667;636,0869565;242,5124014;-0,198085495;23;7,29;0,862727528;6,76;0,829946696;6;2
guidera;24;0,083333333;660,4545455;202,437463;-0,41006443;22;1,57;0,195899652;0,14;-0,853871964;7;2
guides;24;0;604,4782609;158,9244731;-0,676430315;23;3,14;0,496929648;6,29;0,798650645;6;1
guidés;25;0;663,92;172,6952808;-0,383009987;25;1,25;0,096910013;1,22;0,086359831;6;2
guidez;25;0,12;674,5454545;183,3182835;-0,373588804;22;0,85;-0,070581074;0,14;-0,853871964;6;2
guidon;25;0,08;725,173913;142,8822313;-0,05665975;23;1,26;0,100370545;6,15;0,788875116;6;2
guigne;24;0,583333333;819,1111111;164,1595599;0,308706287;9;0,94;-0,026872146;1,69;0,227886705;6;1
guignol;25;0,04;643,5416667;132,5515418;-0,161337007;24;2,14;0,330413773;3,58;0,553883027;7;2
guignols;25;0;677,375;145,7603192;-0,359679;24;1,16;0,064457989;2,57;0,409933123;8;2
guilde;25;0,6;764,6666667;227,9303622;0,032952631;9;0,56;-0,251811973;0;#NAME?;6;1
guillemets;24;0,041666667;756,0434783;221,6224222;0,285407991;23;0,5;-0,301029996;1,55;0,190331698;10;2
guilleret;25;0,44;953,9230769;340,6861854;1,204166027;13;0,14;-0,853871964;2,09;0,320146286;9;2
guillotine;24;0;771,9130435;209,6258383;0,138633819;23;1,21;0,08278537;5,61;0,748962861;10;3
guillotineurs;24;0,25;1166,8;279,3786984;1,769883645;15;0;#NAME?;0,07;-1,15490196;13;4
